# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ1000
              0      286.98435      2.3157933        207.116      1.4721672      463.99856      15.346674
              1      1024.4826      4.2055274      745.58811      2.7455319      4439.8484      49.088797
              2      1234.3417      3.9148383      938.24592      2.7301913      2933.3421      24.055575
              3      1280.5458      3.5817244      990.72397      2.5795986      2304.1232      12.688515
              4       1255.035      3.2985025      980.59138      2.4318474       1981.648      8.7315498
              5      1210.4991      3.0983317      950.35045      2.3171102      1791.0404      6.8022695
              6      1155.5396      2.8884788       909.8849      2.1781835      1642.2557      5.7327908
              7      1110.1387      2.7518588      875.93338      2.0992246      1539.9504       4.971892
              8      1057.5939      2.6295348      836.15015      2.0153156      1438.7528      4.6712126
              9      1004.5382      2.5194793      795.23746      1.9298357      1355.4336      4.1701756
             10       964.9014      2.4245465      764.76089      1.8627948      1293.3106      3.8848791
             11       926.2178      2.3433104      735.06828      1.8263918      1230.9077      3.7012066
             12       886.5307      2.2707327      703.71998      1.7745819      1174.1968      3.6230776
             13      850.07743      2.2065409       675.3317      1.7100983      1115.0178      3.3448405
             14      814.70899      2.1462794       647.9302      1.6801394      1067.1954      3.2007428
             15       789.4938      2.0864198      627.97717      1.6314642      1030.8754      2.9929743
             16      757.77418       2.033853      602.83648      1.5930896      987.64519      2.9961791
             17      730.61357      1.9840064      581.68779      1.5506273      950.06446      2.9303028
             18       706.6998      1.9457905      563.07095      1.5399312      915.41623      2.7481925
             19      680.15063      1.9141643      542.22502      1.5104232      878.81011      2.7260835
             20      658.60103      1.8569095      525.01244      1.4630054      849.99693      2.6043616
             21      635.65576       1.813862      506.58603      1.4266441      819.13456       2.604994
             22      617.03724      1.7917157       492.2407      1.4170971      793.22279       2.473795
             23       596.0572      1.7467393      475.24824      1.3772963      767.44562       2.440555
             24      574.77746      1.7130234      458.42452      1.3510883       739.1862      2.3418667
             25      556.71516      1.6971752      444.73499      1.4287339       713.9682      2.2987742
             26      537.91051      1.6457433      429.07338      1.2990102      690.45972       2.230525
             27      520.64709      1.6225216      415.50025      1.2836256      667.55371      2.2245084
             28      504.35346      1.5845235      402.69911      1.2524469       645.9687      2.2124914
             29      489.82617      1.5587474      390.88937      1.2315112      626.83448      2.1342339
             30      474.22896      1.6060678       378.8095      1.2696457      606.19787      2.1959583
             31      460.21574      1.5029167      367.65031      1.1919927      588.59422      2.0299423
             32      444.51371      1.4772728      355.09098      1.1731788      568.08796      1.9839098
             33      430.68755      1.4505605      344.04245      1.1520106      550.79154      2.0189161
             34      418.55259      1.4674371      334.55289      1.1710938      534.25772      1.9681101
             35       405.9867      1.4034676      324.42393      1.1133626      518.53197      1.8897617
             36      392.16283      1.3747531      313.34083      1.0940986      500.69716      1.8464869
             37      381.05724      1.3559461      304.35269      1.0755455      486.87558      1.8436971
             38      368.57388      1.3295671      294.89602      1.0579734      469.66865      1.7890005
             39      358.93807      1.3111224      286.83486      1.0381162      457.77556      1.7620239
             40      347.99231       1.284021      278.05559      1.0187054      443.89248      1.7150825
             41      337.37364      1.2626974      269.57569      1.0030545      430.14667      1.6938036
             42      326.52107      1.2468942      261.03027     0.98771757      415.97207       1.666417
             43      316.66448       1.220149      253.18495     0.96791199      403.30231       1.636533
             44      307.79275      1.2039427      246.05532     0.96065659      392.14098      1.6073588
             45      299.74318       1.193557      239.60216     0.97036914      381.91846      1.5945512
             46      288.87456      1.1719505       230.9642     0.92856551      367.88953      1.5645212
             47      279.25462      1.1424383      223.36795     0.90615673       355.3482      1.5240272
             48      270.89324        1.12989      216.40768     0.89971038       345.5248      1.5090733
             49      265.15253      1.1096808      212.01731     0.88218395      337.55132      1.4725563
             50      265.15253      1.1096808      212.01731     0.88218395      337.55132      1.4725563
