#         pt_j1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1025.3215      1.5421137      783.02802      1.0691954      2359.7929      13.481219
              5      1074.4745      1.1750023      849.53493     0.89242429      1491.9487      2.2186416
             10       852.0373     0.96427033      677.35866       0.749598      1123.0238      1.4804852
             15      702.53119     0.84900913      560.07806     0.67538537      911.34103      1.2231031
             20      593.96413     0.76540146      474.14504     0.60486754      764.15928      1.0785529
             25      505.45123     0.70418163      403.88703     0.55836678      647.60255     0.96035213
             30      430.92381     0.63830622      344.59983     0.50671566      550.32657     0.86953482
             35      369.34929     0.58743407      295.38888     0.46801319      471.08911     0.79125853
             40      319.42508     0.54405568      255.50607     0.43138106      407.15848     0.73239289
             45      274.30064     0.50422466      219.50683     0.40720876      349.24499     0.68430975
             50      238.08174     0.46534373      190.42865     0.36988543       303.1648     0.62081944
             55      205.61634     0.43199193      164.36535     0.34464692      261.92417      0.5746631
             60      179.34557     0.40337903      143.38586      0.3227236      228.36678     0.54488638
             65      155.58595     0.37364796       124.4661     0.29772689      197.97974     0.50573002
             70      136.58932     0.35041668      109.35295     0.28801927      173.56823     0.47756525
             75      119.44919     0.33031368       95.53306     0.26212413      151.97567     0.44231503
             80      105.27642     0.30675022      84.154825     0.24421781        134.142     0.42190643
             85      92.825502     0.28806594      74.228151     0.22914307      118.26847     0.40130571
             90      81.598539     0.27398872      65.153645     0.21596478      103.94231     0.36516768
             95      72.909112     0.25659817      58.166861     0.20319552      92.844259     0.34309656
            100      64.561951     0.23962187      51.419366     0.18907896      82.369416     0.32147234
            105      57.428551     0.22721783      45.685753     0.17883952      73.352871     0.30599411
            110      51.004895     0.21413042      40.527558     0.16845127      65.239205     0.28986062
            115      45.518806     0.20098864      36.084422     0.15836687       58.38563      0.2718666
            120      41.296377     0.19270872      32.726004     0.15115979      52.979215     0.26165266
            125      36.781104     0.18277503      29.107233     0.15183302      47.266758     0.26030953
            130      32.654722     0.17038654      25.828577     0.13338824      41.972609     0.23144068
            135      29.961481     0.16630551      23.649193     0.12960279      38.621843      0.2284134
            140      27.112527     0.15469374      21.377458     0.12134546      34.992923     0.21208733
            145      24.508308     0.16081244      19.287125     0.12612608      31.692723     0.22939502
            150      21.969166     0.14050582      17.306307     0.11029029       28.36252     0.19280515
