#  pt_bbZ-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      18.071445       0.138778      14.435003     0.10983725      23.896259     0.22729782
              5      67.555828     0.26917432      53.545782     0.21330547      88.628422     0.37023935
             10      140.09056     0.38061522      110.94229     0.29880871      183.23373     0.55143068
             15      239.20072     0.49223038      189.90755     0.38867592       310.3195     0.68333483
             20      359.62392     0.59549365      286.30661     0.46993337      463.04033     0.83862817
             25      409.72398     0.62837422      326.78781     0.49695391      525.46902     0.86092964
             30      402.35353     0.62840937      321.25421      0.4985175      514.65788     0.85499363
             35      366.91902     0.58554939      293.12768     0.46477355      468.63831     0.79041874
             40      320.80531     0.54408381      256.29522     0.43204264      409.22185     0.72835353
             45      276.03455     0.50440384      220.57821     0.40261144      351.90191     0.67305415
             50      239.67689      0.4727712       191.6099     0.37643269      305.18501     0.62895367
             55      207.11811     0.43426301      165.66879     0.34762283      263.41229     0.58212558
             60      179.83363      0.4020629      143.85291     0.32056491      228.76859     0.54597542
             65      156.00336     0.37704041      124.85532     0.30000593      198.23106     0.50282037
             70      135.38578     0.34911613      108.45332     0.28592682      171.83159     0.47284869
             75      117.73842     0.32913401      94.308483     0.26290931       149.4103     0.44371408
             80      103.36657     0.30437543      82.770632     0.24207277      131.21981     0.40469818
             85      90.358565     0.29242484      72.315738      0.2306061       114.7857     0.39270368
             90      79.412452     0.26625706      63.645481     0.21293619      100.53304     0.36421509
             95      69.952558     0.24965384        55.8886     0.19787197      88.872937     0.33507732
            100      61.200465     0.23330531      48.845345     0.18472449      77.822693     0.31415861
            105      53.749259     0.21797271      42.923582     0.17286585      68.283326     0.29461742
            110      47.853306     0.21013208      38.135439     0.16513218      60.935965     0.28450727
            115      42.173935       0.195862       33.55519     0.15357241      53.790979     0.26419107
            120       37.84238     0.18430174       30.11611     0.14534465      48.240857      0.2494759
            125      33.598983     0.17272755      26.693653     0.13523627      42.923532     0.23303149
            130      29.788252     0.16370159      23.678597      0.1308979      38.012307     0.22728117
            135      26.860363     0.15534386      21.348102     0.12230212      34.284485     0.21177455
            140      23.455926     0.14528693      18.688127     0.12540873      29.824118     0.21147362
            145      21.546711      0.1405152      17.071856     0.10949488      27.598654     0.19118108
            150      19.069314      0.1324436      15.127109     0.10376104      24.371854     0.18118734
            155      17.159845     0.12748273       13.61248    0.099399855      21.923565     0.17644158
            160      15.421577     0.11838847       12.23886     0.09313224      19.687606      0.1636386
            165       13.95204     0.11253499      11.047869    0.087925819      17.864753     0.15564943
            170      12.554051     0.10732224      9.9305603    0.083688483      16.095771     0.14690466
            175      11.654482     0.10210725       9.213062    0.079663516      14.946248     0.13952729
