# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 30
             -8      2.7371329     0.40328345      2.0878642      0.2988833      3.7551683      0.5855242
           -7.9      2.1669045     0.37004465      1.7384222     0.28034741      2.7937972     0.50383559
           -7.8      3.2372579     0.42939471      2.6347175     0.40605264         4.0825     0.59236811
           -7.7      4.2132461     0.49075466      3.2152323     0.37034506      5.8014813     0.69974981
           -7.6      5.6833563     0.57355324      4.3954994     0.43476333      7.7895335     0.84548198
           -7.5      6.0646102     0.56680746      4.5849823     0.42712996      8.4099006     0.81458538
           -7.4      6.8792451     0.63908632      5.3229282     0.47735093      9.2320787     0.91220321
           -7.3      7.9137648     0.65266524      6.0472943     0.49181318      10.834782     0.92488681
           -7.2       8.739371     0.70112619      6.6887756     0.52619119      11.952988      1.0007462
           -7.1      11.803038     0.96336699      9.1029869     0.70011903      16.012119      1.4484109
             -7      13.369904      0.8464198      10.241188     0.63546743      18.247584      1.2163686
           -6.9      16.117399     0.97892317      12.465977     0.73601466       21.68653      1.3993163
           -6.8      19.265333      1.0879773      14.579532     0.80284046       26.60964      1.5758257
           -6.7      22.933157      1.1336474       17.50883     0.86618013      31.394833      1.6177332
           -6.6      26.551686      1.2465744      20.458299     0.93333607       35.85128      1.7848074
           -6.5      31.769737      1.3018548      24.353384     0.98686605      43.122631      1.8348137
           -6.4      36.417786      1.4094709      28.306449      1.0779171      48.320631      1.9657097
           -6.3      39.044435      1.4920711      29.906711      1.1233135      52.904742      2.1070505
           -6.2       42.95492      1.6192804       33.50343      1.2245078      56.881873      2.3099976
           -6.1      52.094509      1.6967886      40.680588      1.3041959      68.887903      2.3917228
             -6      57.378241      1.7890757      44.238958      1.3478452      77.034466      2.5270215
           -5.9      65.270108      1.8549386      50.709189       1.416588      87.102812      2.5905778
           -5.8      78.190335      2.0794471      60.742393      1.5871758      104.95493      3.0377742
           -5.7       87.13834      2.1836995      67.584354      1.6798698      115.95604      3.0691402
           -5.6      98.669779      2.3197532      76.525773      1.7612686      131.37588       3.251927
           -5.5      107.35016      2.3947603      83.743041      1.8462842      141.79078      3.3374158
           -5.4       129.9808      2.6535094      100.86016      2.0237643      172.66452      3.6992379
           -5.3      143.81436      2.7766321      111.78355      2.1279829      190.41652      3.8523345
           -5.2      160.77516        2.89061       125.7244      2.2309152      211.75037      4.0246371
           -5.1      178.01968      3.3329262      139.14603      2.5303536      234.14333      4.7155198
             -5       206.5123      3.2288611      161.13093      2.5010189      272.37446      4.4692415
           -4.9      234.78913      3.4517519      183.09127      2.7000205      309.66811      4.7411974
           -4.8      255.40401       3.595283      199.19488      2.7796205      337.23628      4.9480576
           -4.7      279.86057      3.7492482      219.26108      2.9908851      366.85406      5.1667029
           -4.6      310.74547      3.9846223      243.91068      3.1022126      406.89415      5.5094003
           -4.5      348.90664      4.1775263      273.39776      3.2541846      456.95078      5.7656175
           -4.4      395.08666      4.7711146      311.01645      3.6732392      514.37482      6.6836115
           -4.3      424.70832      4.5757943      333.08098      3.5513124      555.74727      6.2692999
           -4.2      457.53266      4.7662282      360.86062      3.7119056      593.95127      6.4964093
           -4.1      507.73737      5.0157732      400.75822      3.9490309      658.36996      6.7978252
             -4      566.49625      5.2887717      447.76358      4.1461371      733.04785      7.2019434
