#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17.066675     0.32541206      13.467339     0.24575718      23.926345       1.574031
              1      51.953028     0.56892475       41.12376     0.43786903      75.620574      2.6362789
              2      87.295829     0.73415486      69.050729     0.55848331      123.44286       3.787625
              3      121.97372     0.88184274      96.643303      0.6777057      181.57692      4.5760798
              4      158.64244      1.0064722      125.60425     0.76422158       223.0145      4.9076077
              5      196.13771      1.1034066      155.21014     0.84335319      288.23874      5.3236856
              6      232.38127      1.2055809      183.69865     0.91629799      341.05062      5.4355464
              7      268.21962       1.282232       212.0552     0.97868634      392.70017      6.1130808
              8      306.54963      1.3803679       242.5625      1.0424286       437.5932      6.3156964
              9      344.47603      1.4640754       272.5945       1.108673      499.81068      7.3606881
             10      383.16391      1.5408869      303.23313      1.1633748      565.80985      7.3103188
             11      425.65357      1.6057212       336.9233      1.2230959      607.20188      7.3607076
             12      465.15521      1.6825708      368.20691      1.2797322      671.10873      7.7255633
             13      504.86049      1.7545769       400.2118      1.3420998       715.9187       8.546501
             14      547.04851      1.8201727      433.29109      1.3941128      779.63124      8.3818089
             15      586.98492      1.8883327      464.68141      1.4438663      833.27816      8.9210516
             16       628.1272      1.9585118      497.36025      1.4888453      899.83167      9.0550458
             17      667.07963      2.0251065      528.86203      1.5650418      955.54388      9.6005927
             18      709.45308      2.0746787      561.67239      1.5811469      1026.7701       9.345373
             19      749.51292      2.1411711      593.71093      1.6252931      1066.5415      10.037164
             20      787.02948      2.1858906      623.50365      1.6655752      1132.7291       11.13195
             21       825.7579      2.2531391      653.15347      1.7097595      1194.7616      10.478162
             22      859.81566       2.304013      681.35533      1.7644485      1218.0251       11.06682
             23      899.61533      2.3666305      711.93299      1.8672744      1301.6779      11.043121
             24      934.11391      2.4042533      738.63415      1.8326843      1356.9858      11.522717
             25      961.09188      2.4401579      760.36143      1.8603359      1394.3467      11.511873
             26      986.35496      2.4738125      780.36858      1.8768955       1398.719      12.019126
             27      1016.6855      2.5168199      803.54853      1.9059101      1493.7078      12.000543
             28      1041.7305      2.5603262      823.39189      1.9495612      1532.4054      12.664246
             29      1060.1563      2.5936835      837.32828       1.959591      1572.2639       12.83381
             30      1079.6564      2.6102073      851.85242      1.9712634      1591.9762      13.196798
             31      1084.1562      2.6264685      855.47187        1.98677      1615.6367      13.145002
             32      1098.9017      2.6673445      866.34685      2.0195708      1636.1963      13.329566
             33      1093.2661      2.6515033      861.57237      2.0043049      1661.4999      13.448053
             34      1090.1625      2.6950972      859.21488      2.0347699      1651.1464      13.876678
             35       1077.807      2.6610126      848.79399      1.9963649      1636.2914      14.203629
             36      1060.1468      2.6270013      834.67541       1.970309      1619.0166      13.928393
             37      1028.3017      2.6134371      810.25612      1.9905092      1562.7603      14.405317
             38      991.55519      2.5541695      780.69538      1.9152883      1510.5168      13.706407
             39      952.67012      2.4919471      750.02826      1.8710392      1450.4388      13.660848
             40      896.30782      2.4106672      706.42032      1.8100999        1331.73      13.211485
             41      848.04589      2.3399983      668.32792      1.7588868      1262.2002      11.793384
             42      789.27263      2.2530907      623.99101      1.7122836        1134.79      11.091452
             43      732.41395      2.1683083      579.35777      1.6323034      1062.7444      10.711263
             44      682.25209      2.0638443      540.46803      1.5692338      993.26479      9.3930972
             45      632.56091       1.988267      501.29742      1.5124586      898.28663      8.8636365
             46      584.61199      1.8947015      463.74221       1.449499      828.17449      8.5761381
             47       539.3064      1.8123944      428.35613      1.3861457      752.75093       7.504911
             48      500.39571      1.7438862      397.77235      1.3329197      695.92439      6.7671667
             49      464.97713      1.6868918      370.17443      1.2885138      633.12623       6.729229
             50      429.02098      1.5953767      342.03999       1.228539      589.54566      5.6877729
             51      399.91421      1.5262228      318.69957      1.1787058      547.82656       5.866768
             52      370.90943      1.4707231      295.89181       1.134432      507.24174      5.2964634
             53      347.42372      1.4142016      277.68195      1.1047614      469.16498      4.5743781
             54      323.21167      1.3586171      258.10672      1.0522673       432.6951      4.5646917
             55      301.80447      1.3091599      241.29109      1.0191832      399.26316      3.7303978
             56      280.70333      1.2639461      224.73057      1.0125307      369.24725      3.8333917
             57      259.62886      1.2161999      208.05289     0.94730988      339.23386      4.0733848
             58      245.22927      1.1765345      196.86045     0.92220666      319.36201      3.2214966
             59      231.60154      1.1359873      185.78992     0.89350813      304.05983      3.1424158
             60      216.62454      1.0966094        173.682     0.85562906      285.02521      3.2485351
             61      204.07246      1.0624435      163.74733     0.83383981      264.10056      2.5598151
             62      189.23803      1.0295673      152.07154      0.8076663      242.13006      3.3373177
             63      176.76596     0.98738647      141.91973     0.77849931      224.71135      2.6939414
             64      167.38473     0.96323001      134.41746     0.75425667      217.14105      2.5298803
             65      159.03503      1.0255146      127.73353     0.79435574      205.52338      2.4345422
             66      149.34634     0.93146641      120.16593     0.74706863      189.98415      2.0749393
             67      141.46031     0.87934731      113.79883     0.68915845         182.51      2.2115471
             68      132.99026     0.84741073      106.84481     0.66650761      171.50857      2.1233608
             69      125.38603     0.82544837      101.00742      0.6603837      161.01009      2.0552758
             70      119.54473     0.87572031      96.341001     0.68451259      151.91543      2.6386628
             71      113.78011     0.78127399      91.770872     0.61915254      145.53814      1.7293172
             72      108.24519     0.75839505      87.290523     0.60408532      139.30237      1.6138215
             73      103.33701     0.75123387      83.298082     0.60236968      131.60768      1.6057458
             74      97.224737      0.7234784      78.317534     0.57409978      122.83842      1.8493129
             75      92.224828     0.70276873      74.378288     0.59317975      114.95866      2.1023528
             76      86.556222     0.67816491       69.91375     0.53626396      108.34368      1.0639288
             77      82.717149     0.66339564      66.714002     0.52655533      103.58301      1.0350802
             78      79.089381     0.64492093      63.855836     0.51061219       101.0299      1.2803229
             79      73.729938     0.62238766      59.480611     0.49392316      92.822934      1.8517923
             80      70.278861     0.60438065      56.931069      0.4933548      89.057308      1.0328824
             81      68.529039     0.59799052      55.346053     0.47394333      87.088536      1.0557804
             82      64.602275      0.5820703      52.251411     0.46474175      81.704339     0.92593296
             83      61.432955     0.56330895      49.563026      0.4476449      77.562495     0.92427236
             84      58.321764      0.5649484      47.166849     0.44675329      73.051604      1.5238895
             85      56.607931     0.54363869      45.756776     0.43018061      70.218135     0.87087817
             86      54.254542     0.52961231      43.714341     0.41992227      69.646028      1.1116498
             87      52.223495     0.52229206      42.155037      0.4145888      68.845067      1.5198447
             88      47.641897     0.49329117      38.571904     0.39238233      59.689614      0.7146061
             89      47.080288     0.49198968      38.043957     0.39206342      59.514541     0.69626971
             90      45.494647     0.49079852      36.814857     0.38776185      56.926375     0.81386357
             91      42.017562      0.4653533      33.923166     0.37008949      52.984792     0.90789299
             92      41.722314     0.47495332      33.698038     0.37438602       53.12598     0.92565847
             93      40.102842      0.4539169      32.425209     0.36122665      50.275694      0.6397452
             94      37.404842     0.43954923      30.329468     0.35170008      47.009683      1.2584627
             95      36.554683     0.43617058      29.628048     0.34851688      45.697856     0.61223717
