#   m_bbZ-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19              0              0              0              0              0              0
             20              0              0              0              0              0              0
             21    0.011464272   0.0066185708   0.0076048227   0.0044070849    0.018715355    0.010869726
             22   0.0038202755   0.0038200844   0.0024293306   0.0024292092   0.0064239171    0.006423596
             23    0.015739173   0.0078897681    0.010416437   0.0052650254    0.025607185    0.012961156
             24   0.0075634844   0.0053483792   0.0049045276   0.0034856285    0.012603347   0.0089514131
             25   0.0068773625   0.0048930988   0.0044220474   0.0031984528    0.011938681   0.0084435929
             26    0.015493898   0.0094477216    0.011229429   0.0063747899    0.022260138    0.015258232
             27     0.01147687   0.0066258448   0.0073400592   0.0042549708    0.019391732    0.011253719
             28    0.011522441   0.0066522259   0.0085957677   0.0049858185    0.015796555   0.0092432348
             29   0.0038245077   0.0038243165   0.0023021653   0.0023020502   0.0068843504   0.0068840061
             30    0.026813878    0.011487115    0.018277953   0.0076628385    0.041883563     0.01868454
             31    0.019138976    0.011156827    0.014295669   0.0077781428    0.026508366    0.017437576
             32    0.024771949     0.01459928    0.020825886    0.009836105    0.027110826    0.023917497
             33    0.022870079   0.0093365887    0.015520079   0.0063860493    0.035873621    0.014809465
             34    0.012702558    0.010638401   0.0093019682   0.0067374364    0.018000689    0.018382926
             35    0.047158366    0.014709022    0.032589862    0.010012186    0.072876574    0.023637322
             36    0.030107086    0.010657098    0.021950394   0.0078408062    0.042921851    0.015392873
             37    0.072971653    0.017600094    0.050681989    0.011783325      0.1111187    0.028706194
             38    0.065690551    0.015942194    0.046282382    0.011303366    0.098701476    0.024135608
             39    0.076733071    0.018788222    0.058561418    0.013566634      0.1020939    0.028777917
             40     0.07341309    0.016854085    0.051871949    0.011956634     0.10928376    0.025283105
             41    0.080924902    0.018469981    0.057895866    0.013095667     0.11854498    0.027858158
             42    0.085814567    0.019133488    0.061401477    0.013598086     0.12696595    0.029125191
             43    0.094242027    0.020067524    0.067471653    0.014049804     0.13810138    0.030813652
             44     0.10660994    0.022669585    0.078994587    0.015984197      0.1489875    0.034762679
             45     0.12372953    0.023836456    0.089953051    0.016888491     0.17748612    0.036055814
             46     0.13467874    0.025222158     0.10004242    0.018302182      0.1873247    0.037917801
             47    0.098695177    0.020718685    0.072285433    0.014864221     0.14071014    0.031112023
             48     0.15435443    0.026673842     0.11296752    0.019120434     0.22794616    0.042387447
             49     0.15493996    0.025129703     0.11549971    0.018786765     0.21452158    0.035984206
             50     0.18705581    0.027733987     0.13843287    0.020410705     0.26476457    0.040921387
             51     0.16817461    0.027018848     0.12281634    0.019383658     0.26733819     0.04456181
             52      0.2136003    0.029831803     0.16401851    0.022591245     0.28421851    0.044286518
             53     0.20756189     0.02938108     0.16287181    0.022503568     0.27049803     0.05110666
             54     0.27070797    0.033203427     0.19715581    0.023781315     0.38773986    0.049604572
             55     0.31278927    0.035213512     0.23422874    0.026454749     0.43179128    0.049707597
             56     0.30741329    0.036311795     0.22869449    0.026569602     0.42855394    0.052657652
             57     0.38762579    0.040322253     0.28990118    0.029864396     0.53583425    0.058132025
             58     0.41639075    0.041590766     0.30854242    0.030865306     0.58201734    0.059775733
             59     0.39807677     0.04072871     0.30294134    0.031087487     0.53620532    0.058367609
             60     0.41100965    0.042893446     0.30786742    0.031209286     0.56560502    0.062768845
             61     0.38914478    0.040414016     0.28954557    0.029778069     0.54291811    0.058049737
             62      0.4509564    0.042920218     0.33774665    0.031918216     0.62285211    0.061186175
             63     0.52132431    0.046683893     0.39536693     0.03493184     0.70597451    0.066193569
             64     0.55549577    0.047641364     0.42390722    0.036032051     0.74308296    0.067681252
             65     0.54593287    0.048206042     0.41590423    0.036054758     0.73558534    0.067863009
             66     0.57062943    0.050297111     0.44451874    0.037754184     0.74428238    0.071770094
             67     0.77179901    0.057397505      0.5864121    0.042790269      1.0446711    0.083642589
             68      0.6940123    0.053301315     0.52371331    0.039608387     0.94893088    0.076713875
             69     0.70534085    0.055390515      0.5348938    0.041150242     0.95746309     0.07897028
             70     0.76192087    0.057165538     0.58143927     0.04255371      1.0255585     0.08190446
             71     0.84088691     0.06099285     0.65289242    0.045980289      1.1031355    0.086826372
             72     0.98466191    0.064206387     0.75318228    0.048481014      1.3217801    0.089732595
             73      1.0457381    0.068229045     0.82094236     0.05171253      1.3519919    0.096799843
             74      1.0337286      0.0666144     0.79997645    0.050451108      1.3648837    0.093549534
             75      1.2932846    0.073922142     0.99273347    0.055920033      1.7279063     0.10573435
             76       1.267649    0.074171146     0.99006008    0.056388286      1.6518423     0.10528862
             77      1.5065983    0.080266636      1.1923659    0.066894083      1.9509725     0.12524975
             78      1.7202376    0.084740312      1.3153419    0.063777558      2.3106079     0.11956061
             79      1.8219795    0.087511934      1.3895817    0.065741673      2.4600646     0.12291045
             80      2.0468927    0.093422126      1.5777957    0.070884913      2.7188925     0.12994585
             81      2.1544345    0.096621083      1.6803953    0.073903698      2.8126036     0.13366991
             82      2.4838102     0.10230542      1.9560831    0.079938831      3.1973296     0.14113499
             83      2.7469224     0.11047246      2.1187652    0.083100497      3.6192579     0.15547148
             84      2.8722683      0.1107417      2.2417679    0.085041566      3.7536918     0.15391387
