#  total-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2388.8958      3.3233976      1869.4627      2.5696675      3109.9549       4.697108
              1      2388.8958      3.3233976      1869.4627      2.5696675      3109.9549       4.697108
