#   y_j1-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5              0              0              0              0              0              0
           -4.4    0.086393698    0.061110345    0.064179133    0.045412732     0.11975984    0.085113968
           -4.3     0.25328937     0.10385765     0.18212598    0.076023614     0.37122146     0.15263761
           -4.2     0.61032283     0.16728726     0.45795374     0.12376404     0.83478051     0.23591023
           -4.1       1.564626     0.25524664      1.1767608     0.19395636      2.1557589     0.35480891
             -4      2.5681132     0.32597057      1.9762461     0.25384432      3.4117539     0.43493339
           -3.9      3.7632953     0.41584996      3.0092565     0.32280407      4.7610433     0.60025119
           -3.8      8.6575926      0.6191019      6.6956447     0.47239623      11.429704     0.85705394
           -3.7      11.187286     0.73640595      8.7928589     0.55505605      14.414469      1.0520408
           -3.6      18.716043     0.90858886      14.520568     0.69211834       24.59203      1.2685939
           -3.5      27.418408      1.1060438      21.441373     0.84676515      35.651656       1.592973
           -3.4       36.96138      1.2789683      28.848427      1.0215831      48.170536      1.8823699
           -3.3      47.333113      1.4836639      36.711961      1.1309521       62.23162      2.0823403
           -3.2      63.476053      1.6774804      49.511831      1.3047543      82.807569      2.4198818
           -3.1      80.289647      1.8991184       62.44196      1.4484331      105.18936      2.6277075
             -3      99.490186      2.1219708       77.77963      1.6392426      129.68185      2.9703643
           -2.9      120.43735      2.3140826      94.195804      1.7843231       156.7231      3.1885426
           -2.8      146.59551      3.3348735      114.63864       2.408546      190.89839      5.0898092
           -2.7      165.89468      2.7194757      129.52503      2.0944535      216.62236      3.7516228
           -2.6      193.58184      2.9765949       151.6551      2.3414464      251.67809       4.188424
           -2.5      212.03902      3.0932495      166.54747      2.4182699      274.62704      4.3641206
           -2.4      240.86673      3.3996022      190.19272      2.9345263      309.80523      5.3584849
           -2.3      266.05677      3.4845566      208.28943      2.6793021       346.1575      4.8202864
           -2.2       286.0657      3.6242308      224.55119      2.7972861      370.88886      5.0518533
           -2.1      313.66011      3.7724647      246.54606      2.9117729      406.19202      5.2698427
             -2      344.75686      3.9214128      269.35238      3.0286529      449.91006       5.388446
           -1.9       362.4769      4.1657112      283.33929      3.1947713      472.82157      5.7655707
           -1.8      386.78702      4.2435612      302.75909       3.255678      503.41079      5.8753706
           -1.7      403.03769      5.2581995      315.76189      3.8832038      524.17619      7.5588673
           -1.6      416.28399      4.3258731      325.85124      3.3482239       542.2042      6.0052328
           -1.5       435.8281      4.6810711      341.28736      3.5853223      567.22435        6.56389
           -1.4      446.42444      4.5402992      349.37868      3.4971583      581.22238      6.2857191
           -1.3      464.93111      4.6322348      364.35394      3.5737261      604.49177      6.4388016
           -1.2      480.36902      4.6727017      375.72564      3.6063121      625.87638      6.4706896
           -1.1      500.17585      4.7366697      390.48955      3.6534934      653.37447      6.5528951
             -1      505.03265      5.0546965      396.24799      3.8663044      655.27666      7.1049643
           -0.9      508.58712      4.8448134      397.92332      3.7761692      662.25291      6.6408782
           -0.8      520.62543      4.9623829      407.16985      3.8227182      678.36206      6.9290499
           -0.7      530.95487      5.0435887      414.91725      3.8681025      692.54581      7.0502365
           -0.6      536.07566      4.9557288      419.16404      3.8111452      698.59657      6.8687831
           -0.5      535.77868      4.9341974      419.07952      3.8174215      697.82199      6.8822609
           -0.4      557.30532      5.3915802      433.84247      4.1701053      730.34497      7.3162453
           -0.3      561.46659      6.0862982      437.98034      4.5271132      733.83354      8.7280877
           -0.2      554.38291      5.2071296      433.25447      3.9766905      722.86276      7.2378586
           -0.1      553.22901       5.011563      432.93048      3.8671562      720.17636      6.9163529
              0      547.14214      5.0317478       428.5473      3.8906379      711.46913      7.0357657
            0.1      549.27817      5.1300506      429.09425      3.9582996      716.43046      7.1862484
            0.2      563.23882      5.1731868      439.58478       3.969013      735.46417      7.1735085
            0.3      543.09583      4.9907987      423.66523      3.8563855      709.79006      6.9451519
            0.4      547.50621      5.0727842      429.23793      4.0283728      710.89473      7.4207181
            0.5      541.02338      4.9510356      425.94709      4.6417434      698.85235      7.8155118
            0.6      539.16563      5.8908234      420.34074      4.4077163       705.1723      8.3988096
