#    pt_bb-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      122.79365     0.87709559      94.904713     0.64294214      202.40837      5.2665967
              1      365.33354      1.5264126      282.70751      1.1209304      577.35603      9.2794418
              2        594.117      1.9370161      459.60693      1.4175314      953.33026      11.883322
              3      798.51171      2.2384256      618.25306      1.6564297      1287.7159      14.128328
              4      960.80667      2.4530015      744.53816      1.8061599       1545.336       14.93303
              5      1098.5382      2.6252361      852.34741      1.9563941      1776.5276      15.987977
              6      1190.5863      2.7289972       925.0669      2.0157587      1906.4161      16.221878
              7      1252.9908      2.8096858       975.1782      2.0861921      1967.6657      16.493871
              8       1293.889      2.8661358      1007.8481      2.1255307      1989.9325      16.492832
              9      1310.2361      2.8524566      1021.8914      2.1268111      2019.4999      16.152194
             10      1306.2827        2.87286        1020.72      2.1388264      2006.4071      15.631959
             11      1285.1276      2.8322702      1005.6797      2.1178489      1950.9037      14.971437
             12      1262.6632      2.8166345        989.331      2.1085579      1911.3077      15.505407
             13      1227.8266      2.7566913      962.68577       2.076361      1839.4727      14.469776
             14      1185.2782      2.7118004      930.94615      2.0387852      1775.1828       13.77231
             15      1143.0209      2.6642886      899.23632      2.0126512      1694.7581      13.603603
             16      1096.4766      2.6086041      862.68267      1.9637572      1628.5793       12.78398
             17      1052.5086      2.5538341      828.97993      1.9292642      1559.9366      12.290406
             18      1001.5416      2.5600928      790.19001      1.9467696         1479.3      11.927972
             19      953.80636      2.4338534      753.94711      1.8467197      1368.4219      11.298985
             20      912.35049        2.36951      721.68639      1.8101419      1306.9137      11.062777
             21      865.93365      2.3323892      685.86685      1.7725632      1236.0049      10.842963
             22      825.43546      2.2544282       654.5563      1.7188179      1165.6824      10.128587
             23      786.13361      2.2101038      623.89659      1.6876209      1103.5435      9.9632419
             24      747.69266      2.1563501      594.05602      1.6480266      1046.4849      8.8024816
             25      710.28254       2.101181      564.68188      1.6033475      1006.3562      8.6654669
             26      674.03771      2.0326378      535.96141      1.5591415      945.92118      8.4579478
             27      642.22625      1.9920908      511.54109      1.5296089      894.19042      8.4243359
             28      612.09943      1.9432758      487.53479      1.4856598      852.19525      7.9302638
             29      578.10942      1.8947569      461.27939      1.4570249      790.51675      7.2675634
             30      549.82376      1.8570502      438.86624      1.4179414      742.80935      7.4737757
             31      522.01865      1.7913424      417.11251      1.3794151      722.44555      7.0427045
             32      497.16574       1.765804      397.39053      1.3705893      683.70934      6.8428366
             33      474.40825      1.6999969      379.46843      1.3108924       647.2257      5.4731637
             34       448.7298      1.6550136      359.04954      1.2764088      603.93501      6.3282052
             35      428.06486      1.6109385      342.50512      1.2446924      578.15213      5.9084398
             36      412.64018       1.583916      330.99906      1.2344699      546.65821      5.9594898
             37      389.43702      1.5382495      312.56647      1.1930716      521.11346      5.5007112
             38       371.4553      1.5026106      298.31376      1.1636006      492.96026      5.5041604
             39      353.69978      1.4662777      284.24553      1.1451358       466.7821      4.9961186
             40      338.34636      1.4358667      272.11653      1.1169103      449.23634      4.8656283
             41      322.01035      1.4162057      259.13359      1.0997579      423.93103      4.9745841
             42      308.33855      1.3571033      247.89977      1.0619321      409.06426       4.213782
             43      297.25704      1.3369853       239.2455      1.0428022      389.50902      4.6921026
             44      282.63002      1.3061964      227.53852       1.021272      372.20061      3.9859401
             45      271.12422      1.2797376      218.49133      1.0056316        355.431      3.5311784
             46       257.5952      1.2509225      207.74364     0.99287501      339.86474      3.8515872
             47      246.28459      1.2151775      198.55765     0.95659615      323.86631      3.6556379
             48      237.05827      1.1984833       191.2484     0.94028966      308.20268      3.7508373
             49      227.11132       1.164926      183.33345     0.91440457      290.77684      3.3140458
             50      227.11132       1.164926      183.33345     0.91440457      290.77684      3.3140458
