# n_light_jets-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS
           -0.5       131.9788      1.2071179      104.36935     0.86104227      254.90677      11.132038
            0.5      1903.0885      3.6538709      1511.0051      2.7241629      2891.9431      24.874291
            1.5      10045.419      7.0032392      7990.3991      5.3653466      13970.938      26.981854
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
