#   pt_bb-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      140.93299     0.34965605      110.93926     0.27334828      182.90507     0.48806983
              5      333.08637     0.54012327      262.89651      0.4277122      430.90711     0.74791592
             10      381.42384     0.57899867      301.63604     0.45633298      492.32173     0.79242627
             15      359.00004     0.55913629      284.45214     0.44012341      462.46337     0.77314971
             20      315.58583     0.53222336      250.86436     0.42177282      404.84649     0.72517835
             25      268.48459     0.49296163      213.80697     0.38921659      343.76715     0.66123221
             30      227.68566     0.45671081      181.64461     0.36159162      290.95266     0.60951594
             35      193.16142     0.42212409      154.49517     0.33479599      246.17215     0.56247175
             40      164.27564     0.39121296      131.72881     0.31177112      208.69478     0.52355625
             45      139.19169     0.36540928       111.8397     0.29393628      176.40484     0.48751829
             50      119.17599     0.33556737      95.808275     0.26831142      150.94639     0.44519374
             55      101.72383     0.31309643        81.9524     0.25000971      128.51339      0.4151198
             60      86.975614     0.29183616      70.285347     0.23341278      109.42454     0.38611467
             65      75.115128     0.26988716      60.666106     0.21670006      94.483388     0.35819575
             70      64.834401     0.25129547      52.377741     0.20130445      81.406468     0.33256695
             75      56.409804     0.23560277      45.594678     0.18975428       70.77161     0.31351491
             80      48.813456     0.22014913      39.396213     0.17514584      61.346093     0.29897146
             85      42.652894      0.2065664      34.520881     0.18225997      53.389248     0.29162541
             90      37.178177     0.19291784       30.14337     0.16500264      46.396997     0.27125179
             95       32.62115       0.180045      26.355053     0.14438948      40.886866     0.24258066
            100       28.43031     0.16875131      22.947479     0.13436029       35.66808     0.22433494
            105       25.67072     0.16057204      20.716004     0.12853186      32.215868     0.21355868
            110      22.444418     0.15067331       18.10717     0.12010954      28.164935     0.20120438
            115      19.896929     0.14182142      16.029254     0.11315166      25.016972     0.18919262
            120      17.592824      0.1336391      14.203729     0.10705502        22.0474     0.18943877
            125      15.738499     0.12878422      12.722268     0.10265467      19.684826     0.17545132
            130      14.188762     0.11908913      11.423448      0.0946855       17.83704      0.1590309
            135       12.69502     0.11460431      10.235407    0.090661413      15.927528     0.15398903
            140       11.42543     0.10772827      9.1822931     0.08509065      14.393541     0.14423859
            145      10.125596     0.10215921      8.1636395    0.080743986       12.69239     0.13768975
            150      9.0624695      0.1067736      7.3550453    0.086730404      11.258828     0.14712605
            155      8.2854567    0.096004042      6.6882984    0.075035652      10.367181     0.13032179
            160      7.4433226    0.087003003      6.0255415     0.07437837      9.2698459     0.12805619
            165      6.6892605    0.082742225      5.3910413    0.065388124      8.3846364      0.1110982
            170      6.2676761    0.085767925      5.0259536    0.066530312      7.9083254     0.11727646
