#total-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      41469.607      9.4496651      32868.269      6.6754574      59488.195      71.974598
              1      41469.607      9.4496651      32868.269      6.6754574      59488.195      71.974598
