# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ750
              0      286.71455      2.3151831      206.89537      1.4715395      463.49382      15.345989
              1        1023.67      4.2044798      744.92081      2.7445041      4438.7763      49.086003
              2      1233.1877      3.9132705      937.27982      2.7286957      2931.3429      24.054122
              3      1278.9582      3.5797741      989.39792      2.5777321      2300.7967      12.654938
              4       1253.415      3.2944217      979.21904      2.4281046      1978.8517      8.7119649
              5      1208.0656      3.0950136       948.2857      2.3139195      1787.6304      6.7985916
              6      1153.1253      2.8842633      907.86467      2.1744843      1638.7575      5.7259664
              7      1107.1338      2.7474287       873.4016      2.0952718      1535.9429      4.9670903
              8      1054.7703      2.6247512      833.77373      2.0111395      1434.9575      4.6658121
              9      1000.9241      2.5137584      792.20159      1.9245944      1350.6452      4.1636779
             10      961.03341      2.4184359      761.53337      1.8574957      1288.2234      3.8775891
             11      922.30893      2.3365234      731.80529      1.8206374      1225.5612      3.6884425
             12      882.31431      2.2633915       700.1925      1.7681296      1168.5412      3.6102539
             13      845.54034       2.196985      671.56026      1.7020037      1109.0609      3.3322883
             14       810.4351       2.138682      644.36377      1.6736648      1061.7064      3.1916237
             15      784.62213      2.0755635      623.93939      1.6225779      1024.5972      2.9789667
             16      753.08595      2.0231844      598.91326      1.5842066      981.69589      2.9831057
             17      726.06088      1.9764002      577.91102      1.5441588      944.03023       2.915397
             18      702.18722      1.9353821      559.33375      1.5315636      909.58286      2.7340144
             19      675.18201      1.8890162      538.08355      1.4903441      872.51187      2.6929055
             20      653.77232      1.8470979      520.99331      1.4547417      843.86039      2.5918816
             21      631.12765      1.8056607      502.82862      1.4197179      813.37879      2.5951093
             22        612.336      1.7825006       488.3602      1.4094795      787.19037      2.4618828
             23      591.24351      1.7376199      471.25549       1.369478       761.4021      2.4294779
             24      570.06722      1.7023217      454.51286      1.3423204      733.22315      2.3278164
             25      552.03823      1.6881467      440.85014      1.4215882      708.02617       2.286603
             26      533.74288       1.637833      425.60364      1.2922626       685.2283      2.2207173
             27      516.08411      1.6125962      411.70325      1.2750213      661.82929      2.2123554
             28      499.82591      1.5756561      398.92417      1.2448029      640.31767      2.2019057
             29      485.34291       1.549137      387.18079      1.2234707      621.17546      2.1224318
             30      469.34948      1.5201872      374.82135      1.2079852      599.97292      2.0731083
             31      455.77557      1.4939178      363.98864      1.1844631      582.99367      2.0188175
             32      440.31084      1.4684796      351.58616      1.1641996      562.86182      1.9734549
             33       426.2624      1.4411772      340.41476      1.1442903      545.17474      2.0075258
             34      414.28037      1.4588693       331.0204      1.1639054      528.89725      1.9575185
             35       401.8091      1.3940822      320.98232      1.1056364      513.26099      1.8779299
             36      387.86404      1.3649723      309.81277      1.0860825      495.26325      1.8341982
             37      376.88231      1.3462363      300.90687      1.0674662      481.63433       1.831772
             38      364.43493      1.3197952      291.45919       1.049686       464.5121      1.7770462
             39      354.96455      1.3014925       283.5788      1.0300881      452.76585      1.7495177
             40      344.10605      1.2755743      274.84671      1.0115861      439.02767      1.7046831
             41      333.60673      1.2540435       266.4747     0.99585228      425.41571      1.6831622
             42      322.87034      1.2385144       258.0217     0.98075555      411.39596      1.6560185
             43      312.99449      1.2116655      250.15146     0.96054534      398.72207       1.626177
             44      304.16097      1.1953913      243.06258     0.95351315      387.58767      1.5968577
             45      296.00637      1.1828433      236.53858     0.96185033      377.20691      1.5809612
             46      285.34416       1.163563      228.03635     0.92144449      363.51013      1.5542258
             47      275.61852      1.1333125      220.37142     0.89853255      350.80113      1.5128406
             48       267.2749       1.120618      213.43254     0.89214764      340.99049      1.4973505
             49      261.76685      1.1010913      209.23036     0.87499913      333.31174      1.4619354
             50      261.76685      1.1010913      209.23036     0.87499913      333.31174      1.4619354
