# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ150
              0      225.84579      2.0984958      160.96903      1.3047299      455.00519      40.213296
              1      814.64803      3.7410641      586.09917      2.4008619      3763.5577      44.090766
              2       946.4302      3.3838543      712.82871      2.3282925       2282.568      20.996481
              3      954.88735      3.0552319      732.58179       2.172721      1728.8178      10.765559
              4      913.70611      2.7729991      707.85223      2.0199559      1446.3192      7.1893026
              5      859.03893      2.5618223      668.43953      1.8996771      1271.3993      5.3387622
              6      800.98447      2.3657178       625.4845      1.7661259      1138.6774      4.4650784
              7      750.11015      2.2227936      587.03949      1.6801937      1039.7465      3.7914482
              8      698.74918      2.0936247      547.95635      1.5847969      951.04242       3.726022
              9      651.96541      1.9884308      511.83488      1.5110984      879.79757       3.213928
             10      610.38124      1.8918177      480.03212      1.4421123      817.16252      2.8765769
             11      576.36287      1.8138993      453.44638      1.3981008      766.23889      2.8398895
             12       541.9143      1.7434467      426.69182      1.3543331      716.90679      2.6561867
             13      509.17851      1.6704261      401.37372      1.2860023      668.08989      2.5690387
             14      479.72935      1.6077851      378.78078      1.2524648      628.04541      2.3987052
             15      456.85063      1.5576622       360.8373       1.209784      596.17283      2.2295286
             16      432.92167      1.5038792      341.80526      1.1661355       564.2399      2.1619565
             17      412.48344       1.461838      326.05258      1.1325658      536.10231      2.0823074
             18      392.37701       1.417241       310.2361      1.1040565      509.72012      2.0225845
             19      373.94628      1.3799923      295.76852      1.0774783      484.13324      1.9592043
             20      356.15501      1.3363928      281.64317      1.0407558       460.4158      1.8436394
             21      339.93884      1.2993724      269.01773      1.0116214      438.87005      1.8100976
             22      324.52868      1.2757288      256.98538     0.99521755      418.07362      1.7677304
             23      309.48288      1.2321152      244.87876     0.96214865      399.10913        1.68643
             24      296.54126      1.2017881      234.70637     0.93524052      382.45161        1.66317
             25      283.02595      1.1683399      223.99824     0.91209886      364.56187      1.5975723
             26      269.95484      1.1394694      213.52347     0.88908801       347.7082      1.5521551
             27      258.96427      1.1226129      205.02043     0.88063909      333.25233      1.5572611
             28      248.13609      1.0827616      196.43655     0.84845597      319.05819      1.5526179
             29       237.4913      1.0580771      188.05811     0.83024286      304.64731      1.4879663
             30      227.12282      1.0311972      180.01458     0.80958289      291.12031      1.4295198
             31      219.06855      1.0087193      173.62358     0.79216915      281.10314       1.374108
             32      209.26012     0.98706882      165.75322     0.77570134        268.582      1.3388884
             33      201.40503     0.95994154      159.25332     0.75201931      259.50441      1.3635842
             34      193.93375      1.0004294      153.85008     0.80161317      248.37228      1.3586057
             35      185.05901     0.91675466      146.55098     0.71703289      237.66744      1.2416608
             36      177.01217     0.89158487       139.9812     0.69937444      227.70974      1.2053176
             37      170.04317     0.87318215      134.60017     0.68440129      218.33316      1.1782481
             38       162.6833      0.8526879      128.99041      0.6708087      208.34702      1.1665626
             39      158.83568     0.83912813       125.7233     0.65757114      204.02435       1.138968
             40      150.48748      0.8155377      119.15297     0.64170261      193.13534      1.1095578
             41      146.42981     0.80218143      115.90561     0.63438343      187.94393      1.0988547
             42      140.22336       0.788039      110.92984     0.61577716      180.14431      1.0663222
             43      135.88461     0.76909307      107.58105     0.60332752      174.28556      1.0432168
             44      129.40876     0.75126644      102.52048      0.5979424      165.80261      1.0205031
             45      125.54976     0.73775911      99.083192     0.57602267      161.86389     0.99596375
             46      119.70288     0.71726789      94.654812     0.56135904      153.85914     0.97010878
             47      114.88438     0.70303889      90.935663     0.54998896      147.40458     0.95353568
             48       110.1066       0.686026      86.967239     0.53575853      141.71448     0.92441103
             49      107.05416     0.67606205      84.703406     0.53104535      137.47678     0.91186565
             50      107.05416     0.67606205      84.703406     0.53104535      137.47678     0.91186565
