#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.4      5394.6403      17.927681       4285.023      13.722856      7620.8449      77.572088
           -0.3      5377.5867      17.869985        4274.63      13.728768      7545.5358      78.782057
           -0.2       5377.843      17.848371      4271.9143       13.82198      7752.2952      83.561783
           -0.1      5369.5646      18.047318      4266.7026      13.790211      7662.4117      80.272187
              0      5362.2841      17.932713      4258.8534      13.715107      7618.9382      84.836859
            0.1      5360.1774      17.912324      4256.6615       13.71979      7645.9655       83.17379
            0.2      5391.7064      17.909703      4284.3175      13.697584       7477.192      83.235193
            0.3      5355.2067      17.955665      4257.8497      13.814544      7572.9485      82.552639
            0.4       5364.168      17.887331      4264.6461      13.717814      7530.0791      79.067541
            0.5        5362.91      17.899061      4262.4388      13.694696      7573.0495      80.643947
            0.6      5365.4763      17.961565      4263.9419      13.824678       7579.749      79.490376
            0.7      5304.3135      17.894884      4214.8748      13.725234       7413.758      79.952502
            0.8      5296.2765      17.794202      4212.6217      13.658525      7413.1242      82.076836
            0.9      5292.9424      17.792459      4209.9753      13.635286      7512.0374      82.463219
              1      5265.9428      17.738395       4183.908      13.535229      7375.9858      80.423346
            1.1       5291.377      17.829591      4208.8541      13.728624      7458.4205      79.857259
            1.2      5239.8017      17.706877       4166.839      13.615702      7432.0445      78.371238
            1.3      5220.5401      17.659044      4149.0223      13.511349      7373.5955       83.50381
            1.4      5190.9054      18.371562      4126.7939       13.96012      7385.0837      78.289906
            1.5      5170.8627      17.898701      4107.8568      13.620803      7332.4046      80.971338
            1.6      5103.9346      17.589549      4061.5154      13.518446       7235.572      77.976773
            1.7      5118.6675      17.591775        4071.75      13.575295      7240.6633      79.625711
            1.8      5124.4399      17.628603      4073.0158       13.90311      7334.7615      78.463315
            1.9      5049.2457      17.530952      4014.2916      13.741358      7078.1739      79.580082
              2       4992.361      17.447858      3970.8953      13.450142      7094.9267      75.949279
            2.1      4950.9253      17.453132      3930.1458      13.250715      7075.9322      75.127952
            2.2      4922.8489       17.39765      3911.3424      13.315955      6947.2744      75.443226
            2.3      4838.8406      17.462123      3843.6886      13.303927      6826.1163      79.700935
            2.4      4832.8901      17.233562      3834.5363      13.069986      6963.5927      80.280558
            2.5      4734.3319      17.065532      3757.3957      12.987451       6738.994      79.084127
            2.6      4676.0181      16.999681      3713.9193      12.964755      6637.1176      81.675133
            2.7      4580.5331      17.000748      3639.9276      12.997359      6550.5864      80.799931
            2.8      4482.7683      17.012143      3557.7529      13.815186      6405.1785      77.506313
            2.9      4376.8358       16.55911      3470.6673      12.694601      6245.0296      71.495049
              3      4285.0722      16.422694      3394.9304      12.467969      6211.6041      73.429158
            3.1       4139.386      16.171864      3279.9162      12.291862      5903.1838      76.089475
            3.2      4011.4417      16.081555      3176.4587      12.181785       5868.937      72.772991
            3.3      3863.4671       15.77239      3057.1934      11.924813      5509.0222      73.445472
            3.4      3673.5968      15.437674      2905.1219      11.704212      5214.9358      72.151145
            3.5      3507.8303      15.054677      2772.3938      11.366042      5105.3876      73.042445
            3.6      3313.2528      14.685255      2617.8788      11.087669      4870.9707      67.472441
            3.7      3101.4641      14.350943      2448.0456      10.726947      4448.1196      71.785808
            3.8      2921.5162      13.915504      2302.0724      10.497403      4332.1468      70.015293
            3.9      2707.5011      13.647662      2130.3069      10.239949      4004.5483      65.779016
              4       2525.883      13.156118      1985.6685      10.019678      3889.4286      62.422735
            4.1      2277.6852      13.597696      1794.2996      10.210813      3273.5146      72.876194
            4.2      2056.8435      11.769321      1619.1667      8.8638696      3043.0214      62.939795
            4.3      1879.4679       11.28926       1475.678      8.4969293      2843.5463      60.024782
            4.4      1670.0331      10.748562      1310.0752       8.013985      2503.2331      55.445921
            4.5      1468.6017      9.9970597      1153.1922      7.4731245      2231.9843      51.656888
            4.6      1305.8968      9.4878142      1021.7531       7.107555      2012.0359      54.459147
            4.7      1128.0791      8.7969704      882.38704      6.5394372      1697.9882      45.542628
            4.8       982.2994      8.2373705      767.57386      6.1181184       1530.603      40.865223
            4.9       839.5489      7.6817012      656.18992      5.7221743      1302.1999       41.98629
              5       839.5489      7.6817012      656.18992      5.7221743      1302.1999       41.98629
