           bin (pT_bb)   qTcut           order/list                                                                 dsigma +-            error

         0          50   extrapolation   dNNLO.QCD                                                                   20731.1160 +-          34.4365
---------------------------------------------------------------------------------------------------------------------------------------------------
         0          50   extrapolation   NNLO.QT-CS.42                 woVT2                                          5241.8584 +-          27.4253
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    639.0670 +-           0.3977
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            6392.5654 +-           5.1529
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           10093.3620 +-          19.9693
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1635.7368 +-           2.8708

         0          50   0.01            dNNLO.QCD                                                              20711.4947 +-          33.2065
---------------------------------------------------------------------------------------------------------------------------------------------------
         0          50   0.01            NNLO.QT-CS.42                 woVT2                                          5222.2371 +-          25.8639
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    639.0670 +-           0.3977
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            6392.5654 +-           5.1529
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           10093.3620 +-          19.9693
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1635.7368 +-           2.8708

         0          50   0.05            dNNLO.QCD                                                              20700.6637 +-          25.4674
---------------------------------------------------------------------------------------------------------------------------------------------------
         0          50   0.05            NNLO.QT-CS.42                 woVT2                                          5211.4061 +-          14.6581
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    639.0670 +-           0.3977
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            6392.5654 +-           5.1529
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           10093.3620 +-          19.9693
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1635.7368 +-           2.8708

         0          50   0.1             dNNLO.QCD                                                              20673.8321 +-          24.1149
---------------------------------------------------------------------------------------------------------------------------------------------------
         0          50   0.1             NNLO.QT-CS.42                 woVT2                                          5184.5745 +-          12.1574
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    639.0670 +-           0.3977
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            6392.5654 +-           5.1529
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           10093.3620 +-          19.9693
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1635.7368 +-           2.8708

         0          50   0.15            dNNLO.QCD                                                              20645.5841 +-          23.5414
---------------------------------------------------------------------------------------------------------------------------------------------------
         0          50   0.15            NNLO.QT-CS.42                 woVT2                                          5156.3265 +-          10.9759
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    639.0670 +-           0.3977
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            6392.5654 +-           5.1529
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           10093.3620 +-          19.9693
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1635.7368 +-           2.8708

         0          50   0.2             dNNLO.QCD                                                              20636.9977 +-          23.3035
---------------------------------------------------------------------------------------------------------------------------------------------------
         0          50   0.2             NNLO.QT-CS.42                 woVT2                                          5147.7401 +-          10.4559
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    639.0670 +-           0.3977
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            6392.5654 +-           5.1529
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           10093.3620 +-          19.9693
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1635.7368 +-           2.8708

         0          50   0.25            dNNLO.QCD                                                              20633.8601 +-          23.2457
---------------------------------------------------------------------------------------------------------------------------------------------------
         0          50   0.25            NNLO.QT-CS.42                 woVT2                                          5144.6025 +-          10.3266
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    639.0670 +-           0.3977
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            6392.5654 +-           5.1529
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           10093.3620 +-          19.9693
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1635.7368 +-           2.8708

         0          50   0.5             dNNLO.QCD                                                              20583.6828 +-          22.6080
---------------------------------------------------------------------------------------------------------------------------------------------------
         0          50   0.5             NNLO.QT-CS.42                 woVT2                                          5094.4252 +-           8.7974
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    639.0670 +-           0.3977
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            6392.5654 +-           5.1529
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           10093.3620 +-          19.9693
         0          50   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -1635.7368 +-           2.8708

===================================================================================================================================================

        50         100   extrapolation   dNNLO.QCD                                                                   2562.99926 +-         10.84824
---------------------------------------------------------------------------------------------------------------------------------------------------
        50         100   extrapolation   NNLO.QT-CS.42                 woVT2                                          765.83034 +-          8.76125
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    56.44706 +-          0.09983
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            909.63356 +-          0.76586
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1408.35477 +-          5.73524
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -577.26647 +-          2.72678

        50         100   0.01            dNNLO.QCD                                                              2562.27007 +-         10.31801
---------------------------------------------------------------------------------------------------------------------------------------------------
        50         100   0.01            NNLO.QT-CS.42                 woVT2                                          765.10115 +-          8.09547
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    56.44706 +-          0.09983
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            909.63356 +-          0.76586
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1408.35477 +-          5.73524
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -577.26647 +-          2.72678

        50         100   0.05            dNNLO.QCD                                                              2550.32358 +-          7.88532
---------------------------------------------------------------------------------------------------------------------------------------------------
        50         100   0.05            NNLO.QT-CS.42                 woVT2                                          753.15466 +-          4.61016
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    56.44706 +-          0.09983
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            909.63356 +-          0.76586
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1408.35477 +-          5.73524
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -577.26647 +-          2.72678

        50         100   0.1             dNNLO.QCD                                                              2539.44475 +-          7.48106
---------------------------------------------------------------------------------------------------------------------------------------------------
        50         100   0.1             NNLO.QT-CS.42                 woVT2                                          742.27583 +-          3.87835
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    56.44706 +-          0.09983
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            909.63356 +-          0.76586
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1408.35477 +-          5.73524
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -577.26647 +-          2.72678

        50         100   0.15            dNNLO.QCD                                                              2533.23578 +-          7.34863
---------------------------------------------------------------------------------------------------------------------------------------------------
        50         100   0.15            NNLO.QT-CS.42                 woVT2                                          736.06686 +-          3.61630
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    56.44706 +-          0.09983
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            909.63356 +-          0.76586
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1408.35477 +-          5.73524
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -577.26647 +-          2.72678

        50         100   0.2             dNNLO.QCD                                                              2531.59392 +-          7.28248
---------------------------------------------------------------------------------------------------------------------------------------------------
        50         100   0.2             NNLO.QT-CS.42                 woVT2                                          734.42500 +-          3.47991
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    56.44706 +-          0.09983
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            909.63356 +-          0.76586
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1408.35477 +-          5.73524
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -577.26647 +-          2.72678

        50         100   0.25            dNNLO.QCD                                                              2527.49667 +-          7.23688
---------------------------------------------------------------------------------------------------------------------------------------------------
        50         100   0.25            NNLO.QT-CS.42                 woVT2                                          730.32774 +-          3.38345
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    56.44706 +-          0.09983
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            909.63356 +-          0.76586
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1408.35477 +-          5.73524
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -577.26647 +-          2.72678

        50         100   0.5             dNNLO.QCD                                                              2518.07086 +-          7.12740
---------------------------------------------------------------------------------------------------------------------------------------------------
        50         100   0.5             NNLO.QT-CS.42                 woVT2                                          720.90194 +-          3.14246
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    56.44706 +-          0.09983
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            909.63356 +-          0.76586
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1408.35477 +-          5.73524
        50         100   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -577.26647 +-          2.72678

===================================================================================================================================================

       100         150   extrapolation   dNNLO.QCD                                                                   529.708089 +-         4.051538
---------------------------------------------------------------------------------------------------------------------------------------------------
       100         150   extrapolation   NNLO.QT-CS.42                 woVT2                                         220.416178 +-         2.857193
       100         150   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    7.243025 +-         0.028154
