        bin (pT_ljet1)   qTcut           order/list                                                                 dsigma +-            error

         0           5   extrapolation   dNNLO.QCD                                                                  -63487.7711 +-       35653.3990
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   extrapolation   NNLO.QT-CS.42                 woVT2                                        -63487.7711 +-       35653.3990
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.01            dNNLO.QCD                                                             -74145.1516 +-         245.2400
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.01            NNLO.QT-CS.42                 woVT2                                        -74145.1516 +-         245.2400
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.05            dNNLO.QCD                                                              50926.6770 +-         223.9498
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.05            NNLO.QT-CS.42                 woVT2                                         50926.6770 +-         223.9498
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.1             dNNLO.QCD                                                              72810.7684 +-         220.2511
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.1             NNLO.QT-CS.42                 woVT2                                         72810.7684 +-         220.2511
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.15            dNNLO.QCD                                                              78822.8050 +-         218.1971
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.15            NNLO.QT-CS.42                 woVT2                                         78822.8050 +-         218.1971
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.2             dNNLO.QCD                                                              80579.8519 +-         216.8166
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.2             NNLO.QT-CS.42                 woVT2                                         80579.8519 +-         216.8166
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.25            dNNLO.QCD                                                              80673.0916 +-         215.7703
---------------------------------------------------------------------------------------------------------------------------------------------------
