            bin (pT_b)   qTcut           order/list                                                                 dsigma +-            error

         0           5   independent     dNLO.QCD                                                                    4851.00816 +-          1.99736
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   independent     NLO.CS.32                                                                   4851.00816 +-          1.99736

         5          10   independent     dNLO.QCD                                                                    6119.88216 +-          2.48927
---------------------------------------------------------------------------------------------------------------------------------------------------
         5          10   independent     NLO.CS.32                                                                   6119.88216 +-          2.48927

        10          15   independent     dNLO.QCD                                                                    3986.72978 +-          2.12299
---------------------------------------------------------------------------------------------------------------------------------------------------
        10          15   independent     NLO.CS.32                                                                   3986.72978 +-          2.12299

        15          20   independent     dNLO.QCD                                                                    2505.48731 +-          1.75599
---------------------------------------------------------------------------------------------------------------------------------------------------
        15          20   independent     NLO.CS.32                                                                   2505.48731 +-          1.75599

        20          25   independent     dNLO.QCD                                                                    1637.25195 +-          1.47544
---------------------------------------------------------------------------------------------------------------------------------------------------
        20          25   independent     NLO.CS.32                                                                   1637.25195 +-          1.47544

        25          30   independent     dNLO.QCD                                                                    1108.35837 +-          1.25365
---------------------------------------------------------------------------------------------------------------------------------------------------
        25          30   independent     NLO.CS.32                                                                   1108.35837 +-          1.25365

        30          35   independent     dNLO.QCD                                                                    782.283352 +-         5.704773
---------------------------------------------------------------------------------------------------------------------------------------------------
        30          35   independent     NLO.CS.32                                                                   782.283352 +-         5.704773

        35          40   independent     dNLO.QCD                                                                    578.977806 +-         5.723959
---------------------------------------------------------------------------------------------------------------------------------------------------
        35          40   independent     NLO.CS.32                                                                   578.977806 +-         5.723959

        40          45   independent     dNLO.QCD                                                                    431.195988 +-         1.095617
---------------------------------------------------------------------------------------------------------------------------------------------------
        40          45   independent     NLO.CS.32                                                                   431.195988 +-         1.095617

        45          50   independent     dNLO.QCD                                                                    329.514572 +-         0.750955
---------------------------------------------------------------------------------------------------------------------------------------------------
        45          50   independent     NLO.CS.32                                                                   329.514572 +-         0.750955

        50          55   independent     dNLO.QCD                                                                    257.521210 +-         0.667203
---------------------------------------------------------------------------------------------------------------------------------------------------
        50          55   independent     NLO.CS.32                                                                   257.521210 +-         0.667203

        55          60   independent     dNLO.QCD                                                                    203.633467 +-         0.607984
---------------------------------------------------------------------------------------------------------------------------------------------------
        55          60   independent     NLO.CS.32                                                                   203.633467 +-         0.607984

        60          65   independent     dNLO.QCD                                                                    164.840413 +-         0.558031
---------------------------------------------------------------------------------------------------------------------------------------------------
        60          65   independent     NLO.CS.32                                                                   164.840413 +-         0.558031

