        bin (pT_ljet2)   qTcut           order/list                                                                 dsigma +-            error

         0           5   extrapolation   dNNLO.QCD                                                                   3931449.88 +-        240654.91
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   extrapolation   NNLO.QT-CS.42                 woVT2                                         3931449.88 +-        240654.91
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.01            dNNLO.QCD                                                              3914938.65 +-          2127.00
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.01            NNLO.QT-CS.42                 woVT2                                         3914938.65 +-          2127.00
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.05            dNNLO.QCD                                                              2962708.95 +-          2046.44
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.05            NNLO.QT-CS.42                 woVT2                                         2962708.95 +-          2046.44
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.1             dNNLO.QCD                                                              2569502.49 +-          2015.15
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.1             NNLO.QT-CS.42                 woVT2                                         2569502.49 +-          2015.15
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.15            dNNLO.QCD                                                              2347775.53 +-          1995.65
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.15            NNLO.QT-CS.42                 woVT2                                         2347775.53 +-          1995.65
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.2             dNNLO.QCD                                                              2194743.72 +-          1982.27
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.2             NNLO.QT-CS.42                 woVT2                                         2194743.72 +-          1982.27
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.25            dNNLO.QCD                                                              2079166.42 +-          1972.65
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.25            NNLO.QT-CS.42                 woVT2                                         2079166.42 +-          1972.65
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         0           5   0.5             dNNLO.QCD                                                              1735896.28 +-          1934.38
---------------------------------------------------------------------------------------------------------------------------------------------------
         0           5   0.5             NNLO.QT-CS.42                 woVT2                                         1735896.28 +-          1934.38
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         0           5   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

===================================================================================================================================================

         5          10   extrapolation   dNNLO.QCD                                                                   11490.3912 +-           4.6890
---------------------------------------------------------------------------------------------------------------------------------------------------
         5          10   extrapolation   NNLO.QT-CS.42                 woVT2                                         11490.3912 +-           4.6890
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         5          10   0.01            dNNLO.QCD                                                              11490.3567 +-           4.6890
---------------------------------------------------------------------------------------------------------------------------------------------------
         5          10   0.01            NNLO.QT-CS.42                 woVT2                                         11490.3567 +-           4.6890
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                          0. +-               0.
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                                   0. +-               0.
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                                   0. +-               0.
         5          10   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                                   0. +-               0.

         5          10   0.05            dNNLO.QCD                                                              11490.0179 +-           4.6890
---------------------------------------------------------------------------------------------------------------------------------------------------
