            bin (m_bb)   qTcut           order/list                                                                 dsigma +-            error

        10          20   extrapolation   dNNLO.QCD                                                                   13984.9163 +-          27.2397
---------------------------------------------------------------------------------------------------------------------------------------------------
        10          20   extrapolation   NNLO.QT-CS.42                 woVT2                                          4537.5693 +-          20.5138
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    417.0325 +-           0.3471
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            3862.0604 +-           1.5466
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            6019.9478 +-          17.7505
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                            -851.6938 +-           1.8955

        10          20   0.01            dNNLO.QCD                                                              13976.1030 +-          27.5081
---------------------------------------------------------------------------------------------------------------------------------------------------
        10          20   0.01            NNLO.QT-CS.42                 woVT2                                          4528.7561 +-          20.8689
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    417.0325 +-           0.3471
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            3862.0604 +-           1.5466
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            6019.9478 +-          17.7505
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                            -851.6938 +-           1.8955

        10          20   0.05            dNNLO.QCD                                                              13968.9807 +-          21.7511
---------------------------------------------------------------------------------------------------------------------------------------------------
        10          20   0.05            NNLO.QT-CS.42                 woVT2                                          4521.6338 +-          12.3258
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    417.0325 +-           0.3471
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            3862.0604 +-           1.5466
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            6019.9478 +-          17.7505
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                            -851.6938 +-           1.8955

        10          20   0.1             dNNLO.QCD                                                              13945.9509 +-          20.5786
---------------------------------------------------------------------------------------------------------------------------------------------------
        10          20   0.1             NNLO.QT-CS.42                 woVT2                                          4498.6040 +-          10.1141
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    417.0325 +-           0.3471
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            3862.0604 +-           1.5466
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            6019.9478 +-          17.7505
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                            -851.6938 +-           1.8955

        10          20   0.15            dNNLO.QCD                                                              13938.8500 +-          20.1217
---------------------------------------------------------------------------------------------------------------------------------------------------
        10          20   0.15            NNLO.QT-CS.42                 woVT2                                          4491.5030 +-           9.1488
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    417.0325 +-           0.3471
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            3862.0604 +-           1.5466
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            6019.9478 +-          17.7505
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                            -851.6938 +-           1.8955

        10          20   0.2             dNNLO.QCD                                                              13929.7452 +-          19.9162
---------------------------------------------------------------------------------------------------------------------------------------------------
        10          20   0.2             NNLO.QT-CS.42                 woVT2                                          4482.3982 +-           8.6873
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    417.0325 +-           0.3471
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            3862.0604 +-           1.5466
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            6019.9478 +-          17.7505
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                            -851.6938 +-           1.8955

        10          20   0.25            dNNLO.QCD                                                              13927.3415 +-          19.9311
---------------------------------------------------------------------------------------------------------------------------------------------------
        10          20   0.25            NNLO.QT-CS.42                 woVT2                                          4479.9946 +-           8.7214
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    417.0325 +-           0.3471
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            3862.0604 +-           1.5466
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            6019.9478 +-          17.7505
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                            -851.6938 +-           1.8955

        10          20   0.5             dNNLO.QCD                                                              13900.9912 +-          19.3785
---------------------------------------------------------------------------------------------------------------------------------------------------
        10          20   0.5             NNLO.QT-CS.42                 woVT2                                          4453.6443 +-           7.3716
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    417.0325 +-           0.3471
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            3862.0604 +-           1.5466
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                            6019.9478 +-          17.7505
        10          20   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                            -851.6938 +-           1.8955

===================================================================================================================================================

        20          30   extrapolation   dNNLO.QCD                                                                   4575.20614 +-         12.66595
---------------------------------------------------------------------------------------------------------------------------------------------------
        20          30   extrapolation   NNLO.QT-CS.42                 woVT2                                          930.88852 +-          9.80132
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   141.72087 +-          0.19225
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1521.23796 +-          0.89989
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           2449.89318 +-          7.80883
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -468.53438 +-          1.59239

        20          30   0.01            dNNLO.QCD                                                              4574.01550 +-         14.76340
---------------------------------------------------------------------------------------------------------------------------------------------------
        20          30   0.01            NNLO.QT-CS.42                 woVT2                                          929.69787 +-         12.39345
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   141.72087 +-          0.19225
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1521.23796 +-          0.89989
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           2449.89318 +-          7.80883
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -468.53438 +-          1.59239

        20          30   0.05            dNNLO.QCD                                                              4568.15093 +-         10.59942
---------------------------------------------------------------------------------------------------------------------------------------------------
        20          30   0.05            NNLO.QT-CS.42                 woVT2                                          923.83330 +-          6.92730
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   141.72087 +-          0.19225
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1521.23796 +-          0.89989
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           2449.89318 +-          7.80883
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -468.53438 +-          1.59239

        20          30   0.1             dNNLO.QCD                                                              4568.88066 +-         10.02229
---------------------------------------------------------------------------------------------------------------------------------------------------
        20          30   0.1             NNLO.QT-CS.42                 woVT2                                          924.56303 +-          6.00717
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   141.72087 +-          0.19225
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1521.23796 +-          0.89989
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           2449.89318 +-          7.80883
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -468.53438 +-          1.59239

        20          30   0.15            dNNLO.QCD                                                              4553.25984 +-          9.71657
---------------------------------------------------------------------------------------------------------------------------------------------------
        20          30   0.15            NNLO.QT-CS.42                 woVT2                                          908.94221 +-          5.48192
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   141.72087 +-          0.19225
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1521.23796 +-          0.89989
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           2449.89318 +-          7.80883
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -468.53438 +-          1.59239

        20          30   0.2             dNNLO.QCD                                                              4552.44617 +-          9.60747
---------------------------------------------------------------------------------------------------------------------------------------------------
        20          30   0.2             NNLO.QT-CS.42                 woVT2                                          908.12854 +-          5.28613
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   141.72087 +-          0.19225
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1521.23796 +-          0.89989
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           2449.89318 +-          7.80883
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -468.53438 +-          1.59239

        20          30   0.25            dNNLO.QCD                                                              4552.95951 +-          9.47951
---------------------------------------------------------------------------------------------------------------------------------------------------
        20          30   0.25            NNLO.QT-CS.42                 woVT2                                          908.64188 +-          5.04983
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   141.72087 +-          0.19225
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1521.23796 +-          0.89989
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           2449.89318 +-          7.80883
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -468.53438 +-          1.59239

        20          30   0.5             dNNLO.QCD                                                              4537.50631 +-          9.22541
---------------------------------------------------------------------------------------------------------------------------------------------------
        20          30   0.5             NNLO.QT-CS.42                 woVT2                                          893.18868 +-          4.55498
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                   141.72087 +-          0.19225
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                           1521.23796 +-          0.89989
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           2449.89318 +-          7.80883
        20          30   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -468.53438 +-          1.59239

===================================================================================================================================================

        30          40   extrapolation   dNNLO.QCD                                                                   1971.95585 +-         10.96879
---------------------------------------------------------------------------------------------------------------------------------------------------
        30          40   extrapolation   NNLO.QT-CS.42                 woVT2                                          316.45353 +-          7.07649
        30          40   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    58.55957 +-          0.11687
        30          40   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            719.40073 +-          4.88051
        30          40   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1153.21013 +-          6.67510
        30          40   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -275.66810 +-          1.35929

        30          40   0.01            dNNLO.QCD                                                              1970.38025 +-         11.68891
---------------------------------------------------------------------------------------------------------------------------------------------------
        30          40   0.01            NNLO.QT-CS.42                 woVT2                                          314.87792 +-          8.14819
        30          40   independent     NNLO.QT-CS.42                 onlyVT2.noH2                                    58.55957 +-          0.11687
        30          40   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M1M1                            719.40073 +-          4.88051
        30          40   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.M2M0                           1153.21013 +-          6.67510
        30          40   independent     NNLO.QT-CS.42                 onlyVT2.onlyH2.soft                           -275.66810 +-          1.35929

        30          40   0.05            dNNLO.QCD                                                              1964.47211 +-          9.59531
---------------------------------------------------------------------------------------------------------------------------------------------------
        30          40   0.05            NNLO.QT-CS.42                 woVT2                                          308.96978 +-          4.67250
