             bin (y_W)   qTcut           order/list                                                                 dsigma +-            error

        -5        -4.9   independent     dNLO.QCD                                                                    0.50156668 +-       0.00658220
---------------------------------------------------------------------------------------------------------------------------------------------------
        -5        -4.9   independent     NLO.CS.32                                                                   0.50156668 +-       0.00658220

      -4.9        -4.8   independent     dNLO.QCD                                                                    1.32943020 +-       0.01200230
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.9        -4.8   independent     NLO.CS.32                                                                   1.32943020 +-       0.01200230

      -4.8        -4.7   independent     dNLO.QCD                                                                    3.12626003 +-       0.01917158
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.8        -4.7   independent     NLO.CS.32                                                                   3.12626003 +-       0.01917158

      -4.7        -4.6   independent     dNLO.QCD                                                                    6.51107730 +-       0.02781799
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.7        -4.6   independent     NLO.CS.32                                                                   6.51107730 +-       0.02781799

      -4.6        -4.5   independent     dNLO.QCD                                                                    12.0577781 +-        0.0383630
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.6        -4.5   independent     NLO.CS.32                                                                   12.0577781 +-        0.0383630

      -4.5        -4.4   independent     dNLO.QCD                                                                    20.4445560 +-        0.0488302
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.5        -4.4   independent     NLO.CS.32                                                                   20.4445560 +-        0.0488302

      -4.4        -4.3   independent     dNLO.QCD                                                                    31.9492741 +-        0.0603080
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.4        -4.3   independent     NLO.CS.32                                                                   31.9492741 +-        0.0603080

      -4.3        -4.2   independent     dNLO.QCD                                                                    46.7114794 +-        0.0734864
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.3        -4.2   independent     NLO.CS.32                                                                   46.7114794 +-        0.0734864

      -4.2        -4.1   independent     dNLO.QCD                                                                    64.0108809 +-        0.0870827
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.2        -4.1   independent     NLO.CS.32                                                                   64.0108809 +-        0.0870827

      -4.1          -4   independent     dNLO.QCD                                                                    83.7017405 +-        0.0997050
---------------------------------------------------------------------------------------------------------------------------------------------------
      -4.1          -4   independent     NLO.CS.32                                                                   83.7017405 +-        0.0997050

        -4        -3.9   independent     dNLO.QCD                                                                    104.919065 +-         0.112483
---------------------------------------------------------------------------------------------------------------------------------------------------
        -4        -3.9   independent     NLO.CS.32                                                                   104.919065 +-         0.112483

      -3.9        -3.8   independent     dNLO.QCD                                                                    127.265001 +-         0.125125
---------------------------------------------------------------------------------------------------------------------------------------------------
      -3.9        -3.8   independent     NLO.CS.32                                                                   127.265001 +-         0.125125

      -3.8        -3.7   independent     dNLO.QCD                                                                    149.510373 +-         0.135806
---------------------------------------------------------------------------------------------------------------------------------------------------
      -3.8        -3.7   independent     NLO.CS.32                                                                   149.510373 +-         0.135806

      -3.7        -3.6   independent     dNLO.QCD                                                                    171.572588 +-         0.145971
---------------------------------------------------------------------------------------------------------------------------------------------------
      -3.7        -3.6   independent     NLO.CS.32                                                                   171.572588 +-         0.145971

      -3.6        -3.5   independent     dNLO.QCD                                                                    192.761961 +-         0.155831
---------------------------------------------------------------------------------------------------------------------------------------------------
      -3.6        -3.5   independent     NLO.CS.32                                                                   192.761961 +-         0.155831

      -3.5        -3.4   independent     dNLO.QCD                                                                    212.632028 +-         0.163254
---------------------------------------------------------------------------------------------------------------------------------------------------
      -3.5        -3.4   independent     NLO.CS.32                                                                   212.632028 +-         0.163254

      -3.4        -3.3   independent     dNLO.QCD                                                                    230.801850 +-         0.174784
---------------------------------------------------------------------------------------------------------------------------------------------------
      -3.4        -3.3   independent     NLO.CS.32                                                                   230.801850 +-         0.174784

      -3.3        -3.2   independent     dNLO.QCD                                                                    247.639362 +-         0.181209
---------------------------------------------------------------------------------------------------------------------------------------------------
      -3.3        -3.2   independent     NLO.CS.32                                                                   247.639362 +-         0.181209

      -3.2        -3.1   independent     dNLO.QCD                                                                    263.148319 +-         0.181907
---------------------------------------------------------------------------------------------------------------------------------------------------
      -3.2        -3.1   independent     NLO.CS.32                                                                   263.148319 +-         0.181907

      -3.1          -3   independent     dNLO.QCD                                                                    276.298629 +-         0.186492
---------------------------------------------------------------------------------------------------------------------------------------------------
      -3.1          -3   independent     NLO.CS.32                                                                   276.298629 +-         0.186492

        -3        -2.9   independent     dNLO.QCD                                                                    287.480870 +-         0.190267
---------------------------------------------------------------------------------------------------------------------------------------------------
        -3        -2.9   independent     NLO.CS.32                                                                   287.480870 +-         0.190267

      -2.9        -2.8   independent     dNLO.QCD                                                                    297.445869 +-         0.193589
---------------------------------------------------------------------------------------------------------------------------------------------------
      -2.9        -2.8   independent     NLO.CS.32                                                                   297.445869 +-         0.193589

      -2.8        -2.7   independent     dNLO.QCD                                                                    304.702081 +-         0.195841
---------------------------------------------------------------------------------------------------------------------------------------------------
      -2.8        -2.7   independent     NLO.CS.32                                                                   304.702081 +-         0.195841

      -2.7        -2.6   independent     dNLO.QCD                                                                    312.074059 +-         0.198607
---------------------------------------------------------------------------------------------------------------------------------------------------
      -2.7        -2.6   independent     NLO.CS.32                                                                   312.074059 +-         0.198607

      -2.6        -2.5   independent     dNLO.QCD                                                                    317.218768 +-         0.201536
---------------------------------------------------------------------------------------------------------------------------------------------------
      -2.6        -2.5   independent     NLO.CS.32                                                                   317.218768 +-         0.201536

      -2.5        -2.4   independent     dNLO.QCD                                                                    321.398324 +-         0.203120
---------------------------------------------------------------------------------------------------------------------------------------------------
      -2.5        -2.4   independent     NLO.CS.32                                                                   321.398324 +-         0.203120

      -2.4        -2.3   independent     dNLO.QCD                                                                    325.075968 +-         0.202012
---------------------------------------------------------------------------------------------------------------------------------------------------
      -2.4        -2.3   independent     NLO.CS.32                                                                   325.075968 +-         0.202012

      -2.3        -2.2   independent     dNLO.QCD                                                                    327.481414 +-         0.202891
---------------------------------------------------------------------------------------------------------------------------------------------------
      -2.3        -2.2   independent     NLO.CS.32                                                                   327.481414 +-         0.202891

      -2.2        -2.1   independent     dNLO.QCD                                                                    329.248231 +-         0.203688
