qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NNLO.QT-CS.42.RCA.QCD)

0.01           0.5            1              6607.0883       +- 5.149242       
0.01           1              1              4617.3362       +- 3.3410924      
0.01           2              1              3321.2259       +- 2.2699905      

0.02           0.5            1              9828.6908       +- 4.3613859      
0.02           1              1              6659.5508       +- 2.8341567      
0.02           2              1              4680.3608       +- 1.9282067      

0.03           0.5            1              11261.177       +- 4.01343        
0.03           1              1              7564.441        +- 2.6104249      
0.03           2              1              5280.7591       +- 1.7774821      

0.04           0.5            1              12089.725       +- 3.7974861      
0.04           1              1              8086.1339       +- 2.4717553      
0.04           2              1              5625.9288       +- 1.6841705      

0.05           0.5            1              12631.756       +- 3.6431879      
0.05           1              1              8426.3015       +- 2.3727732      
0.05           2              1              5850.3476       +- 1.6176264      

0.06           0.5            1              13013.989       +- 3.5245523      
0.06           1              1              8665.4183       +- 2.2967286      
0.06           2              1              6007.656        +- 1.5665371      

0.07           0.5            1              13292.795       +- 3.4287725      
0.07           1              1              8839.162        +- 2.2353706      
0.07           2              1              6121.5676       +- 1.525337       

0.08           0.5            1              13505.897       +- 3.3498978      
0.08           1              1              8971.495        +- 2.1848835      
0.08           2              1              6208.0572       +- 1.4914611      

0.09           0.5            1              13667.949       +- 3.2827166      
0.09           1              1              9071.6128       +- 2.141918       
0.09           2              1              6273.1907       +- 1.4626543      

0.1            0.5            1              13796.474       +- 3.2243583      
0.1            1              1              9150.6497       +- 2.1046056      
0.1            2              1              6324.393        +- 1.4376442      

0.11           0.5            1              13898.892       +- 3.1729492      
0.11           1              1              9213.2688       +- 2.0717417      
0.11           2              1              6364.7442       +- 1.4156179      

0.12           0.5            1              13981.033       +- 3.1266514      
0.12           1              1              9263.1517       +- 2.0421106      
0.12           2              1              6396.6865       +- 1.3957327      

0.13           0.5            1              14046.899       +- 3.0853366      
0.13           1              1              9302.8262       +- 2.0157128      
0.13           2              1              6421.8975       +- 1.378048       

0.14           0.5            1              14099.815       +- 3.047782       
0.14           1              1              9334.4031       +- 1.9917167      
0.14           2              1              6441.7826       +- 1.3619704      

0.15           0.5            1              14141.654       +- 3.0133764      
0.15           1              1              9359.0514       +- 1.9697618      
0.15           2              1              6457.1105       +- 1.3472794      

0.16           0.5            1              14174.862       +- 2.9818834      
0.16           1              1              9378.3026       +- 1.9496667      
0.16           2              1              6468.8891       +- 1.3338334      

0.17           0.5            1              14200.584       +- 2.9520586      
0.17           1              1              9392.8811       +- 1.9306395      
0.17           2              1              6477.5991       +- 1.3211035      

0.18           0.5            1              14220.616       +- 2.92456        
0.18           1              1              9403.9159       +- 1.913086       
0.18           2              1              6483.9875       +- 1.3093536      

0.19           0.5            1              14235.361       +- 2.8990074      
0.19           1              1              9411.6606       +- 1.8967699      
0.19           2              1              6488.2206       +- 1.2984268      

0.2            0.5            1              14245.861       +- 2.8750581      
0.2            1              1              9416.7756       +- 1.8814843      
0.2            2              1              6490.7389       +- 1.2881943      

0.21           0.5            1              14253.777       +- 2.8524657      
0.21           1              1              9420.3222       +- 1.8670663      
0.21           2              1              6492.2532       +- 1.2785437      

0.22           0.5            1              14257.958       +- 2.8313103      
0.22           1              1              9421.5425       +- 1.8535788      
0.22           2              1              6492.2433       +- 1.2695246      

0.23           0.5            1              14259.843       +- 2.8112089      
0.23           1              1              9421.3445       +- 1.8407546      
0.23           2              1              6491.3108       +- 1.2609427      

0.24           0.5            1              14258.905       +- 2.792069       
0.24           1              1              9419.3956       +- 1.8285333      
0.24           2              1              6489.235        +- 1.2527576      

0.25           0.5            1              14255.95        +- 2.7739476      
0.25           1              1              9416.2073       +- 1.8169641      
0.25           2              1              6486.3562       +- 1.2450101      

0.26           0.5            1              14250.743       +- 2.7556548      
0.26           1              1              9411.6225       +- 1.8051152      
0.26           2              1              6482.5663       +- 1.2369609      

0.27           0.5            1              14244.509       +- 2.739121       
0.27           1              1              9406.4397       +- 1.7945662      
0.27           2              1              6478.4086       +- 1.2299004      

0.28           0.5            1              14236.702       +- 2.723404       
0.28           1              1              9400.2884       +- 1.7845493      
0.28           2              1              6473.623        +- 1.2232039      

0.29           0.5            1              14227.062       +- 2.7081106      
0.29           1              1              9392.9835       +- 1.7747742      
0.29           2              1              6468.074        +- 1.2166494      

0.3            0.5            1              14216.774       +- 2.6936132      
0.3            1              1              9385.3145       +- 1.765518       
0.3            2              1              6462.3096       +- 1.2104497      

0.31           0.5            1              14205.659       +- 2.6796775      
0.31           1              1              9377.1564       +- 1.7566243      
0.31           2              1              6456.2399       +- 1.2044957      

0.32           0.5            1              14193.761       +- 2.6662418      
0.32           1              1              9368.5241       +- 1.7480538      
0.32           2              1              6449.8673       +- 1.1987606      

0.33           0.5            1              14180.838       +- 2.6531925      
0.33           1              1              9359.2525       +- 1.7397202      
0.33           2              1              6443.0752       +- 1.1931771      

0.34           0.5            1              14167.548       +- 2.6408031      
0.34           1              1              9349.7757       +- 1.7318073      
0.34           2              1              6436.1621       +- 1.1878757      

0.35           0.5            1              14153.849       +- 2.6288734      
0.35           1              1              9340.0725       +- 1.7241979      
0.35           2              1              6429.1176       +- 1.1827844      

0.36           0.5            1              14139.697       +- 2.6171732      
0.36           1              1              9330.0988       +- 1.7167166      
0.36           2              1              6421.9021       +- 1.177766       

0.37           0.5            1              14124.936       +- 2.605765       
0.37           1              1              9319.7507       +- 1.7094169      
0.37           2              1              6414.4442       +- 1.1728653      

0.38           0.5            1              14109.265       +- 2.5946348      
0.38           1              1              9308.8459       +- 1.7022589      
0.38           2              1              6406.6267       +- 1.1680343      

0.39           0.5            1              14093.732       +- 2.5840512      
0.39           1              1              9298.0576       +- 1.6954931      
0.39           2              1              6398.9039       +- 1.1634959      

0.4            0.5            1              14077.287       +- 2.5737023      
0.4            1              1              9286.7001       +- 1.6888852      
0.4            2              1              6390.8078       +- 1.1590695      

0.41           0.5            1              14061.205       +- 2.5636158      
0.41           1              1              9275.5874       +- 1.6824226      
0.41           2              1              6382.8825       +- 1.1547252      

0.42           0.5            1              14044.352       +- 2.553635       
0.42           1              1              9263.9932       +- 1.6760021      
0.42           2              1              6374.6405       +- 1.1503905      

0.43           0.5            1              14027.337       +- 2.5441366      
0.43           1              1              9252.321        +- 1.6699204      
0.43           2              1              6366.3609       +- 1.1463048      

0.44           0.5            1              14010.322       +- 2.5349664      
0.44           1              1              9240.6703       +- 1.664057       
0.44           2              1              6358.1085       +- 1.1423717      

0.45           0.5            1              13993.409       +- 2.5259831      
0.45           1              1              9229.1044       +- 1.6583126      
0.45           2              1              6349.9237       +- 1.1385177      

0.46           0.5            1              13976.107       +- 2.5172364      
0.46           1              1              9217.2973       +- 1.6527167      
0.46           2              1              6341.5817       +- 1.1347614      

0.47           0.5            1              13958.545       +- 2.5087238      
0.47           1              1              9205.3379       +- 1.6472704      
0.47           2              1              6333.1456       +- 1.1311054      

0.48           0.5            1              13940.917       +- 2.5003381      
0.48           1              1              9193.3414       +- 1.6419028      
0.48           2              1              6324.6872       +- 1.1275002      

0.49           0.5            1              13923.3         +- 2.4922663      
0.49           1              1              9181.3701       +- 1.6367399      
0.49           2              1              6316.2561       +- 1.1240357      

0.5            0.5            1              13906.019       +- 2.4844411      
0.5            1              1              9169.6259       +- 1.6317338      
0.5            2              1              6307.9842       +- 1.1206754      

0.51           0.5            1              13888.219       +- 2.4766958      
0.51           1              1              9157.5648       +- 1.6267706      
0.51           2              1              6299.5083       +- 1.1173383      

0.52           0.5            1              13870.585       +- 2.469098       
0.52           1              1              9145.6095       +- 1.6218916      
0.52           2              1              6291.1031       +- 1.114051       

0.53           0.5            1              13852.607       +- 2.4617243      
0.53           1              1              9133.4619       +- 1.6171793      
0.53           2              1              6282.5845       +- 1.1108912      

0.54           0.5            1              13835.112       +- 2.454441       
0.54           1              1              9121.6245       +- 1.6125179      
0.54           2              1              6274.2749       +- 1.1077607      

0.55           0.5            1              13817.141       +- 2.4474227      
0.55           1              1              9109.4985       +- 1.6080299      
0.55           2              1              6265.7808       +- 1.1047498      

0.56           0.5            1              13799.15        +- 2.4404243      
0.56           1              1              9097.3628       +- 1.6035476      
0.56           2              1              6257.2817       +- 1.1017373      

0.57           0.5            1              13781.142       +- 2.4336127      
0.57           1              1              9085.2261       +- 1.599191       
0.57           2              1              6248.7878       +- 1.098814       

0.58           0.5            1              13763.234       +- 2.4270012      
0.58           1              1              9073.1681       +- 1.5949643      
0.58           2              1              6240.3555       +- 1.0959786      

0.59           0.5            1              13745.126       +- 2.4204285      
0.59           1              1              9060.9877       +- 1.5907491      
0.59           2              1              6231.8435       +- 1.0931423      

0.6            0.5            1              13727.032       +- 2.4138285      
0.6            1              1              9048.8207       +- 1.5865199      
0.6            2              1              6223.3427       +- 1.0902982      

0.61           0.5            1              13709.472       +- 2.4074869      
0.61           1              1              9037.007        +- 1.5824513      
0.61           2              1              6215.0859       +- 1.0875596      

0.62           0.5            1              13691.249       +- 2.4013154      
0.62           1              1              9024.7725       +- 1.578497       
