#  pt_Z-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      449.43051     0.93970631      367.36592     0.78450649      904.96363      3.7422785
              5      1034.3688      1.3728006      855.66507      1.1707124      1899.4439      5.0321606
             10      1150.1791      1.3903873      963.34823      1.2079884      1897.4965      4.5512353
             15      1018.0459       1.248887      860.27889      1.1004587      1538.0394      3.6537239
             20      819.72747      1.0407258      695.70231      0.9262018      1169.1095       2.879119
             25      632.60236     0.88391683      537.71036     0.79657558      859.77831       2.209906
             30      475.68101     0.70031527      403.43514      0.6298702      630.17616      1.6971745
             35      351.18574     0.55588975      296.86517     0.50428625      451.85894      1.2765203
             40      256.76874     0.43205673      215.38524     0.38925549      326.01452      0.9418635
             45       184.8228     0.33824543      153.70207     0.30444644      231.14976     0.62895647
             50       133.2367     0.24829598      109.44939     0.21815982        165.266      0.3691794
             55      99.017133     0.19451252      80.325039     0.16676284       123.6402     0.24765544
             60      75.677837     0.15974491      60.940004      0.1347045      95.194386     0.20537373
             65      59.869924     0.13333135      47.894132     0.10821271      75.875032     0.17665113
             70      47.537381     0.11928088      37.927541    0.096222081      60.416647     0.15928036
             75      38.527165     0.10416123      30.698751    0.083234927      49.020613     0.14009959
             80      31.316812    0.095102258        24.9398    0.076839296      39.879014     0.12715405
             85      25.597158    0.085286873      20.394984    0.068459569        32.5556     0.11357506
             90       21.06932    0.075671457      16.777294     0.06013552      26.817384     0.10205832
             95      17.397137    0.068787997      13.861969    0.054901136      22.120017    0.093811698
            100      14.326577    0.062978372      11.401443    0.049959844      18.247232    0.084153406
            105      11.938189     0.05682095      9.5059482    0.045132253      15.194513    0.076209206
            110      9.9876365    0.052477435      7.9571666    0.041567276      12.700762    0.070578864
            115      8.3444861    0.047571785      6.6368212    0.037642855       10.63767    0.063906583
            120      7.0429428    0.043690064      5.6130109    0.034870321      8.9551391     0.05990325
            125      5.9463744    0.042346403      4.7505124    0.034667588      7.5329664    0.056062054
            130      5.0502697    0.036937341      4.0230663    0.029184232      6.4243954    0.050217316
            135      4.3029494    0.034244579      3.4409803    0.027691224      5.4447127    0.048726604
            140      3.6252163    0.031601186      2.8891631    0.025046961      4.6165026    0.043869854
            145      3.0611979    0.028679677      2.4348395    0.022618965      3.9059373    0.038946793
            150      2.6351994    0.027047067      2.1036006    0.021622874      3.3453751    0.038242754
            155      2.2450327    0.024845317      1.7876966    0.019515699      2.8577747    0.034179279
            160      1.9077373    0.022830419      1.5167545    0.018216065      2.4339746    0.031923517
            165      1.6731821    0.024934309      1.3308972    0.020566373      2.1333189    0.032242558
            170      1.4548264    0.019904508      1.1542599     0.01572724      1.8607073    0.027839756
            175      1.2509276    0.018408033     0.99668241    0.014427409      1.5886745     0.02553396
            180       1.098314    0.017368677     0.87492704    0.013805793      1.3957842     0.02434933
            185     0.95763889    0.016100087     0.76095486    0.012652977      1.2197323    0.022455143
            190     0.84124386    0.015073294     0.66640428    0.012007153      1.0754992    0.021417699
            195     0.69902684    0.013763999     0.55190007    0.010702216       0.898132    0.019045764
            200     0.60921915    0.013058239     0.48682149    0.010214282       0.768901    0.018333082
            205     0.55633321    0.012374749     0.44311708   0.0096374354     0.70538529    0.017092854
            210     0.48764629    0.011497921     0.38725721    0.009029649     0.62064246    0.016237005
            215     0.43047336    0.010949674     0.34645253   0.0088261928     0.53706869    0.016285393
            220     0.38865586    0.010423749     0.30550284   0.0080404326     0.50167112    0.014556301
            225     0.32273161   0.0093968076     0.25418564   0.0072631037     0.41522546    0.013530086
            230     0.30079281   0.0092622349     0.23846471   0.0071425532     0.38306376    0.013146311
            235     0.26228733   0.0089222643     0.20877288   0.0070415944     0.33175165    0.012588948
            240     0.23669698   0.0081486796     0.18868587   0.0063308304       0.298821     0.01148644
            245     0.22185346   0.0078940642     0.17520985   0.0060440948      0.2838781    0.011375609
            250     0.19585933   0.0074153041     0.15697949   0.0058141784     0.24498602    0.010588918
            255     0.18418954   0.0071098147      0.1466839   0.0057964234     0.23255866    0.010711523
            260     0.13802395   0.0063667621     0.11202798   0.0049922825     0.16903891    0.009509833
            265     0.13371787   0.0061085856     0.10545841   0.0046933017     0.17126458   0.0086316683
            270     0.12583538    0.005880305    0.098914584   0.0045485569     0.16185023   0.0082913566
            275     0.11049546   0.0056246568    0.086599831   0.0042763508     0.14243104   0.0079097671
            280     0.10022265   0.0053502541    0.078299622   0.0040797619     0.13001048   0.0076236517
            285    0.092652641   0.0055981891    0.072551777   0.0041780048     0.11968286   0.0082493535
            290    0.083398828   0.0048353709    0.065689935   0.0036671243     0.10667848   0.0069372506
            295    0.070180323   0.0043999218    0.056670034   0.0035389147    0.086578516   0.0063627551
            300    0.053075376   0.0039036158     0.04188634   0.0030169634     0.06752627   0.0055397406
            305    0.057152323   0.0040426103    0.045602458   0.0030727616    0.071578005   0.0060098894
            310    0.051956533   0.0038151334    0.040883404   0.0029018291     0.06654159   0.0054531981
            315    0.050995821   0.0037364187     0.03924399   0.0027930423     0.06749383   0.0055856821
            320    0.047318683   0.0043680042    0.037067259   0.0031077422    0.061030094   0.0067560115
            325     0.03820522     0.00331758    0.030243009    0.002550424    0.048391249   0.0048918073
            330     0.03375308   0.0031495209    0.027219148   0.0025925489    0.041075752   0.0049519007
            335    0.036156381   0.0032413604    0.028002823   0.0024321335    0.047220267    0.004594472
            340    0.030389214   0.0029242696    0.024079714   0.0022777086    0.038417123   0.0040873567
