#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0        5.80064     0.31374477      4.7557098     0.25797319      8.2327593       1.130883
              5      61.925423      1.3541116      50.807462      1.2200861       102.5761      4.5080414
             10      191.86495      2.6918741       158.7687      2.4069706      312.57783      7.5783054
             15      370.23936      3.8347108      307.44837      3.4146054       587.1549      9.9801474
             20       592.0351      4.8910054      492.89852      4.3212831      914.74803      11.848815
             25      844.49409      5.6581923      704.82195      4.9901629      1293.5745      14.088848
             30      1152.3139      5.8947949      962.60579      5.1096085      1762.1489      16.433469
             35      1620.1098      6.1692876      1352.7512      5.3544192       2466.399       18.72996
             40      2139.2462      6.4358172      1788.0306      5.4748386      3207.6759      20.296053
             45      1531.2445      4.8770139      1287.0945       4.213925      2105.2401      13.347122
             50      1019.0068      3.9618492      857.65512      3.4712606      1346.8666      9.3763235
             55      698.67402      2.9504041       586.9793      2.5669078      894.46053      6.4234643
             60      504.90876      2.5279587      424.08569      2.2370339      635.47306      4.8484491
             65      371.35328      2.3127754      311.29004      2.0275304      462.64815      3.7238301
             70      282.26695       1.828616       236.0339      1.5956905      352.53559      3.0831053
             75      216.98593      1.5048687      181.44495      1.3386416      268.74825      2.7270099
             80      168.85055      1.3657203      141.28074      1.2153313      205.90486      2.1115904
             85      136.10343      1.2442572      113.80514      1.1174491      166.10908      1.6851138
             90      110.16827      1.0641053      91.924761     0.94275193      134.25315      1.3856939
             95      89.123845     0.90122688       74.14869     0.78408871      110.78146      1.4392151
            100      73.516852      0.9179444      61.237856     0.77659985      90.060991      1.3643212
            105      60.277325     0.73388494      50.105053     0.63944886      74.624043      1.1773986
            110      50.942903     0.64942329      42.364872     0.57026373      63.055085      1.1407649
            115      42.206878     0.60518625      35.220159     0.54145143      51.777748      1.1698871
            120      35.494084     0.63329012      29.492021     0.59446695      43.244523     0.73796564
            125       31.76148     0.73754087      26.226555      0.6549538      39.275321     0.88613486
            130      26.469196     0.49715935      21.887218     0.43896913      32.447366     0.60619522
            135      22.862654     0.43527572      18.810995     0.37273258      28.233819      0.5397316
            140      19.537057     0.42035286      16.169807     0.34411593       23.90295     0.62906715
            145      17.258859     0.40995014       14.18555     0.35509774      21.338229     0.49857923
            150       14.75337      0.3314725      12.055547     0.27862024       18.36642     0.41964948
            155       12.33155     0.29656238      10.132596     0.25164309      15.197458     0.37908784
            160      11.685474     0.39911707      9.6370086     0.34802522      14.465569     0.51522401
            165      9.6154782     0.31540653      7.8946751     0.27490963      11.910181     0.37902599
            170      8.4613146     0.23564887       6.918289     0.19433488      10.495559     0.30854617
            175      7.4690862     0.22626423       6.104597     0.18840422      9.2678949     0.28816662
            180      6.9410606      0.2413493      5.7418335     0.21192851      8.4774869     0.29205638
            185      5.7958992     0.20503653      4.7929914     0.17570987      7.0826858     0.26851684
            190       5.590137      0.2803989      4.6019013     0.25508309      6.8733603     0.31875701
            195      4.5805323     0.17933236      3.7086944      0.1494531      5.7444839     0.22762271
            200      4.3799588     0.21784572      3.6166982     0.19885914      5.3805858     0.24893504
            205      3.7169066     0.16116675      3.0672379     0.13884614      4.5504197     0.20249461
            210      3.6270482     0.15624205      2.9469185      0.1317674      4.5268466     0.19541892
            215      3.1967225     0.15119517      2.6379072     0.12679682      3.9007855     0.19350625
            220      2.7310105     0.17558832      2.2675643     0.16095744      3.3085596      0.2162622
            225      2.7685799     0.15616143      2.2448549     0.13078293      3.4647987     0.19546632
            230      2.3634441     0.14056209      2.0124734      0.1204245      2.7610798     0.23816088
            235      2.1500995     0.12632852      1.7592308     0.10862159      2.6552573     0.15499249
            240      1.8204633     0.11420043       1.466459    0.093081023       2.307014     0.15056063
            245      1.6591891     0.11935621      1.3553533     0.10153767      2.0587064     0.14951222
            250      1.4365143     0.09787433      1.1774816    0.081342413      1.7632636     0.12358526
