#   total-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      8646.5088      17.684395      6922.2019      14.660923      10973.353      22.559714
              1      8646.5088      17.684395      6922.2019      14.660923      10973.353      22.559714
