# dR_bb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            0.4      280.09036      4.1212278      233.36594      3.6238926      342.54195      5.3126943
            1.2      138.28547      3.3488794      118.05618      3.0493358      166.42528      3.8943288
              2      144.49005      4.9887605      125.33617      4.4565333      172.57329      6.3133831
            2.4      203.72493      6.1521315      183.22753      5.9405913       236.9718      8.9541027
              3       167.0012      5.8230921      150.09211      5.2909593      199.87526      10.622968
            3.4      23.374117      1.9342682      20.996462      1.7557639      26.411324      2.2187088
              4      4.3242268     0.92242332      3.7006089     0.81743733      5.1794872      1.0610951
            4.5     0.17127709       0.178839     0.14597654     0.14042322     0.22978212     0.25699766
              5     0.17127709       0.178839     0.14597654     0.14042322     0.22978212     0.25699766
