#  pt_bb-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.5960899     0.13089804      1.9706303    0.095403341      3.5152016     0.19524639
              5      6.5385669     0.48917494      4.9301699     0.36544136      8.8960894     0.64613793
             10      7.2375824     0.18963807      5.5558075     0.14519605      9.6511447     0.27964653
             15      7.7725582     0.26704349      5.9206161     0.18801536       10.47591     0.40834225
             20      6.6315659     0.17901854      5.0307272      0.1349255      8.9802758      0.2550624
             25      6.0577602     0.17478713      4.6485967     0.13344445      8.0733879     0.24660345
             30      5.9950057      0.1759117      4.5655191     0.13313187      8.0825854     0.24840451
             35      4.9650122     0.15586715      3.7626478     0.11762683      6.7298001     0.21963421
             40      4.8032846     0.16841861      3.6209487     0.12487235      6.5573005     0.24103598
             45      4.2791265     0.16225897      3.3074445     0.12754098      5.6676584     0.22358376
             50      4.0707815     0.16047386      3.1075364     0.12797528      5.4730741     0.21643602
             55      3.5056195     0.13858294      2.6552558     0.10381017        4.75494     0.19473967
             60      3.5227814     0.13119428      2.7020972     0.10040017        4.69542      0.1810601
             65      3.3320831      0.1344449      2.5643579     0.10247846       4.426206     0.19110687
             70      2.8533481      0.1193826      2.1873749    0.090813626      3.8094096     0.16844117
             75       2.798137     0.11900665      2.1501886    0.092344561       3.725128     0.16386626
             80      2.6390753     0.11513257      2.0347798    0.091195882      3.4980151     0.17882445
             85      2.3498702     0.11483739      1.8056659    0.086584248      3.1238825     0.16156533
             90      2.1935578     0.10798381      1.6797064    0.081098936      2.9295033     0.15226589
             95      2.3209765     0.10640291      1.7739962    0.081582728       3.109993     0.14630795
            100      1.9333871     0.09954594      1.4706977    0.075298377      2.6082476     0.13902608
            105      1.9424996     0.10267296      1.4843932    0.078061581       2.600876       0.141665
            110      1.7847615     0.10024814      1.3724915    0.078626442      2.3739478     0.13470258
            115      1.8103504     0.10636039       1.404562    0.087894771      2.3830616     0.13767038
            120      1.7604345    0.094294305       1.363752    0.072395235       2.317029     0.13185038
            125      1.5489913    0.088792312      1.1854901    0.067117831      2.0690482     0.12340941
            130      1.5746543    0.087952992      1.2080989    0.067828919      2.0954692     0.12273141
            135      1.2823893    0.083151628     0.99529888    0.063834118      1.6794873     0.11612495
            140      1.4305777    0.091954496      1.1063269    0.068996231      1.8836559     0.13199845
            145      1.4535991    0.088233749      1.1291677    0.068141185      1.9074653     0.12055816
            150      1.3677752    0.082756073       1.032954    0.062169266      1.8573437     0.11512714
            155      1.2777898    0.080310878     0.99823821    0.062101516      1.6585347     0.10887885
            160      1.2785173    0.085643742      1.0041658    0.067580593      1.6522411     0.11515288
            165      1.1678122    0.081265325     0.91864602    0.063364918      1.5033787     0.11049529
            170       1.248098    0.090988237      0.9705438    0.069967612      1.6305336     0.12290728
            175      1.1408512    0.076330952     0.88527419    0.058745724      1.4950011      0.1032705
            180      1.1321798    0.076569773     0.88423263    0.058559542      1.4702439     0.10543575
            185     0.96686143    0.071049401     0.75388536    0.053644173      1.2582997    0.099473218
            190      1.1025898     0.12970729     0.86273073     0.11537558      1.4395088     0.14864459
            195      1.0155981    0.074104688     0.78692503    0.055707245      1.3340573     0.10466168
            200      1.0193933    0.071432347     0.78344715    0.054565175      1.3533608    0.097320319
            205      0.9133125    0.069965236     0.71066248    0.053242928      1.1917717    0.096879047
            210     0.83989272    0.065503679     0.65248335    0.050056695      1.1002923    0.089798642
            215     0.95110848    0.070090121     0.73889305    0.053570299      1.2456396    0.096233378
            220     0.88176579    0.066215498     0.69026458    0.051589037      1.1418446    0.089059802
            225     0.81298323    0.072733007     0.63207404    0.057494918      1.0661232    0.097004539
            230     0.86581351    0.075310726     0.69251184    0.060517486      1.0917904     0.10027594
            235     0.81818156    0.083046982     0.63787933     0.06291762      1.0658549     0.11531998
            240     0.75280882     0.06614696     0.59153676    0.049672285     0.96936537    0.093499094
            245     0.75225183    0.070024433     0.58425832    0.052125565     0.98378589    0.099346763
            250     0.66665206    0.057794079     0.52064103    0.044538405     0.86561318     0.07864549
            255     0.62816055    0.064399352     0.49913978    0.049565334     0.79927318    0.089527577
            260     0.61928368    0.057888284      0.4941571    0.045352028     0.78254447    0.079957997
            265      0.5408972    0.052934511     0.42849307    0.041056167     0.68837419    0.070909188
            270     0.55229418    0.052625312      0.4300657    0.040490186     0.71998045    0.071176695
            275     0.58025105    0.059894903     0.48578447    0.049038083     0.68147352    0.080747433
            280     0.58701396    0.054809115     0.45875654    0.042144003     0.76040491    0.074180383
            285     0.52326535    0.052178369     0.41714357    0.040157932     0.65968481    0.076850117
