# n_light_jets-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS
           -0.5      229.52476      4.9763022      188.87014      3.9537753      543.85587      30.970508
            0.5      3058.0339      17.730531      2565.9866      14.992168       4942.953      69.743244
            1.5      14921.633      33.158533      12548.823      28.885959      19940.226      78.486334
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
