#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            180      2.8582974     0.17164922      2.4081932      0.1580112      3.4189163      0.1980521
            185      2.0924764     0.12778431      1.7605738     0.11192253      2.4980808     0.17554736
            190      2.0973182     0.13123368      1.7628815     0.11580425      2.5025708     0.15813688
            195      1.7685856     0.11740676      1.4435327      0.1016103      2.2005215     0.14305726
            200      1.8322557     0.17961049      1.5501442      0.1707932      2.1878554     0.18891092
            205      1.4607575     0.10543591      1.2235191    0.093280067      1.7533344     0.12738165
            210      1.3822508     0.10927074       1.153547    0.096122616      1.6773649     0.13632461
            215      1.3211807      0.1006792      1.0995769    0.085877336      1.5944709     0.12454778
            220      1.0805437     0.14428862     0.91328575     0.13633408      1.2868667     0.15536406
            225      1.1480375     0.11829543     0.95542613     0.10153907      1.3903899     0.14227918
            230     0.68080097    0.086116535     0.63348993    0.071800898      0.7002086      0.1648583
            235     0.79399686    0.079032221     0.64717475    0.067912511     0.98958368    0.095968577
            240     0.62838044     0.07053003     0.51583564    0.060043613     0.77968851    0.089061318
            245     0.64089217    0.081701337     0.52477977    0.069645925      0.7996095     0.10110833
            250     0.56390055    0.065462675     0.46156257    0.055298914      0.7012048    0.082026996
            255     0.45147966    0.053116494     0.37846905    0.044519627     0.53475676    0.070558621
            260     0.47926882    0.068291423     0.39024581    0.057809557     0.59621743    0.084982045
            265     0.45341351     0.06731312     0.40960427    0.058878205     0.48743698    0.090118245
            270     0.38601218    0.057859383     0.31811829    0.051273659     0.47385788     0.06849723
            275     0.44730525    0.059862349     0.35948223    0.050284264     0.56467319      0.0734997
            280     0.34222089    0.055117403     0.28771631    0.049194045     0.40898637    0.063454646
            285     0.28258033     0.04067797     0.22234179     0.03192821     0.36493363     0.05440162
            290     0.32252011    0.051014785     0.26179598    0.044330402      0.4055552    0.060792446
            295     0.22787139    0.057267615     0.18344301     0.15356169     0.23580559    0.035542947
            300     0.22975743    0.040750672     0.19228648    0.034999909     0.27171855     0.05258032
            305     0.25848704     0.04325199     0.21410738    0.036348433     0.31763095    0.055847626
            310     0.21196816    0.040190089       0.173841     0.03342486     0.26032771    0.049882167
            315     0.20778905    0.040107236     0.16999777    0.034969635     0.25998391    0.048647762
            320     0.22476581    0.073158121     0.19200068    0.072087283     0.26648649    0.071109149
            325     0.15775575    0.037631739     0.13381676    0.033604691     0.18581944    0.044779952
            330     0.11127218    0.026525234    0.089113519    0.021619905      0.1406724    0.033370199
            335     0.20642056    0.042056074     0.16732805    0.034589195     0.25869743    0.053506019
            340      0.1476829    0.041074175     0.11699475    0.032272265     0.19008335    0.054187705
            345     0.13397564    0.037711647     0.11522704    0.032789892     0.15354458    0.044672803
            350     0.07879229    0.019169535    0.059848492    0.014659797     0.10564067    0.025945663
            355     0.09462905    0.029092432    0.072967374    0.024220635     0.12694693    0.036215677
            360     0.14545184    0.045943241     0.12241709    0.039693495     0.17436994    0.054614292
            365     0.09991363    0.023964429    0.079272737    0.019470046     0.12728244     0.03073244
            370    0.090164135    0.031937483    0.079372972    0.027154002    0.099922569    0.038836844
            375    0.053481004     0.01722514    0.042367262    0.012535576    0.068085251    0.025292014
            380    0.048667149    0.027891579    0.043035318    0.022209593    0.050263351    0.029001569
            385    0.099187485    0.023792278    0.076803128    0.018664268     0.13133866    0.031520217
            390    0.053620447    0.026900287    0.046404358    0.023298312    0.062325475    0.032567931
            395    0.026337653    0.010751767    0.021151285   0.0086876014    0.032349162     0.01341742
            400    0.062976759    0.017771281    0.050666704    0.014952326    0.079366593    0.022668996
            405    0.061214525    0.017119656    0.047626481    0.013511024    0.079817652    0.022542019
            410    0.080769496    0.028822909    0.067642458    0.025995041    0.096388714    0.032228023
            415    0.027593072    0.012893319    0.020496536   0.0093505331    0.038525587    0.018731861
            420    0.031149498    0.016925943    0.024797989    0.012098733    0.038840783    0.024008575
            425     0.08487229    0.062316688    0.076890503    0.052926618    0.086600782    0.063955828
            430    0.013883128    0.011777638  -0.0091738553    0.033409197    0.022310514   0.0090077132
            435  -0.0021781003    0.014808705   -0.015829866    0.020745809   0.0032972061    0.011855378
            440   0.0048192181    0.014222736   0.0013670384    0.021028929   0.0060699446    0.010067704
            445    0.036634525    0.013026879    0.025807374   0.0092023241     0.05398771    0.019316472
            450    0.013164693   0.0076002587    0.010612179   0.0061848938    0.016277654   0.0095902749
            455    0.010771396   0.0077456874   0.0075217879   0.0053738635    0.015896536    0.011527971
            460    0.031652067     0.01694554    0.026356313     0.01450148    0.038677878    0.020223393
            465    0.013980336    0.011795695    0.013160447    0.010266472    0.014267933    0.014028122
            470     0.10467944    0.058493516     0.10075844    0.058352528      0.1070086    0.057295417
            475  -0.0015656981    0.012060451  -0.0044521794    0.018940887 -0.00027385475   0.0080937523
            480    0.040626927    0.015823274    0.031344022     0.01224506    0.054021453    0.021388104
            485    0.013189832   0.0076148003    0.010159888   0.0058922954    0.017368045    0.010096369
            490    0.022641676    0.010144538    0.016910726   0.0076725833    0.031045698    0.014228701
            495    0.025142234    0.011602257     0.01980838   0.0094245618     0.03248134    0.014668345
            500    0.025142234    0.011602257     0.01980838   0.0094245618     0.03248134    0.014668345
