#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      127.58498      1.7427907       105.9984      1.5579603      178.60493      4.3282289
              5      387.49385      3.2942034      323.25202      2.9848115      540.98158       7.477766
             10      666.77592      4.1459744      555.82266      3.7098377      954.70694      10.340094
             15      978.04032      5.0060409      815.09672      4.4034619      1393.5239      12.439302
             20      1306.6359      6.3740771      1092.4367      5.6009771      1855.8184      14.461393
             25       1575.287      6.2043099      1317.7093      5.4282036      2260.9748      16.032255
             30      1773.9047      6.1825953      1481.8708      5.3433692      2641.4829      18.434427
             35      1706.8688      5.7507804      1423.0758      4.9027474      2608.3011      19.223425
             40      1279.5951       4.875907      1070.5494       4.161554      1878.0697      14.879679
             45      824.40372       3.561106      693.16268      3.0739954      1124.7258      9.4431197
             50      532.02362      2.9267181       448.5578      2.5699491      701.75588      6.8822783
             55      355.13232      2.1622703      299.11526      1.8831379      455.55529      4.7925758
             60      249.60307      1.6780137      209.86547      1.4509702      316.96904       3.735329
             65       181.3504      1.7201893      152.48643      1.4884412      226.03417      2.8577355
             70      135.30276      1.2501974      113.62382      1.0896625        168.828      2.2278071
             75      101.92959      1.0379069      85.607632     0.90467963      127.19396       2.043132
             80      76.996913     0.99663949      64.778742     0.89537422      94.434598      1.4818996
             85      62.410223     0.81451339       52.56969     0.72587436      75.384487      1.2352313
             90      48.926849     0.71825667      41.073142     0.63864353      59.441923       1.093861
             95      39.729676     0.65480633      33.310042     0.57834974      48.507308     0.82118564
            100      32.434634     0.72207005      27.231674     0.60322965      40.083376      1.2481422
            105      26.593116     0.71084225      22.225507     0.63097476      32.897995      1.0692646
            110      21.783692     0.45076212       18.27735     0.39916611       26.42374     0.56988179
            115      17.464472     0.40648063      14.692247     0.36689353      20.935991     0.49134822
            120      14.813254     0.35240435      12.296335     0.30358857      17.995587     0.47595716
            125      13.073911     0.33674175      10.865183     0.29259033      15.979316     0.40713719
            130      10.840658     0.35389716      9.0933318      0.3189907      13.093373     0.41114073
            135      9.0931937     0.30548571       7.573924      0.2681154       11.08482     0.36797512
            140      8.2764224     0.31231665      6.9599252     0.25046479      9.8932817     0.51404904
            145      7.0376106     0.24060724       5.857781     0.20807175      8.5686391     0.29351287
            150      5.7696746     0.20981065      4.7616368     0.17868695      7.1005079     0.26115004
            155      4.8434008     0.19401292       4.020227     0.16753858      5.9084349     0.23892554
            160      4.3548227     0.18855966      3.6037336     0.16207647      5.3930205     0.24310464
            165      3.9703036     0.23914726      3.3045614     0.21215813      4.8598354     0.28185546
            170      3.1598315     0.15088838       2.592736     0.12530922      3.9266547      0.2017822
            175      3.0335528     0.15668682      2.5155733     0.13429404      3.7184037     0.19262196
