# dphi_Z_bjet1-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS-1bjet
              0      336.04318       4.556313      272.32671      3.8213948       420.9404      5.7499458
            0.6      392.90844      4.7636491      317.73333      3.9603845      494.42251      6.1247318
            1.2       589.1305      6.4733798      483.94063      5.5421993      729.34323      8.0461026
            1.8      976.14067       11.33715      814.03084      10.114635      1203.9183      15.156393
            2.2      1799.1973      16.595258      1531.1097      15.108373      2178.4242       22.91424
            2.6      3363.1377      28.217587      2922.2945      25.716239      4030.9929      47.453859
            2.9       6025.945      45.032726      5282.9731      40.523169      7531.9699      101.35479
          3.142       6025.945      45.032726      5282.9731      40.523169      7531.9699      101.35479
