#pt_bbZ-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2300.8834      9.5341869      1864.5516      7.7677339      5425.0838      40.992228
              5      2134.0271      7.7155445      1827.9084      6.9261539      2642.0341      9.6310859
             10      1526.2093      5.8546326      1316.9166      5.3883102       1799.068      6.4820873
             15      1160.7696      4.4768288      1000.2592      4.1286379      1359.1733      4.8905944
             20       903.0571      3.7908148      773.10352      3.4978773      1062.7644      4.1558059
             25      700.35566      3.2733614      591.67683      3.0001872      837.48609      3.6055127
             30      556.73728      2.5654411      463.77128      2.2619369      676.74467      2.9805541
             35      448.18337      2.1169698      369.94988      1.8672511       550.4253      2.4826603
             40       371.9367      1.9627263      305.14388      1.7290735      459.80868      2.3063416
             45      314.95813      1.8423817      257.61356      1.6205035      390.48732      2.1552879
             50      265.27817      1.8272157      216.22092       1.584403      330.14983      2.1622313
             55       226.1132      1.3679787      183.49222       1.159184      282.79295       1.677605
             60      190.51897      1.1529598      154.17388     0.96365389      239.01896      1.4455574
             65      164.53052      1.2558869      133.15906      1.0650163      206.29021      1.6130906
             70      142.40566      1.1400835      114.95986     0.96170495      179.09593      1.3990031
             75      125.80256      1.3857493      101.87706      1.1642019      157.59383      1.7163127
             80       106.4687     0.90849399      85.877129     0.74499281      133.99562      1.1652745
             85       91.69517     0.79499762       74.03503     0.67628785      115.22853     0.98398852
             90       82.29689     0.91239923      66.269203     0.75825596      103.79682      1.1328954
             95      69.840023     0.64737742      56.434978     0.53626562       87.64564     0.83295786
            100      61.853383     0.59194212      49.713332     0.48149324      78.057468     0.77285301
            105       54.73452     0.62208885      44.097334     0.53094543      68.829115     0.79039791
            110      48.147676     0.61021853       38.56824     0.51041771      60.990528     0.76022012
            115      42.446922     0.49903892       33.84506     0.40125171      54.085204     0.65249882
            120      36.919739     0.44864497       29.60733     0.36909173      46.623856     0.61840818
            125       33.56324     0.43217024      26.781757     0.34796495      42.672771     0.57049821
            130      29.727342     0.60325419      23.631147     0.46385673      37.936807     0.79131185
            135      25.201635     0.36652907      20.142398     0.29630769      31.936776     0.49378765
            140       22.78315     0.34372657       18.24248     0.27452387      28.771545     0.47134671
            145      20.775619     0.34511615      16.548413      0.2799813      26.457556     0.44853447
            150      18.434954     0.31026484      14.661309     0.24581567      23.499394     0.41502949
            155      16.704415     0.29255573      13.325835     0.23368964      21.199747     0.39708398
            160      15.179008     0.28499074      12.056622     0.22619984      19.371707     0.38268966
            165      13.653453     0.27096385      10.851336     0.21716129      17.414393     0.36116691
            170      12.077238     0.24747369      9.5937444     0.19653244      15.409422     0.33014311
            175      10.842593     0.25534734      8.5686209     0.20811245       13.93325      0.3300464
            180      10.109011     0.30326246      8.0053262     0.25909507      12.960433     0.37040524
            185       8.634531     0.20977288      6.8144111     0.16345029      11.106795     0.28320992
            190      8.0055563     0.20406865      6.3642153     0.16014205      10.196801     0.27802227
            195      7.2416703     0.18847059      5.7360613     0.14814295      9.2585747     0.25550557
            200      6.5830095     0.17932347      5.1952846     0.13893356      8.4529873     0.24537175
            205      6.0044935     0.17822812      4.7514677     0.14060112      7.6891235     0.23820424
            210      5.2649584     0.17355602      4.1897943     0.13874567      6.6920295     0.23064771
            215      4.8125925     0.16010755      3.8437525     0.12445553      6.0817044     0.22044367
            220      4.5437959      0.1521034      3.5906919     0.12082324      5.8245089     0.21996938
            225      4.4823653     0.15120162      3.5434311     0.11685729      5.7427659     0.21052714
            230      3.7526062     0.14525013      2.9406017     0.10977389      4.8589378      0.2030959
            235      3.6825292     0.13636209      2.9106477     0.10689161      4.7154604      0.1888713
            240      3.1506688      0.1274189      2.4891509    0.099427742      4.0378048     0.17369713
            245      3.0328145     0.12175834      2.4581335     0.10162553      3.7346068     0.18592909
            250      2.8844943     0.11826494      2.2621644     0.09192802       3.733621     0.16022914
            255      2.4495582     0.10965083      1.9493867    0.085532509      3.1039628     0.15018428
            260      2.4456522     0.11028578      1.9159218    0.085726625      3.1709021      0.1504594
            265      2.1402269     0.10423538      1.6783002    0.079660671      2.7664955     0.14365832
            270      1.9378727    0.099362426      1.5165716    0.076855496       2.515733     0.13573256
            275      1.6773938    0.089141799      1.3304713    0.071152437      2.1359493     0.12489792
            280      1.9409527    0.097442896      1.5104135     0.07482211      2.5320667     0.13344036
            285      1.5030319    0.090223017      1.1754365     0.06857171      1.9497123     0.12619951
            290      1.3497091    0.088784352      1.0618315    0.070182301      1.7389572     0.11816838
            295       1.434583    0.089535196       1.124346    0.067823303      1.8532022     0.12424524
            300      1.3632991    0.085061762      1.1052023    0.067141304      1.6793066     0.12003208
            305      1.2149658    0.079066744     0.95273048    0.061421587      1.5679668     0.10687712
            310      1.0538316    0.072622791     0.83032496    0.056544825      1.3473645     0.10187532
            315      1.0779172    0.074927784     0.83398648    0.056886693      1.4167504     0.10389512
            320     0.86487842    0.068707234     0.69447021    0.052798833      1.0770561    0.095003875
            325     0.74474133    0.060504505      0.5892181      0.0470834     0.94963134    0.081884786
            330     0.74606154    0.060484269     0.59175667    0.047614426     0.94423866    0.081969877
            335     0.75102232    0.061252293     0.57698022    0.046011301     0.99656954    0.085567804
            340     0.73692635     0.05939529     0.59171341     0.04691949     0.91573095     0.08355655
            345      0.6308392    0.058092475      0.4991179    0.043467995     0.80412603    0.082658969
            350     0.61864959    0.056255351     0.48281519    0.042985208     0.80287388    0.078055567
            355     0.63581495    0.057109854     0.48862939    0.042987867     0.84293419    0.079768449
            360     0.50276569     0.05019258     0.39316447    0.038801869     0.65078163    0.069439947
            365     0.52668826    0.050750003     0.40803866    0.039258734     0.69168491    0.068905168
            370     0.48210189     0.04880589     0.37285237    0.036864642     0.63311933    0.068066388
            375     0.45051798    0.048127997     0.35696069     0.03659825     0.57243821    0.074143961
            380     0.31743552    0.041176409     0.24257788    0.030084907     0.42444364    0.060368216
            385     0.39137206    0.043865376     0.30061397    0.033417836     0.51813769    0.060231491
            390     0.38592848    0.043159177     0.30204436    0.033458088     0.49872853    0.058992358
            395     0.37473798    0.043996334      0.2849429     0.03254581     0.50187799    0.062222282
            400     0.30668681    0.039858844     0.23485531    0.029833832     0.40834321    0.056501259
            405     0.31187418    0.037527765     0.23752994    0.028592548     0.41752161    0.051653935
            410        0.25224     0.03870078     0.21698059     0.03183215      0.2810239    0.051394261
            415     0.39232569    0.043312314     0.30424536    0.032770659     0.51163609     0.06276445
            420     0.24169396    0.035788082     0.19090816    0.027180939     0.30809866    0.049329194
            425     0.13941676    0.029363066      0.1153454    0.021828567     0.16594424    0.043064981
            430     0.21386011    0.035402237     0.15860715    0.025649891     0.29599709    0.051192533
            435     0.21805419    0.071619135     0.18669609    0.070728908      0.2532533    0.069040959
            440     0.18388044    0.030342046     0.14228827    0.023031515     0.24128034    0.042107398
            445     0.19759698    0.030100883     0.15059441    0.022825678     0.26415084    0.041231868
            450     0.13982123    0.026687519     0.10778101    0.019995835     0.18419609    0.037859219
            455     0.21710905     0.03255399      0.1695419    0.025856559     0.28096043    0.043034306
            460     0.11117039    0.023945178     0.08861867    0.017795014     0.13917866     0.03568475
            465      0.2034381     0.03223738     0.15406749    0.024039104     0.27392548    0.045141318
            470     0.18712994    0.031379699     0.14997017    0.024634591     0.23524407    0.042741367
            475     0.12191419    0.027371435    0.096259999    0.019568818     0.15504771    0.040920397
            480     0.18718759    0.030291822     0.14682156    0.023239765      0.2396914    0.041600271
            485     0.09548469    0.023671031    0.086491397    0.021923693     0.10120112    0.025499397
            490     0.14693408    0.026229424     0.11295441    0.020330239      0.1948324    0.035446711
