#    y_j1-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      20.127662      3.0017871      17.523447      2.7212776      22.924486      3.6050439
           -4.9       31.27519      4.0756758      26.468804      3.5587378      37.060039      4.7066148
           -4.8      41.275424      4.8431097      33.941405      4.0766237       51.26086      5.9086299
           -4.7      59.658235      6.0522345      50.232676      5.2471671      71.138531      7.1798186
           -4.6      74.498424      5.9415832      62.349394      5.1651146      90.114821      7.0460045
           -4.5      258.03941      15.966787      213.50777      14.380342      318.49661      17.956834
           -4.4      294.07727      11.578419      241.30968      9.7431646      365.46677      14.293425
           -4.3      354.63284      12.405484      292.49733      10.403692      437.68413      15.416202
           -4.2      455.77555      14.587472      378.96814      12.411482      555.06853      17.791787
           -4.1      510.97984       15.62346        423.447      13.340618      626.44257      18.957904
             -4      611.29459      19.564562      508.15818      17.106321      744.65521      22.743231
           -3.9      719.60793      24.472789      595.73819      21.677681      882.63546      28.135618
           -3.8      818.11895      19.180459      680.50547      16.736218       995.4711      22.921509
           -3.7      953.86296      28.368084      797.13281      25.905264      1152.6457      30.915538
           -3.6      1077.7644      26.245938      898.42483      23.086542      1309.6136      30.485358
           -3.5      1249.1664      24.588729      1039.5253      21.658429      1518.4256        28.8732
           -3.4      1332.7926      23.324337      1099.8372      19.933545      1638.7004      28.293682
           -3.3      1530.4748      26.689273      1268.1134      22.970157      1872.8559      31.977775
           -3.2       1688.982      26.433952       1396.601      22.662959      2071.5384      32.409418
           -3.1      1862.9123      31.040745      1544.7828      27.192642      2275.0482      37.200899
             -3      2107.6051      32.827429      1749.9476      28.672884      2570.3289      38.915178
           -2.9      2241.3712      31.515096      1852.2369      27.643738      2749.4808       37.17618
           -2.8      2447.0671      50.406774      2030.5131      47.319556      2985.5054      52.708583
           -2.7      2634.9636      37.429819      2180.0378      32.828241      3227.8928      43.857326
           -2.6      2784.9469      39.032531      2313.8444      35.511932       3387.159      50.354631
           -2.5      2971.2727      35.660753      2461.9783      31.495211      3632.7203       42.11082
           -2.4      3097.3722      39.258131      2558.7675      33.589973      3799.9585      47.427481
           -2.3      3274.7474      45.898714      2702.8243       39.74375       4028.019      55.703535
           -2.2      3411.7641      38.580008      2812.3091      33.040387      4196.3867       46.73409
           -2.1      3566.2802      40.171058      2943.5832      35.261843      4380.0291      47.360737
             -2      3775.6608      55.552482      3118.5916      51.043219       4631.641      60.811909
           -1.9      3960.1619      57.385339      3256.2361      50.767705      4890.9918      65.139816
           -1.8      4007.1881      44.332635      3302.4215      38.935906      4935.0394      52.013828
           -1.7      4165.7586      50.762656      3438.7784      43.995803      5114.5409      60.494682
           -1.6      4265.3884      68.199504      3522.6161      61.532551      5232.9192      75.585853
           -1.5      4427.3006      47.414287      3648.4203      42.818184      5451.4896      54.073694
           -1.4      4454.0634      55.657316      3665.5375       47.27398      5489.8502      67.503753
           -1.3       4576.242      47.429482      3768.0674      41.153964       5638.437      56.285064
           -1.2      4624.1014      49.430736      3804.7484      43.039858      5704.5991      58.466314
           -1.1      4780.1515      46.659459      3933.4165      40.858902      5895.6434      54.932307
             -1      4908.9864      56.693417       4039.497      48.179875      6051.6493       68.84175
           -0.9       4814.897      47.697837        3958.62      41.520841      5944.5373      57.253731
           -0.8      4984.9643      63.609708      4100.3471      55.822505       6150.317      73.374469
           -0.7      4979.3869      56.915937      4086.7382       49.28317      6164.8361      67.768705
           -0.6      5038.6892      53.942766       4147.001      48.847448      6211.1766      60.941016
           -0.5      5207.4369      71.625584      4281.2596      61.816394       6430.162      84.129962
           -0.4      5097.9594       44.85777      4184.5208      38.196713      6307.2556      54.694025
           -0.3      5207.5357      66.146276      4298.5911       59.35732      6393.4884      75.029949
           -0.2      5131.6237      49.756305      4216.6372      42.795317      6338.7439      60.745298
           -0.1      5204.4325      50.878887      4289.5646      45.428776      6406.5234      59.702961
              0      5220.7802       50.14095      4293.7197      43.176385      6439.2492      60.520024
            0.1      5129.2394      46.205582      4207.3118         39.779      6351.7205      55.929199
            0.2      5200.1055      62.605096      4287.7507      56.038768      6394.7134      71.373558
            0.3      5138.9994      53.425556      4244.9529      48.571156      6293.4698      61.742406
            0.4      5017.8975      48.356805      4133.3141      44.138181      6183.9207      55.523443
            0.5      5156.8627      51.132692      4242.2142      44.375055       6360.819      60.714831
            0.6      5002.7131      55.772867      4115.0471      48.776867      6176.3399      65.487084
            0.7      4938.6304      49.120949      4054.9126      43.504146      6110.0578      57.092047
            0.8      4921.9871      48.042952      4049.8866      42.218374      6069.1142      56.333849
            0.9      4762.8907      46.147847      3910.4785      39.763863      5891.1529      55.504052
              1      4716.8226      46.412273      3884.9716      40.838498      5808.0266      54.884151
            1.1      4667.4543      46.071693      3843.6506      40.434463      5751.4124      54.286101
            1.2      4564.4857      51.991481      3757.6071      44.805061      5624.2707      62.248048
            1.3      4531.7184      50.372757      3740.1943       45.71991      5566.5134      58.415169
            1.4      4320.4995      40.530896      3543.7138      34.667164      5351.6649      49.423581
            1.5       4264.879      48.057208      3516.2342      42.094607      5245.2064      56.461887
            1.6       4226.681      62.468308      3482.8719      53.578906      5203.0884      74.240858
            1.7      3958.8062      40.202254      3253.9517      34.549959      4889.7138      48.400488
            1.8      3902.0985      51.827135      3232.5164      47.220423      4768.6551      58.074196
            1.9      3752.0756      42.352945      3103.2135       37.01073      4596.1803      50.155137
              2      3610.0796      39.753567       2974.077      34.749872      4445.8883      47.859852
            2.1      3476.5058      46.179793      2873.6764      40.095694      4268.2785      55.588967
            2.2      3294.9575      41.995991      2723.3719      38.036269      4040.6898        47.6196
            2.3      3073.3737      37.582006      2537.4097      32.533653      3774.3732      44.888126
            2.4      2960.6081      39.342829      2452.4996      35.837309      3617.1508       45.17984
            2.5      2769.5851      39.363162      2289.4449       34.61581      3402.2628      46.776354
            2.6      2631.0483      37.544239      2178.2518      33.422787      3218.8533      43.350021
            2.7      2405.4378      49.654972      1989.2821      46.844489      2948.0324      51.630477
            2.8      2275.8155      38.413246      1879.8531      33.202191      2791.2982      45.367444
            2.9      2074.5645      30.923901      1712.3916      26.461966      2548.7164      37.297478
              3      1890.8012      31.787254      1560.8641      27.926972      2327.0092       37.58663
            3.1      1724.1228      29.834133      1425.9499      25.871789      2113.4288      35.407699
            3.2      1548.7635      29.030267      1290.0621       26.95272      1881.7358      32.133997
            3.3      1402.0783      26.067705      1160.8149      22.614213      1719.1756      31.080057
            3.4      1228.2329      23.196508      1018.2567      20.096836      1500.4385      27.628269
            3.5      1083.8992      28.297834      897.38194      25.114175      1329.1344      32.341437
            3.6      971.38815       25.89374      805.44088      21.938981      1186.7429        31.3986
            3.7      844.72794      19.419094      699.63343      16.666137      1035.9766      23.329889
            3.8       729.5446      18.672579      606.25991      16.373304      888.89831      22.143816
            3.9       614.6047      20.963241      511.39955      18.588097      748.87481      23.993145
              4      542.46228      15.911827      445.93442      13.568891      671.65791        19.1883
            4.1      459.74824      17.874332      379.97219      15.205298      564.57501      21.471374
            4.2      368.29926      13.717958      305.13181      11.990327      451.48674      16.265673
            4.3      277.37237      12.127131      228.97569      10.263004      341.54314      14.791423
            4.4      221.01529      10.168985      181.04819      8.6473613       274.8177      12.610722
            4.5      66.791777      5.8664945       55.09703      5.0505811      82.612157      6.9852433
            4.6      50.767223      4.8292582      42.021631      4.0616321      62.314091      5.8850231
            4.7      42.119302      4.6958404      35.534769      4.0759113       50.36824      5.6085617
            4.8      34.048789      5.3858787      28.735025      4.5459812      40.452698      6.4163581
            4.9      21.002536      2.8631366      17.103342      2.3537967      26.317173      3.6009146
              5      21.002536      2.8631366      17.103342      2.3537967      26.317173      3.6009146
