#  pt_bbZ-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      11.479786     0.35221578       9.527714     0.31096714      14.047039     0.41316685
              5      37.892584     0.60925616      31.286722      0.5487088      46.703283      0.7015831
             10      70.253645     0.85722953      57.765526     0.75741894      87.078607      1.0010329
             15      109.75629      1.1300625      90.137043      1.0051298      136.19468      1.3029285
             20      160.85028       1.336507      131.97113      1.1707865      199.75952      1.5696733
             25       220.3668      1.5808511      180.79608      1.4045928      273.43071       1.826734
             30      290.66582      1.6605236       238.8692      1.4363829      359.13986      1.9845224
             35      316.70975      1.7661258      259.66261      1.5442552       392.1851      2.0977716
             40      307.22952      1.7921865      251.09064      1.5735801      381.66765      2.1158712
             45      286.49199      1.8729382      233.91781      1.6380464      356.08106      2.2020178
             50      254.87727      1.8040245      207.54198      1.5591161      317.68472      2.1403265
             55      224.04712      1.3683199       181.7137      1.1587598      280.54372      1.6786803
             60      190.22835      1.1534133      153.92858     0.96386674      238.77724      1.4465624
             65      165.79137      1.2594338      134.20137      1.0675652      207.93871      1.6160903
             70      143.77702      1.1697204      116.08157     0.98574659      180.88761      1.4335278
             75      127.03545      1.3895975      102.87639      1.1671368      159.22174      1.7214003
             80        108.329     0.94492356      87.394146      0.7755359      136.38451      1.2072982
             85      93.447859     0.80899031      75.470339     0.69066208      117.39049      1.0004033
             90      84.732895      1.1352009      68.132731     0.92512277      106.94178       1.432238
             95      71.634634     0.66022628      57.816079     0.54662338      89.930434     0.85636754
            100      63.458458     0.60207475      50.909201     0.48837175       80.27132     0.78796961
            105       56.37291     0.63264306      45.351844     0.53850391      71.022514     0.80535791
            110      49.861217     0.66632283      39.896832     0.55858548       63.26307     0.82491586
            115      43.770562     0.51009554      34.838225     0.40949408      55.900971     0.66777013
            120      38.100313     0.45875676      30.491378     0.37674998      48.248139     0.63140991
            125      35.050104      0.4782741      27.951028      0.3911997      44.600132     0.61869929
            130      30.995812     0.62021973      24.617045     0.47908791      39.608384     0.81139256
