#   m_bbZ-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19              0              0              0              0              0              0
             20              0              0              0              0              0              0
             21              0              0              0              0              0              0
             22    0.021935754    0.021934657    0.019040224    0.019039272    0.024053631    0.024052428
             23    0.021949721    0.021948623    0.015503911    0.015503136    0.032573742    0.032572114
             24    0.021876536    0.021875442    0.011160894    0.011160336    0.046089385    0.046087081
             25     0.04391732    0.031052688     0.03145866    0.022259055      0.0610162    0.045258687
             26    0.021889944    0.021888849     0.01145419    0.011453617    0.043416761    0.043414591
             27    0.021920112    0.021919016    0.013139106    0.013138449    0.039686035     0.03968405
             28    0.021923464    0.021922368    0.014354749    0.014354031    0.036981564    0.036979715
             29              0              0              0              0              0              0
             30    0.021926258    0.021925161    0.013245809    0.013245147    0.039279887    0.039277922
             31    0.021935196    0.021934099     0.01413743    0.014136723    0.036636873    0.036635041
             32     0.02197486    0.021973761    0.015404469    0.015403699     0.03304581    0.033044158
             33     0.04387486     0.03102266    0.029442458    0.020901668    0.069828492    0.049663469
             34    0.042821786    0.045454058    0.038845252    0.054503378    0.082579886    0.056291925
             35     0.13215084    0.062222963    0.096350279    0.043497453     0.18809721     0.09506729
             36    0.021939106    0.021938009    0.016794972    0.016794132    0.028972626    0.028971177
             37     0.13226927     0.05399938    0.087648043    0.035912083         0.2133    0.087366376
             38    0.088132404    0.044065237    0.072705585    0.036485282     0.10181843    0.051678318
             39    0.065799442     0.03798743    0.043971508    0.025520424     0.10497709    0.061041857
             40     0.17238939    0.060977306     0.11929888    0.042272631     0.26352179    0.093560594
             41     0.16080894    0.060905417     0.12064078    0.045765436      0.2202676    0.083999634
             42     0.15628994    0.073601213     0.11807039    0.049724453     0.21140894     0.11833941
             43     0.35877877    0.093590416     0.27223793    0.066129983     0.48682626     0.14806186
             44     0.32378548    0.083724642     0.23375307    0.060575042     0.46257318      0.1202984
             45     0.18068995    0.071125683     0.13658492    0.052670889     0.24523744     0.10409868
             46      0.2216419    0.070110917     0.16278212    0.051696951     0.31421173    0.099837798
             47     0.27919888    0.087199616     0.20273073    0.062017446     0.40331732     0.13113119
             48     0.30813296    0.091859028     0.24676257    0.071188907      0.3831095     0.12552102
             49     0.30778436    0.082256182     0.22293072     0.05996891     0.44328603     0.11980635
             50     0.40921229    0.096882789     0.29537095      0.0705224     0.59485699     0.14120873
             51     0.31546983    0.090532341     0.23495307    0.065816573     0.43146983     0.12944419
             52     0.46479051     0.10143316     0.33900391    0.074261606     0.66329106     0.14544359
             53     0.43801843    0.098338472     0.32094358    0.072596044     0.55646871     0.14295247
             54     0.41447206    0.099910646     0.31465419     0.07456343     0.55905196     0.14107235
             55     0.39386592     0.09654714     0.29501453    0.072935106     0.54597989     0.13384216
             56      0.5187933     0.10827086     0.38782347    0.081260537     0.71707095     0.15104604
             57     0.55376983     0.12529556     0.42836034     0.09247247     0.72869553     0.17975965
             58      0.6169095     0.12413102     0.44943967    0.089501689      0.8924285     0.18450733
             59     0.53782682     0.11399427     0.41019441     0.08573126     0.72249385     0.16006142
             60     0.59903402     0.12398144     0.47595793    0.092431109     0.76083464     0.19286544
             61     0.71013184      0.1320413     0.52869847    0.094749462     0.98622961     0.19916953
             62     0.73407319     0.14155048     0.56219285      0.1054637     0.98591397     0.20303133
             63     0.98174636      0.1583338     0.75102122      0.1194006      1.3273425      0.2238522
             64      1.1237274     0.16262419     0.84399553     0.12149801      1.5431978     0.22797932
             65      1.0663425      0.1661259     0.83321788      0.1278924      1.3885486     0.22616587
             66      1.2398056      0.1685958     0.92902738     0.12607932      1.7081894      0.2358736
             67      1.3715408     0.19149947      1.0560179      0.1465345      1.8278151     0.26271455
             68      1.1981106     0.17258431     0.94208525     0.13274253      1.5717832     0.24496971
             69     0.96241955     0.16801261     0.75467775     0.12593787      1.2578726     0.24438834
             70      1.4482631     0.19771022      1.1240994     0.14810471      1.9065268     0.28015761
             71      1.3984793     0.18048433      1.0604933      0.1369933      1.8977587     0.24816821
             72      1.6614631     0.20061898      1.2745106     0.15416314      2.2271575     0.27284405
             73      1.4760207     0.19687478      1.1499174     0.15132593      1.9375235     0.26991782
             74      1.7939564     0.21195189      1.3842966     0.16490231      2.3853866     0.28461813
             75      2.3445207     0.24165107      1.8456203     0.18884463      3.0234518      0.3306204
             76       1.811643     0.22079704      1.4247005     0.16630468      2.3363307     0.31267312
             77      2.1883168     0.23548127      1.7250017     0.18276766      2.8135073     0.32009031
             78      3.0346559     0.27540928       2.365814     0.21584276       3.972995     0.37087876
             79      2.5636637     0.25536535      2.0111464     0.19833213      3.3323865     0.34729674
             80      3.8237313     0.30424345       2.951676      0.2353935      5.0738858     0.41113626
             81      3.2279575     0.29921316      2.5782983     0.23794596      4.0850743      0.3982792
             82       3.541905     0.30967939      2.7563697     0.23781788      4.6579877     0.42362332
             83      4.6392028     0.34107877      3.5892112     0.26502694       6.148462      0.4588148
             84      4.5525352     0.35633976      3.5483425     0.27651965      5.9994888     0.48348783
             85      5.7442072     0.39042543      4.5310872     0.30463656      7.4350956     0.52989675
             86      6.6585385      0.4241176      5.3159896     0.33130854      8.4714414     0.58258095
             87      8.2430464     0.46858302      6.4854078      0.3658652      10.684271     0.62957159
