# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0     0.27473464    0.083309549     0.20947598    0.063652502     0.37156034     0.11319579
              1      1.1553514     0.17996465     0.89036872     0.13651086      1.5497151     0.25049081
              2      1.7800855     0.24830139      1.4124553     0.20458006      2.2812799     0.31485446
              3      2.9228123     0.28365225       2.280095     0.22336598      3.8611927     0.37898197
              4      3.3395084     0.33142404      2.7052643     0.27549149      4.1999747       0.418728
              5      4.8816966     0.41958816       3.811505     0.32337036       6.419926     0.59029134
              6      4.8047419     0.46496981      3.7507715     0.35871573      6.3155844     0.62385044
              7      5.7315017      0.3934309      4.4660402      0.3086892      7.5559389     0.52497102
              8      6.8048066      0.4693476      5.3671039     0.38035104      8.8580503     0.62238732
              9      9.0777732     0.54284312      7.3048006     0.46161558      11.509648     0.69484793
             10      9.6399431     0.53847978      7.5972514        0.42174      12.517527     0.72858097
             11      9.6337821     0.54417279      7.5801013     0.42465371      12.546708     0.72724025
             12      10.790371     0.55842943      8.4083793      0.4401927       14.21592     0.74282717
             13      13.570558     0.60930592      10.527424     0.47682271      17.989606     0.81445997
             14      13.406007      0.6231135      10.527574     0.49971166      17.524899     0.81612052
             15      15.899684     0.76045392      12.614436     0.62861625      20.524653      0.9582221
             16       15.24923     0.65458063      11.956992     0.51752574      19.991466     0.86625665
             17      16.026812     0.68548538      12.674241      0.5536551      20.755693      0.8999857
             18      16.857446     0.68571253      13.198667     0.54385064      22.088662     0.90833222
             19      19.909481      0.8381352      15.736762     0.68153528      25.794781       1.080919
             20       20.64346     0.82240107      16.253185     0.65499898      26.906527      1.0759338
             21      21.435575     0.88021409       16.91819     0.70616814      27.806145      1.1855049
             22      22.858173     0.81380909      18.171775     0.67033829      29.392451      1.0538261
             23      25.830411      1.8453186      20.466608      1.5330651      33.351103      2.2821816
             24      26.098067       1.091885      20.664473     0.91360904      33.783986      1.3568794
             25      25.872678      0.8815984      20.586414     0.72361841       33.24231      1.1728049
             26      26.937501     0.90046431      21.158419     0.72605888      35.193241      1.1793227
             27      29.772564      1.0445441      23.599672      0.8392713      38.452974      1.3883835
             28      28.985885     0.90723954      22.882422     0.72484967      37.594771      1.2058324
             29      30.746123     0.99305334      24.361438     0.80846025      39.735539       1.271703
             30      31.335502      1.0806124       24.77831     0.87789848      40.612083      1.3860714
             31      32.432494     0.98948115      25.690234      0.7975438       41.86012      1.3357746
             32      34.524083       1.061865      27.361008     0.85968163      44.600603       1.371276
             33      38.708011      1.8844141      30.651238      1.6340514      50.024437      2.1951827
             34      35.540052      1.0557673      28.102082     0.86289037      46.068609      1.3662965
             35      40.325171      2.4112152      32.269614      2.2050396      51.533975      2.6201177
             36      39.776463      1.0621756      31.241891     0.85152375      51.922899      1.3916742
             37      41.880852      1.1694627      33.363148     0.96935218      53.721408      1.4833305
             38      45.201988      1.2765713      35.785917       1.044536      58.454551      1.6251365
             39         44.191      1.1756676      35.544841      1.0132944      56.012761      1.6355321
             40       48.82349      2.6512154      38.642031      2.2113699      63.112955       3.215752
             41      46.499093      1.1592684      36.814413     0.93957641      60.109731      1.5236914
             42       47.44273      1.2918202       38.01946      1.0669685      60.388192      1.6416227
             43      49.090273      1.3637968      39.297317      1.1609404       62.59779      1.7052607
             44       50.79838      1.3573041      40.391747      1.1070586      65.316614      1.7372733
             45      52.741409      1.2755929      41.797799      1.0412045      68.149449      1.6328417
             46      57.856607      1.3320311       46.36935      1.1470296      73.600646      1.7723009
             47      57.451097      1.3425402      45.312241       1.076137      74.597881      1.7413726
             48      60.323734      1.4698673      48.048386      1.2099797      77.350535      1.8839806
             49      60.221751      1.4028441      48.278078      1.1515727      76.571162      1.8172448
             50      60.221751      1.4028441      48.278078      1.1515727      76.571162      1.8172448
