# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj120
              0    0.021940781    0.021939684    0.016790503    0.016789664    0.029237988    0.029236526
              1     0.25317709    0.076648678     0.19175978    0.058437838     0.34366704     0.10475631
              2     0.29062234    0.085454952     0.22350335      0.0658341     0.38616089     0.11633102
              3     0.45928267     0.10303289     0.34191341    0.077669485     0.63708659     0.14430648
              4     0.48288826     0.10582189     0.37837095    0.084160431      0.6295581      0.1387408
              5      0.7501553      0.1375224     0.61931509     0.12634835     0.90920614     0.21437767
              6     0.97577988     0.15151072     0.72227709     0.11320365      1.3662704     0.21309793
              7      1.0964804      0.1630176     0.84776648     0.12559615       1.456644     0.22556928
              8     0.91557653     0.16093814     0.67469665     0.12148493       1.289605     0.22558887
              9      1.0657078     0.18532766     0.81172514     0.13859516      1.4423193     0.26247282
             10      1.2539821     0.18268508     0.95781565     0.13664039      1.6909709     0.25877194
             11      1.1616151     0.22526019     0.86516442     0.15815894      1.6123855     0.33814298
             12      1.4608123     0.18651246      1.1171609     0.14285428      1.9699173     0.26005836
             13      1.7015542     0.20520466      1.2883369      0.1587426      2.3155022     0.27851371
             14      1.7133855     0.20941783      1.2739218     0.15549145      2.3911693     0.29945004
             15      1.9414542     0.23850278      1.4970218       0.186438      2.5890626     0.32059866
             16        1.92691     0.21741017      1.4329799     0.16191299      2.6787112     0.30656513
             17      2.0309229     0.22457386      1.5173955     0.16638213      2.8113413     0.31955883
             18      2.1906268     0.23022573       1.618548     0.17099511      3.0730788      0.3260038
             19      3.0618748     0.27317796      2.2953559     0.20641056      4.2214732     0.38008358
             20      2.9065307     0.31222953      2.1984927     0.22927027      3.9530922       0.447178
             21      3.2635039     0.44760006      2.4348212     0.31232393      4.5194268     0.68499718
             22      2.8923754     0.26337698      2.1697883     0.19905943      3.9846179     0.36665476
             23       3.416867     0.28702697       2.565929     0.21802247      4.6926514      0.3975586
             24      3.7375905      0.3133339      2.8137393     0.23509429      5.1283441     0.44214156
             25      3.9844966     0.32721638      2.9894497     0.24281528      5.4822201     0.46349338
             26      3.4572525     0.28946313       2.659224     0.23036402      4.6205866     0.40953692
             27      3.8290385     0.31412646      2.9082089     0.23991193      5.1904592     0.44782039
             28      3.4870558     0.29582781      2.5971045     0.21932358      4.8459967     0.42235645
             29      3.7457022     0.31620778      2.8343721     0.23909627       5.107014     0.44320377
             30      4.0127212     0.31715526      3.0333888     0.24371231       5.482248     0.44785404
             31      4.9808944     0.34427532      3.7292793     0.25902585      6.8676084     0.48056261
             32      3.9491508     0.32557254      2.9561598     0.24510316      5.4697877     0.45828636
             33      4.7536301     0.35389376      3.7138319     0.27409845      6.2151218     0.52796421
             34      4.7443631     0.44969319      3.6104391     0.36272651      6.4280442     0.60751689
             35      4.1907056     0.33175508       3.137105     0.25389353      5.7906067     0.45518479
             36      5.2418961     0.36248409      3.9563693     0.27125223      7.1521171     0.50867384
             37      5.6193666     0.41229763      4.3670407     0.34524319      7.4271453     0.52564461
             38      5.5993083     0.70432681      4.2852218     0.59951623      7.5355172     0.83854555
             39       5.716324     0.39448726      4.2504749     0.29364897      7.9551587      0.5577284
             40      6.7606625     0.51766843      5.1003564     0.37391856      9.2497085     0.75762611
             41      6.1241972     0.44144041      4.6371748     0.35659316       8.346586     0.57856724
             42      6.1991782     0.43380233      4.7570321      0.3468967      8.3163124     0.58588718
             43      5.7882799     0.45102938      4.4171409     0.33054938      7.8054162     0.65463075
             44      5.7138927     0.43704774      4.3830318     0.34447048      7.6635575     0.58244535
             45      6.4214022     0.44685523      4.9827189     0.36800699      8.4991687     0.57760377
             46       6.468157     0.40591723      4.9059721     0.30621772      8.7859615      0.5728552
             47      6.1716133      0.3973917      4.6657475     0.30063831      8.4120593     0.55471608
             48      5.8641726     0.39197091      4.4492163     0.29543763       7.962094     0.54895617
             49       6.501024     0.41919607      4.9771815     0.31810408      8.7311877     0.58837803
             50       6.501024     0.41919607      4.9771815     0.31810408      8.7311877     0.58837803
