# total-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      62320.282      68.532369      52134.413      60.793182      88853.523      210.38133
              1      62320.282      68.532369      52134.413      60.793182      88853.523      210.38133
