#      n_b_jets        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      1454.4418      14.113067      1193.4823      11.762102      2400.6116      44.783696
            0.5      9696.9846      30.822962      8212.8552      27.099019      13322.217      81.100801
            1.5      51968.332      65.098864      43394.933      57.521198      74126.665      192.49413
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
