# pt_bb-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      947.57298      4.9031887      772.43348      4.0986666       1572.923      16.591481
              5      1998.0271      6.7199727      1642.0289       5.718068      3183.8192      22.318581
             10      1991.9676      6.7339576      1650.0647      5.8223814      3014.7972      20.072872
             15      1624.7674      6.0906916      1357.0358      5.2959026      2326.1323      15.748493
             20      1257.4051      5.1377666       1055.803      4.5047867      1758.9095       12.89695
             25      953.15118      4.5679201      804.69837      4.0884081      1285.2892      10.201802
             30      727.47404      3.9626334      615.97208      3.4902051       951.1099      7.7985413
             35      556.72882      3.4338045      473.04222      3.0933551      721.24642      7.0825021
             40      432.06674       2.756471      367.97642      2.4642886      548.32625      5.5858187
             45      336.10227      2.7825195      287.16245      2.5395261      417.16797      4.7130866
             50      271.18013      2.3538869      231.92049      2.1149139      336.98901          4.185
             55      211.86805      1.8859203      180.97978      1.7261902      264.29135      3.3010511
             60      176.22311      1.7374549      151.10141       1.585903      215.49435       2.915679
             65       140.4988      1.3966398      120.28971      1.2566101      167.66535      2.2249879
             70      115.01987      1.2610373      98.058944      1.1348014      139.63596      2.2613929
             75      97.103839      1.1289024      82.947001      1.0119597      115.86835       1.549682
             80      81.989436      1.0211658      70.252296     0.91494462       99.71927      2.2217852
             85      69.384105      1.0041773      59.315451      0.9016058      83.725578      1.4334725
             90      58.792135     0.90011833      50.444416     0.86338718      69.298502      1.0995391
             95      50.723437     0.79716389      43.410671     0.73527219      60.920517      1.4426673
            100      43.155057     0.66830627      36.731906     0.59402934       52.03048     0.95666769
            105      36.787344     0.63185243      31.150848     0.55830471      45.390365      1.1580754
            110      31.913235     0.56462842      27.067264     0.49958322      38.497509     0.97038749
            115      27.587844     0.51639859      23.395792     0.45419109      32.994567     0.63684582
            120      24.454741     0.58776292      20.789556     0.56496219       29.22493     0.64247467
            125      22.034616     0.58898742      18.733223     0.54375426        26.3069      0.6627617
            130      19.263836      0.4282367      16.305136     0.38052206      23.180265     0.51991097
            135      16.616776     0.45395135      14.155261      0.4172715      20.227307      1.0450098
            140      14.245301     0.38405701      12.102773     0.35375258      16.878482     0.45393352
            145      12.550747     0.34325589      10.635566     0.30988688      15.024864     0.41438765
            150      11.704567     0.43533509      9.8084662     0.38659554      14.036275     0.54466975
            155      10.156079     0.33230892      8.5770676     0.29482398      12.172263      0.3991087
            160      8.8045433     0.27122556      7.3644954      0.2333825       10.69063     0.34199958
            165      8.2726825     0.28690568      6.9670749      0.2515879      9.9405326     0.35453387
            170      7.2731553     0.26846493      6.1170287     0.23990326      8.7198379     0.31236811
