# pt_bbZ-mbbZ10        central        num_err    min (scale)        num_err    max (scale)        num_err
# 00
              0      2302.7461      9.5375406      1866.0922      7.7704983      5428.1225      40.995062
              5       2138.043      7.7203811      1831.2876      6.9299876      2647.5291      9.6393412
             10      1531.2855      5.8598527      1321.1689      5.3923073      1805.6344      6.4903364
             15      1166.5817      4.5218819      1005.1488      4.1613955      1366.4854      4.9597732
             20      908.60201       3.799599      777.69824      3.5043706      1069.7979      4.1689656
             25      705.68887       3.280668      596.12504      3.0059494      844.13982      3.6156067
             30      561.26277       2.573035      467.54476       2.267962       682.3715      2.9907824
             35      453.21913      2.1297203      374.09797       1.877132      556.75184      2.4999348
             40      376.18835      1.9773554      308.66876      1.7408393       465.1011      2.3251303
             45      319.93123      1.9507549      261.73264       1.704612      396.66026      2.2965258
             50      269.58235      1.8775365        219.806      1.6271543      335.45245      2.2228477
             55      229.67836      1.3836526       186.4554      1.1727436      287.18826      1.6959151
             60      193.46692      1.1614526      156.59581      0.9705398      242.70232      1.4563362
             65       167.5261      1.2661134      135.64248      1.0736676      209.98902      1.6248172
             70      145.18801      1.1648752       117.2606     0.98224882      182.53502      1.4288023
             75      128.11191      1.3914206      103.78154       1.168844      160.45599       1.723408
             80      108.60881     0.91908497      87.632997     0.75397484      136.66248      1.1777823
             85      93.933494     0.80915916      75.885863     0.68789141      117.98875      1.0012407
             90      84.235963     0.92204293      67.811135     0.75955917      106.18484      1.1443787
             95      71.630136     0.65731548      57.872091     0.54435416      89.830267     0.84451009
            100      63.421564     0.60053089       50.94786     0.48808119      80.087941     0.78450539
            105      56.156775      0.6299468      45.223598     0.53672847      70.655424     0.80105823
            110       49.59598      0.6607563      39.722906     0.55337297      62.840324     0.81869476
            115      43.606899      0.5061832      34.743075      0.4067183      55.617749     0.66210518
            120       37.84009     0.45537237       30.31936       0.374034      47.840407     0.62710946
            125      34.778031     0.47591138      27.752298     0.38834269       44.21997     0.61605246
            130       30.81106     0.61723477      24.494536     0.47700648      39.321277     0.80672226
            135      26.279027     0.38837711      21.027623     0.31807591        33.2629     0.51517279
            140      23.617887     0.35444942       18.90343     0.28368834      29.843656     0.48382933
            145      21.558907     0.35654662      17.174281     0.29104796      27.455673     0.46053733
            150       19.17116     0.31931757      15.239336     0.25383853      24.459183      0.4256222
            155       17.45684     0.30227602      13.910253     0.24072031      22.186988     0.41040992
            160      15.916224     0.30443674      12.702288     0.24232622      20.199755     0.42590149
            165      14.241237     0.28019287      11.314225      0.2246402      18.172525     0.37238556
            170      12.804951     0.28460491      10.199829     0.23182601      16.283154     0.36802659
            175      11.360752      0.2634219       8.983881     0.21511674      14.586067     0.33918655
            180      10.556696     0.30846147      8.3527096     0.26266053      13.547737      0.3783197
            185      9.0575918      0.2157508      7.1418786     0.16803078      11.663451     0.29127394
            190      8.4692229     0.21184768      6.7211873     0.16628648      10.812606     0.28821081
            195      7.5756269     0.19428666      6.0004208     0.15245559      9.6842302     0.26358509
            200      6.8958854     0.18462301      5.4378243     0.14283927      8.8635559     0.25277615
            205      6.2531104     0.18521016      4.9445217     0.14521796      8.0149384     0.24927212
            210      5.5444172     0.17890419      4.4151474     0.14290334      7.0411964     0.23818499
            215      5.1167544     0.16678006      4.0862037     0.13021721      6.4682283     0.22829484
            220      4.8963792     0.16611227      3.8674894     0.13261171      6.2813073     0.23559824
            225      4.7047271     0.15549896      3.7242983     0.12070637      6.0167153     0.21580035
            230      4.0090706     0.15030452      3.1516648      0.1146167      5.1691179     0.21077129
            235      3.9583359     0.14184766      3.1299663     0.11133743      5.0664168     0.19546788
            240      3.3982645     0.13878362      2.6739801     0.10692336       4.377798     0.19147082
            245      3.3976383     0.17148153      2.7486777     0.14436796      4.1976591     0.23372906
            250      3.0607397     0.12288061      2.3992952    0.095272436      3.9632626     0.16680933
            255      2.6091299     0.11406888        2.07348    0.088897666      3.3126071     0.15604655
            260       2.605591     0.11457583      2.0407726    0.088852642       3.378297     0.15643433
            265      2.3351658     0.11409903      1.8263778    0.086480459      3.0277392     0.15832362
            270      2.0452755     0.10254585      1.6035071    0.079301405      2.6484651     0.14021278
            275      1.8713944     0.10805122        1.49381    0.092283778      2.3680802      0.1394014
            280      2.0519286     0.10088089      1.6000054    0.077462044      2.6694777     0.13814169
            285      1.6247607    0.095515676      1.2662958     0.07224329      2.1169685     0.13396234
            290      1.4973725    0.092889422      1.1739351    0.073223819      1.9376784     0.12375575
            295      1.5306681    0.092347366      1.1975489    0.069919934      1.9818983     0.12808709
            300       1.501964    0.089310562      1.2088819    0.070027959       1.869215     0.12608819
            305      1.3249447    0.082883365      1.0419422    0.064400716       1.703119     0.11192641
