#         y_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.7      9493.9647      108.65737      7946.1009      95.393293      13435.391      280.58232
           -1.6      9536.2546      92.328304      7969.8634      80.554809      13296.874      241.18262
           -1.5      9833.7833      101.28824       8245.487      88.548761      13804.717      261.25845
           -1.4      9775.2287      99.488956      8196.7779      87.894366      13099.066      249.83335
           -1.3      10040.752      102.41777      8400.7447      90.030073       14005.52      271.63062
           -1.2      10033.992      101.82373      8395.1762      88.402927      14144.432      253.71833
           -1.1      9947.0156      101.83185      8322.7677      89.755949      13470.323      222.57301
             -1       10192.77      120.18106      8560.8592      108.90048      14018.526      253.19032
           -0.9       10002.85       97.86866      8364.8128      85.097247       13829.64      241.74618
           -0.8      10197.374      107.10396      8548.0882      93.762163      14061.513      276.74616
           -0.7      10218.663      100.73228      8559.4091      89.496327      13758.908      243.92281
           -0.6      10239.896      106.28586      8567.2403      94.228166      14548.736      266.96605
           -0.5      10513.702      131.93405      8824.8878      118.48139      14313.428      266.32696
           -0.4      10281.285      109.76016      8612.4704      98.919271      14075.848      265.46529
           -0.3      10132.189      91.253939      8473.1443      78.649699       13796.42      246.82186
           -0.2      10157.355       104.4957      8503.7311      91.494293      13996.362      255.38128
           -0.1      10051.699      96.654245      8410.5475      83.946973      13558.335       211.4858
              0      10330.741      110.18295        8632.76      95.426037      14236.439      239.11653
            0.1      10122.119      97.364898      8457.2483      84.310393      13708.015      228.41592
            0.2      10339.649      121.05949      8684.6912      108.69915      13919.941       250.5266
            0.3      10164.144      107.59131      8504.0497      94.161797      14069.526      238.19354
            0.4      10129.382      104.82448       8491.895      91.951476       13825.51      236.92941
            0.5      10188.069       104.4481      8530.2016      92.491695      13821.281      239.64683
            0.6      10264.936      103.96517       8587.916      91.703612      14397.094      258.64216
            0.7      10266.588      113.45069      8618.9305      99.519169       14013.32      244.72823
            0.8      10146.919      105.82547      8500.8863      94.245256      13952.434      248.71821
            0.9      10195.238      111.44105      8525.4567      96.471021      14126.675      250.98182
              1       10067.21      115.60185       8443.011      102.33791      13498.669      235.95406
            1.1      10038.471      101.62158      8389.4548      88.050425      13850.747      235.22564
            1.2       9882.198      103.25482      8244.7231      90.682145      13816.238      260.88839
            1.3      9834.8765      109.12737      8237.7714      95.132973      13386.363      256.54936
            1.4      9838.8822      107.99555      8227.9487      92.994523      13324.101      260.72408
            1.5       9741.048      109.73716      8178.0203      100.00465      13259.052      245.78899
            1.6       9470.615      93.400926      7932.4976      81.213799      13161.465       258.4773
            1.7      9562.4279       106.6751      8008.5246      95.005063      13487.741      267.65753
            1.8      9224.5382      101.29273      7724.5707       89.97692       12760.99      253.32711
            1.9      9201.5617       95.38484      7695.2218      82.155776      13148.624      268.91933
              2      9062.2587      101.73617       7593.098      90.335631      12762.863      261.25682
            2.1      8776.0864      97.409155      7337.6082      82.730379      12445.318      264.03601
            2.2      8539.5204      95.452385      7125.8254      81.751271      12604.389      288.04213
            2.3      8262.2313      87.518659      6925.8951      76.784525      11815.102      241.76788
            2.4      8015.1936      86.867338      6704.7925      74.967803      11796.205      266.15493
            2.5      7737.7192      95.405194      6481.8811      82.070993      11138.279      256.68196
            2.6      7583.7826       88.83752      6343.7991      76.547559      11287.096      275.12134
            2.7      7028.3476      78.305672      5887.0204      66.267293      10093.664       229.0768
            2.8      6802.8366      89.787123      5700.7361      77.593688      9781.6243      225.08625
            2.9      6267.7567      83.385861      5239.3579      73.118052      9169.4957      226.94802
              3       5926.898       85.26768      4954.8977      73.168771      8763.9415      250.26785
            3.1      5350.0458      68.730963      4466.2584      58.199201      8098.8052      211.49009
            3.2      4834.1767      67.216778      4021.8736      56.345322      7559.4875      240.47795
            3.3      4409.0923      67.586134      3667.0134      55.902718      6777.0924      216.46026
            3.4      3880.7067      56.594927      3234.8457      47.001991      6142.3579      195.63599
            3.5      3218.3399      52.525709      2672.4597      43.155482      5198.1796      193.63229
            3.6      2757.6765      48.036507      2286.8673      39.107078      4348.7631      171.60897
            3.7      2187.8784      43.447267      1813.1354      35.668879      3460.5438      167.63012
            3.8       1857.162      42.659745      1527.0809      34.647905      3073.1404      176.19707
            3.9      1317.8379      34.572335      1086.7763      27.835601      2197.4146      123.69509
              4      965.86703      34.987721      794.40992       28.74865      1670.9455      154.43608
            4.1      667.78829      25.116522       544.4264       19.71555      1361.0832      145.60801
            4.2      435.21353      31.391747      355.96698      26.543781      714.74918      79.222009
            4.3       269.0495      19.377152      216.82475      15.058235      531.79743      84.429464
            4.4      133.08236      12.766973      106.92769      10.017444      278.86901      52.189223
            4.5      66.202426      8.8308293      53.056455      7.2168523      130.58234      36.344332
            4.6      25.003915       6.102077       18.52438      4.2193773      70.879526      29.361613
            4.7      7.1161396      2.4541586        5.56129      1.8067382      14.957844      6.6990886
            4.8     0.91667037       1.001556     -1.7658936      3.5044466      5.9427485       4.660745
            4.9      2.5033519      1.0400844      1.8375866     0.76837681      4.6601787      2.1475772
              5      2.5033519      1.0400844      1.8375866     0.76837681      4.6601787      2.1475772
