# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj20
              0      4.3529447     0.40062506      3.6141835     0.33883326      5.3607992     0.49627595
              1      14.776627     0.81495141       12.32919     0.69499827      18.075996      1.0017734
              2      27.483842      1.6598214      23.215421      1.5512821      33.001291      1.7740694
              3      37.751568      1.4421031      31.846864      1.2894004      45.406279       1.667129
              4      53.903954      1.7110396      45.319259      1.4925383      65.144001      2.0314409
              5      71.627164      2.0999389      60.085416      1.9268663      86.959973      2.3603219
              6      80.257146      2.0209569      67.003192      1.7718807      97.983663      2.3782788
              7      101.94307      2.6018084      85.868784      2.3888407      123.08155      2.8813059
              8       114.9695      2.4986662      96.223862      2.1913604      139.74243      2.9278916
              9      138.84848      3.2093963      117.25276      2.9572461      166.81862      3.5454655
             10      155.87987      2.8431288      130.91195       2.517849      188.66883      3.3363424
             11      177.76151      3.3485638       149.6719      2.9764546      214.37855        3.87274
             12      202.06092      3.5764052      170.57983      3.2540955      242.65429      3.9950462
             13      227.40379      3.9731388       190.9834       3.580247      275.13832      4.4844868
             14      257.95559      7.1696139      217.80557      6.8009252      309.79997      7.2756065
             15      277.12861      4.0076923      233.62026      3.5705016      333.37951      4.5983385
             16      312.20125      4.8936811      263.75016      4.5237935      374.27184      5.3067723
             17      331.92439      4.6031891      280.25937      4.1682078      398.64111       5.182027
             18      368.60032      5.0901215      311.46517      4.6706268      442.29494      5.6682496
             19      389.83412      5.0867426      329.45901      4.5429493      466.56445      5.7848691
             20      463.32948      6.2483541      392.93963      5.7661714      552.57072      6.7821218
             21      491.00422        5.89964      417.63527      5.4695633      582.32161      6.4784999
             22      513.43249      6.8791274      435.68811      6.4212737      611.54083      7.4156307
             23      531.43872      5.8930638      450.24993      5.3030792      633.29153      6.6576957
             24      529.86365      5.6126938      446.83389      5.0061186      634.00648      6.5503174
             25      541.51435      5.5330684      456.76171      4.9889223      649.33868      6.3609839
             26      560.50728      7.5141196      472.78001      6.9487089      671.89352      8.0581345
             27      545.59335      6.0081386      458.49652      5.5611467      656.44986      6.5999796
             28      545.63878      6.7387826      457.60176      6.0136151      658.62079       7.651079
             29      533.40088       5.552731       446.1983      4.8564922      645.11666      6.4973095
             30      520.35176       5.250847      434.08166      4.6791033      631.53308      6.0505011
             31      508.78469      5.3316414      422.85897      4.6398678      620.43949      6.2737347
             32      500.69374      5.4314543      415.64182      4.7329236      611.44942       6.446615
             33      495.77511      5.8350571      411.79315       5.172357       604.6714      6.6917215
             34      489.38441      5.2856864       406.0822      4.6157655      597.68386      6.2258471
             35      459.48087      5.4626384      380.39532      4.9914419      562.63907      6.0670825
             36      450.65787      4.9066203      371.31967      4.2092113       554.9581      5.8874452
             37      439.78191      4.4416191      362.92823      3.8525352      540.68879      5.3210893
             38      426.29327      4.6743107      350.37131      4.1283418      526.44389      5.4425994
             39      404.96563      4.0663769      334.09434      3.5134447        497.677      5.0106659
             40      405.53764      4.7979067      332.45586      4.2159963      502.47082      5.5815991
             41        376.108      4.5944945      307.41469      3.8873947      467.30278      5.6095801
             42      369.48243      4.6775694      304.05044       4.331238      455.29553      5.2384122
             43      351.97759      4.1842536      289.05668      3.6832576      434.64873      4.8959824
             44      340.48308      3.8979617      278.48972      3.3327004       422.6564      4.7435113
             45      330.28323      3.5371535      270.12973      2.9861707      409.84715      4.3563206
             46      332.71075      5.5335002      272.97679      4.9467374      411.11729      6.2517675
             47      315.33134      5.2405027      257.65187      4.6265891      391.86673      6.0642053
             48      303.45354      3.5808671       247.9268      3.0604041      376.80334      4.4151413
             49      293.24716      3.4888469      239.37823      2.9565875      364.51197      4.2732712
             50      293.24716      3.4888469      239.37823      2.9565875      364.51197      4.2732712
