# total-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      35062.256      58.798163      29330.161      51.606902      53074.137      191.25883
              1      35062.256      58.798163      29330.161      51.606902      53074.137      191.25883
