#      m_Z-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             60       51.77442      1.9694771      42.801481      1.6935835      83.581356      7.6308862
             61      59.328107       2.336158      49.313848      1.9869888      86.627657      6.7192299
             62      63.354164      2.1297281      52.300525      1.7860647      89.667389      5.8214729
             63      74.043286      2.5426716      61.279752      2.1970448      115.06884      7.5147653
             64      83.982569      3.7132978      70.263078      3.2620608      117.54086      6.3577586
             65      94.918841      2.6017601      78.878533      2.2185171      134.79355      6.9966387
             66       106.0555      3.1447211      88.644818      2.4904019      155.56429      9.7411961
             67      125.63826       2.852373        104.698       2.403116      187.74221      10.211537
             68      145.85554      3.2366004      121.68669      2.7230214       210.5247      11.139646
             69      173.15483      3.6510477      144.13982      3.0745018      239.70183      12.287519
             70      225.71561      5.3994063      188.58945      4.7729797      335.74796      15.831771
             71      263.65699      5.8387951      219.91047      5.0862197      376.43256      15.871544
             72      350.21045       6.526809      292.33379      5.6473808       519.3246      16.929198
             73       436.2596      6.0540641      362.98397      5.1749541      621.83875      18.413263
             74      589.33754      7.0414011      491.27286      5.9916958      841.50397      19.582799
             75      860.95308      9.2013256      718.84649      8.0717207      1238.8088      26.261441
             76      1307.6955       11.53318      1094.2986      10.110904      1794.4588      30.689736
             77      2293.9643      15.464623      1917.4347      13.408967       3245.043      42.937527
             78      4734.8671       22.32705      3955.9362      19.350459       6858.126      62.526463
             79      11614.246      34.951353      9717.5806      30.509829       16550.15      94.218438
             80      18013.918      43.110899      15076.881      37.891009      25545.176      116.57932
             81      9495.4043      31.767857       7945.616      27.868919      13560.936      84.716556
             82      3949.1124      20.919222      3302.6937      18.116877      5616.5918      55.506407
             83      1989.7855      14.126477      1665.0464      12.208292      2799.9166      36.207511
             84       1173.181      11.748773      982.00929      10.112957       1674.414      29.070479
             85      762.29856      8.7216339      638.31833      7.4229641      1089.7306      23.584198
             86      551.00602      7.4514635      461.44344      6.4807593      779.78089      20.836651
             87      394.26387      6.3677418      330.02945      5.5310846      553.83491      16.899898
             88       305.2707      5.1013083      256.02874      4.3682107      420.32633      13.625514
             89      238.09112      4.2690144      198.67881      3.5717741      359.37424      15.497471
             90      199.32584       4.780952      167.34457      4.1133695       286.8576      14.007764
             91      168.36416      4.9207711      141.83376      4.3846356      231.62841      10.635053
             92      140.41216      4.3282161      117.94795      3.9642904      197.03519      8.4463739
             93      115.85247      3.2697594      97.174494      2.7227769       185.0806      13.759899
             94      98.836076      2.7957682       83.15472      2.3857929      139.05093      7.2897874
             95      90.734128      2.7132215      75.756491      2.3079455      126.12567      6.6349327
             96      79.808553      2.8605981      67.018298      2.4325413      110.48183       6.067395
             97      67.193905       3.382852      57.124508      3.0971418      89.808238      6.3958908
             98      61.336872       3.362375      51.901008      3.0979116      83.634995      5.2908051
             99       56.65442      2.4288625      47.911968      2.1527178      78.922806      6.1322524
            100      47.066447      1.8408224      39.365432      1.5510235       66.46307      4.5115602
            101      47.333116      3.3656559      39.831839      3.0703496      73.983488      9.4300696
            102      44.146731      2.6016461      37.555471      2.3417342      60.955208       5.034819
            103      36.127341      1.6315857      30.193627      1.3899613      50.599333      3.6657297
            104      33.298271      1.4667971      27.976462      1.2464299      45.909207      4.9981412
            105      31.808105      1.6657942      26.841219      1.4501588      41.804984      2.9242636
            106      30.565251      1.6583032      25.313274      1.3712236       53.80896       6.956404
            107      25.101586      1.3307745       21.08831       1.134888       31.71624      1.9861995
            108      25.287232      1.2664424      21.268522      1.0850075      33.482721      2.0622041
            109      21.753157      1.4585793      18.333963      1.2409263      27.841512      2.0432481
            110      20.217812      1.2693385      17.076412      1.0675951      27.141982      2.5730873
            111      18.701215      1.1864085       15.74021      1.0192266      23.797308      1.8140085
            112      19.291132      1.2439504      16.165037      1.0374985      31.623309      4.7322381
            113       19.61796      2.0760013       16.89269      1.9154496      25.765048      4.6572909
            114      15.535974      1.0190525      13.100406     0.88297266      20.766183      1.7774294
            115      17.465303      1.7340917      14.714368       1.477521      24.386824      2.7602905
            116      15.369099      1.1411173      12.953692      0.9844962      20.731485      1.9844418
            117      15.827092       1.068761      13.288608     0.89222514       20.02427      1.5117162
            118      14.742219      1.4687043      12.375531      1.2463122      21.932926      3.1137915
            119      11.275608     0.87299869      9.5792879     0.75360259       15.71325      2.6931992
            120      11.275608     0.87299869      9.5792879     0.75360259       15.71325      2.6931992
