# total-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      598.28929      6.5202727      516.76558      5.9820707      714.63728      9.2522755
              1      598.28929      6.5202727      516.76558      5.9820707      714.63728      9.2522755
