#     total-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      18209.191      37.189292       15303.68      32.181327      25427.035      108.89584
              1      18209.191      37.189292       15303.68      32.181327      25427.035      108.89584
