# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ250
              0      595.40549      11.604765      452.95213      8.7526629      2800.8937      103.57152
              1      2358.2433      23.655387       1802.626      18.025186      9724.1657      148.09706
              2      2764.1455      23.418793      2233.7681      18.957148      5803.7063      74.212601
              3      2712.8406      22.780251      2254.7531      19.175271      4240.2729       44.13146
              4      2557.4001      21.006646      2156.7277      18.218418      3538.1763       32.76213
              5      2347.1576      20.898148      2001.7069      18.569258      3018.3036      27.692709
              6      2107.0422      16.023632      1800.4466      14.186593       2625.622      21.299653
              7      1963.4036      17.723799       1688.381      15.999683      2384.3699      20.581357
              8      1766.4929      13.750387      1520.6173      12.349815      2120.3262      16.261825
              9      1668.7098      14.478474      1442.3881       13.44438      1978.1229      16.003644
             10       1557.502      13.914461      1346.0506      12.660251      1837.9616      15.775777
             11      1434.7725      12.493496      1242.7271       11.45051      1678.0026      13.772196
             12      1334.4331      11.601552      1155.4215      10.718121       1557.185      12.642987
             13       1266.101      11.941446      1097.9624      11.185853      1472.0307      12.602614
             14      1197.9797      12.319936      1037.2421       11.61591      1395.0156      13.046006
             15      1140.8262      11.002194      990.28861      10.455004      1319.2415      11.361954
             16      1064.5779      9.7214067      922.93876      9.0442383      1233.3472      10.469011
             17      975.48747      8.3463412      842.92311      7.6094518      1135.0193      9.2772174
             18      946.60776      8.9833286      818.54039      8.3600195      1098.7912      9.6265027
             19       885.1404      8.0037378      764.81049      7.3267655      1026.7781      8.7978832
             20      852.81868      8.3203444      736.65069       7.754991      990.12522      8.8856413
             21      803.45296      7.7858172      693.55629      7.4070961      932.11953      8.2984297
             22      757.61838      8.2098192      651.40787       7.655904      884.60405      8.7983497
             23      713.98232      7.2183932      613.37028       6.636243       833.3336      7.9126955
             24      670.03468      6.2904961      571.27089      5.6686178      790.17289      7.0620251
             25      624.68055      6.1085192      532.88175      5.5807278      736.11848      6.8802304
             26      609.34333      8.0070543      518.33125      7.5107714      720.52032      8.4109028
             27      569.17886      6.2877376      481.68627      5.8872992      677.09353      6.7586977
             28      541.30227      5.6698127      457.02803      5.1471366      645.97344       6.362863
             29      505.85957      5.5468135      425.00236      5.0045992      606.91907      6.2002918
             30      471.92108      4.8789426      395.10273      4.3936976      568.54163      5.5439923
             31      458.07132      5.2741036        382.352      4.6734732      554.04119      6.0502411
             32      432.08171        4.23076      359.21522      3.7180027      525.14852      5.0326843
             33      418.02575      4.8507338      347.35424       4.344736      508.18163      5.5121217
             34      401.23535      4.3539199      333.35223      3.8658678      487.85467      5.0476003
             35      372.77514      4.5814142      308.59896      4.2202472      455.20627      5.0628233
             36      355.13869      3.6407101      291.91899      3.1233971      437.34514      4.4183218
             37      341.30306      3.6815266      281.06156      3.1916571      419.37005      4.4505594
             38      327.83405      3.9154846      269.06991      3.4949805      404.23971       4.534018
             39      308.31067      3.3374778      253.30869      2.8847309      379.75544      4.1775834
             40       308.7086      4.1905631      252.50151      3.7149396      382.41587      4.8236595
             41      279.66571       3.079169       227.8951      2.5907902      347.50786       3.853402
             42      275.97082       3.813399      226.36734      3.6508903      340.50872      4.1387303
             43      262.38998      3.0960114       213.8027      2.6617066      326.07263      3.7707321
             44      251.93818      2.9237297      204.90088      2.4709779      313.93533      3.6531149
             45      240.54771      2.8100542       195.1975      2.3474784      300.41449      3.5184072
             46      239.85615      2.7665673      195.00761      2.3577499      298.68006      3.4980639
             47       227.7951      3.8438351      185.12338        3.54558      284.08902      4.2209948
             48      216.30118      2.6933866      175.67654      2.3005888      269.59707      3.3967906
             49       210.6823      2.5847121      170.69343      2.1576841      263.35607      3.2431896
             50       210.6823      2.5847121      170.69343      2.1576841      263.35607      3.2431896
