# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -2bjet
              0      345.26674       7.517633      295.63634      6.7554017      416.06468      11.260874
            0.4      330.58398      8.5408118      286.19209      8.2634195      394.01568      9.8085191
            0.8      277.36729      6.6955768      238.32461      5.9589255      338.49651      11.176246
            1.2      238.82921      6.2452755       206.4467      5.5901761      283.06539      7.5670409
            1.6      180.96438      5.5542868      157.55896      4.9504016      217.85317       8.479211
              2      122.71163      4.7526971      107.73034      4.3809273      140.89098      6.2735364
            2.4      122.71163      4.7526971      107.73034      4.3809273      140.89098      6.2735364
