#         pt_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      951.36786      4.9106897       775.5619      4.1045361      1577.9522      16.597034
              5      2007.5874      6.7534069      1649.9386      5.7442358      3196.2287      22.335706
             10      2004.0111      6.7458402      1660.0843      5.8318527      3030.2627      20.080133
             15      1635.6481      6.1004353      1366.0807      5.3035058      2339.9003      15.754587
             20      1267.3676      5.1456963      1064.0498      4.5108812      1771.4137       12.90712
             25      962.66778      4.6134528      812.58719       4.123089      1297.3987      10.234814
             30      736.35866      3.9886078      623.34827      3.5109245      962.23439      7.8186616
             35      564.51216      3.4633391      479.52652      3.1165285      730.96896      7.1046932
             40      439.67443      2.8584323      374.27225      2.5391251      557.83733      5.6668859
             45      341.78897      2.7922608      291.88384      2.5470696       424.2506      4.7219583
             50      276.34193      2.3658139      236.18988      2.1240818      343.48285      4.1971756
             55      216.30393      1.8957349      184.65143      1.7336413      269.80994      3.3097175
             60      180.03836      1.7453707      154.23674      1.5917344      220.27635      2.9232842
             65      144.02383      1.4076249      123.22224      1.2651964       172.0387      2.2359496
             70      118.25777      1.2767209      100.76225      1.1474931      143.63965      2.2755989
             75      100.31563      1.1407863      85.621698      1.0212711      119.83131      1.5632862
             80      84.715929      1.0313806       72.50608     0.92285311      103.10456      2.2291224
             85      72.782542      1.0447517      62.168505     0.93466942      87.862317      1.4737142
             90      61.253643     0.91689981      52.439606      0.8697379      72.451607      1.1207744
             95      52.955913     0.81176741      45.158611     0.74573022      63.683518      1.4545727
            100      45.273452     0.68342915      38.419057     0.60549871      54.630476     0.97240448
            105      38.820066       0.650633      32.790409     0.57387091      47.873152      1.1735352
            110      33.891647     0.58468171      28.644706     0.51485449      41.039558     0.81357065
            115      29.254059     0.53217862      24.717272      0.4668402      35.145694     0.65697425
            120      26.303662     0.60873389      22.278323     0.58055082       31.57748      0.6712226
            125      23.414571     0.59801714      19.801719     0.54995208      28.139747     0.67670887
            130       20.47645      0.4399136      17.257784     0.38893068      24.760469     0.53644219
            135      17.663605      0.4626781       14.98688     0.42349094      21.505108      1.0507502
            140      15.392061     0.39619183      13.032664     0.36344352      18.315457     0.47269845
            145      13.547881     0.35305092      11.406742     0.31651568      16.346688     0.42881995
            150      12.906101      0.4627319      10.788929     0.40995483      15.537473     0.57470625
            155      11.263821     0.34711313      9.4481699     0.30624419      13.619163      0.4186137
            160      9.7403451     0.28432671      8.1131311     0.24315493      11.880006       0.359885
            165      9.4731252     0.37543119      7.9592898     0.33656744      11.419728     0.44189994
            170      8.2267422       0.290241      6.8971994     0.25836376      9.9002182     0.34058604
            175      6.6822124      0.2340852      5.5518195     0.20251958      8.1440621     0.28668245
            180      6.6423898     0.24412691      5.5591109     0.21052469      8.0156442     0.29943905
            185      6.2113761     0.23896302      5.1921391      0.2061804      7.5236335      0.2957927
            190       5.508862      0.2378977      4.5877351     0.20641715      6.7374534     0.29568346
            195      4.6843913     0.19370064      3.9335655     0.16732256       5.620291     0.24503349
            200      4.5042581     0.19269774      3.7137435     0.16692083      5.5404752     0.23418561
            205      4.3543645     0.22812489      3.6312431     0.20765771      5.2835382      0.2595511
            210      3.4589145     0.21535966      2.9295741     0.15694112      4.1310424     0.33620407
            215      3.5320742     0.19781423      2.9485576     0.17670574      4.2833773     0.23188972
            220      3.1950785      0.1634855      2.6392429     0.14085962      3.9316447     0.20791367
            225      2.7213284     0.16446025      2.2715065      0.1522038      3.2945148     0.18892572
            230      2.8217393     0.15162525       2.302152     0.12859023      3.5211683     0.18878913
            235      2.5988156     0.14694591      2.1391562     0.12285542      3.1938903     0.18508783
            240       2.144271     0.13395164      1.8047546     0.10706021      2.5569615     0.21741057
            245      2.0375699     0.12358076      1.6447335     0.10030231      2.5668401      0.1611441
            250      1.7369771     0.10857096      1.4046901    0.088475101       2.182617     0.14274578
            255      1.7009899     0.11982024      1.4203093     0.10252829      2.0431653     0.14920548
            260      1.5245535     0.11125647      1.2569408    0.090993149      1.8674487     0.14553111
            265       1.534056     0.11479404      1.2711921     0.09904121      1.8711698     0.14184335
            270      1.4314325     0.12117564      1.1704261    0.097765565      1.6130495     0.27722028
            275      1.2559382    0.098858044      1.0492825    0.085530016      1.5048749     0.12234429
            280      1.2197188    0.091672711        1.00722    0.077180299      1.4926438     0.11637835
            285      1.1355113     0.10501274     0.94189773    0.092306165      1.3793167     0.12886195
            290      1.0361869    0.094656781     0.87019271    0.078641301      1.2299836     0.12244301
            295     0.99306368    0.095989508     0.82019687    0.081344063      1.2110631     0.11859043
            300      0.8990772    0.083129687     0.71151553    0.065549053      1.1592779     0.11151761
            305     0.95051396     0.11231511     0.79140413     0.09822325      1.1509453     0.13438725
            310     0.82079174    0.076224843     0.68171933    0.063740318     0.99317676     0.10092958
            315     0.77557106    0.080710092     0.62267106    0.067703797      0.9843705     0.10166428
            320     0.72878793    0.081654567     0.60458203    0.069960051     0.88636945     0.10078467
            325     0.69351452    0.066455042     0.56141195    0.054574898     0.86903419    0.085523566
            330      0.5903838    0.069703665     0.47688871    0.060914046     0.74724939    0.082942403
            335     0.41634849    0.055719676      0.3468599    0.045266209     0.49932179    0.073552037
            340     0.65086469    0.083370895     0.54139252    0.075474404      0.8011048    0.098620209
            345     0.61240771    0.086498197        0.50894    0.080050711     0.74272056    0.096490365
            350      0.4240448    0.054278457     0.34259412    0.043611581     0.53335508    0.072433726
            355     0.50906715    0.075215543      0.4794838    0.066772788     0.50998872    0.087090262
            360     0.39620648    0.055850555     0.31980468    0.045348131     0.49397433    0.072191984
            365     0.33171653    0.045593164     0.28017475    0.038688297     0.38592208    0.060397655
            370      0.3008048    0.046693011     0.24456559    0.038113523     0.37350514    0.061342373
            375     0.30483173    0.045320172     0.24299352    0.036481578     0.38751665    0.058894452
            380     0.31084434    0.043662723     0.25971564    0.036204551     0.36671274    0.066271799
            385     0.28156313    0.041893467     0.21903285    0.033667389      0.3699663    0.054578673
            390     0.21759542    0.059286332     0.17953844    0.050550922     0.26637631    0.071749088
            395     0.25274625    0.068688578     0.23029877    0.064630322     0.26324916    0.076827688
            400     0.17747452    0.033078446     0.13944603    0.025816643     0.22977184    0.044926578
            405      0.2343286    0.044009827     0.19161978     0.03527494     0.28697888    0.057374866
            410     0.20866436    0.034450031     0.16786192    0.026947495     0.25971933    0.046801918
            415     0.21027117    0.038423552      0.1629981    0.029671716     0.27780849    0.052525512
            420     0.15413654    0.031664675     0.12345117    0.023385473     0.19356056    0.046873423
            425     0.18023676    0.062046654      0.1568257    0.059011022     0.20425665    0.065323311
            430     0.19597888    0.040825873     0.16696525    0.033906838     0.22576983    0.059684011
            435     0.22962514    0.066959158     0.19363866     0.06960485     0.27769933    0.062619567
            440     0.14839531     0.02906769      0.1165657    0.022856226     0.19182905    0.038650045
            445      0.1797286    0.034612176     0.14496894    0.028477802     0.22597631    0.043990897
            450     0.14638983    0.027228581     0.11269073    0.021081059     0.19359765    0.036502091
            455     0.10930436    0.027139178    0.087575418    0.020808879     0.13589061    0.037293147
            460     0.13056391    0.035749771     0.11178883    0.029014698     0.15071788     0.04777641
            465     0.12076134    0.028397474     0.10198481    0.023029642     0.14038693    0.036491261
            470    0.066683798    0.025506913    0.058332738    0.019586247    0.073182123    0.035121665
            475     0.14214402    0.035424027     0.11740961    0.029429357      0.1738076     0.04471403
            480     0.12880402    0.025398866     0.10439017    0.021083597     0.15843222    0.032047374
            485     0.18524502    0.052107758     0.14716749    0.045416816     0.24027475    0.063598221
            490     0.14903005    0.031196383     0.12048324    0.026510516     0.18694179    0.038089801
            495      0.1234724    0.036281097      0.1109781    0.032395452      0.1349419    0.043714909
            500     0.11004514    0.025863404    0.082635196    0.019251716     0.15049006     0.03617104
            505    0.085076984     0.03106654    0.073841787    0.027424739    0.096065586    0.035975132
            510    0.051656984    0.018600101    0.040926481    0.013888837     0.06551151    0.026132589
            515    0.073233854    0.024196238    0.058109833    0.019405218    0.094592737     0.03191576
            520    0.027579889    0.018652904    0.025708157    0.013706971    0.027756202    0.017343943
            525    0.072413519    0.022772492    0.060239888      0.0177374    0.084867151    0.031768662
            530    0.053804246     0.01838068    0.045490302    0.013804525    0.061450168     0.02617999
            535    0.022646256    0.013570302    0.019420671    0.010516527    0.025706257    0.018361301
            540    0.076374077    0.026024587    0.066886369     0.02292742    0.085638435    0.030484913
            545    0.046027822    0.018084229    0.037117766    0.013133511    0.057045363    0.026282659
            550    0.049255865    0.019050402    0.039963687    0.015649363    0.061783239    0.024355625
            555    0.047432067    0.017024496    0.039322011     0.01319189    0.055899889    0.023316299
            560    0.037462682    0.021531821    0.031734972    0.017323202    0.044613184    0.028792043
            565    0.031619665    0.014392416    0.025760112    0.010930092     0.03824972    0.019800525
            570    0.038543799     0.01713181    0.031242234     0.01292849    0.047300447    0.023845301
            575    0.037333184    0.015973865    0.029725364    0.011897854    0.047141677    0.022674401
            580    0.038834302    0.017586823    0.035667262    0.013648478    0.039301228    0.022860241
            585    0.061531955    0.018055172    0.045712626    0.013491934    0.084803463    0.025023646
            590    0.027807039    0.017097193    0.022644693    0.012238312    0.033959219    0.024942057
            595    0.027961118    0.019910162    0.022971061    0.014190924    0.032669833    0.029852272
            600    0.034429497    0.014577263    0.026105922    0.010436838    0.046048603    0.021217877
            605    0.038590503    0.016796615     0.02995933    0.012713462    0.050933408    0.023857737
            610    0.013836872    0.011879413   0.0071837994    0.021710615    0.015341386   0.0087212591
            615    0.022421452    0.010035884    0.016927933   0.0077735213    0.030136201    0.014283776
            620    0.038873407    0.013904332    0.026466481   0.0094660099    0.059166369     0.02117642
