# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30      6.8267659     0.15280178      5.8372193     0.13396087      8.5638204     0.25239293
             50      7.4431679     0.15778668       6.409233     0.14114783      8.9823051     0.24868947
             70      4.8796929     0.15644829      4.2411704     0.15393449      5.7124924     0.16733713
             90      3.1516274     0.10255367      2.7397162     0.09328811      3.6878186     0.12150911
            110      1.8014403    0.053793457      1.5588521    0.049715719      2.1277958    0.062236149
            150     0.80395342    0.031016353     0.69191948    0.027683093     0.93976778    0.044253811
            200     0.80395342    0.031016353     0.69191948    0.027683093     0.93976778    0.044253811
