#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      22.591418      1.0934918      18.800608     0.90568606      30.646097      3.4410578
              1      83.694263      5.2289041      69.933343      4.6568599      109.60032      7.5763505
              2      135.31509       4.708269       112.9741      4.4822483      193.78914      11.094163
              3      173.91635       3.408578      144.70985       2.925356      240.62353      9.4117711
              4      222.40776      3.7117896      183.57409      3.1051638      318.36556      13.702792
              5      275.37962      5.8179452      228.90808      5.3149281      383.43193      15.716623
              6      338.13669      7.7088123      282.87082      7.1153286      472.71363      17.421787
              7      384.83037      6.6849163      320.47569      5.8988596      541.01622      15.225482
              8      441.90981      7.7114879      368.48248      6.8819729      617.63359      16.376492
              9      497.21274      8.6903266      415.52303      7.9275353      690.11253      18.724524
             10      564.13024      10.003154      471.85337      9.0110047      789.43748      22.148555
             11      597.20714      8.5580602      497.42112      7.7178344      850.84103       20.97777
             12      662.69335       8.459433      550.98521      7.4064933      955.29444      21.606187
             13      722.29915      9.1379404      602.55479      8.1409677      1067.4827      25.730986
             14       787.5497      10.310569      656.29879      9.2528907       1110.479      24.971233
             15      860.68902      11.007871      717.39527      9.8358356      1216.1299      24.913774
             16      907.81118        9.82101      755.66706      8.4878018       1283.676      24.815811
             17      986.71531      11.247908      822.78999      9.8795952      1406.5579      28.930844
             18      1036.5526       11.31358      864.24799      9.8845395      1476.7528      28.393351
             19      1098.4335      12.846586      915.38327       11.31677      1584.5031      31.786141
             20      1180.8768      14.196056      985.98514      12.422232      1667.2756      31.276547
             21      1256.1147      13.917949      1049.4246      12.085508      1788.6297      30.880504
             22      1298.0283      13.957672      1084.9175      12.418451       1850.808      31.562417
             23      1363.7528      14.056597      1140.3047      12.284981      1936.3048      33.032739
             24       1434.407      15.720344      1201.5516      13.859286      2036.0736      35.320102
             25      1479.8516      14.454578      1238.2212      12.791094       2149.949      37.093489
             26      1519.9705      13.549475      1269.8624      11.602669       2161.558      32.173976
             27      1562.3152      13.434766      1308.1192      11.867815      2224.8516      34.842003
             28      1630.5594      13.775492      1364.4965       12.03974      2336.5206       36.37604
             29      1683.7386      15.075081       1407.847      13.114328      2431.9945      39.174259
             30      1720.4595       13.83463      1439.6035      12.014143       2550.172       40.95353
             31      1763.8066      14.017021      1476.9552      12.177543      2568.8676      37.617743
             32      1769.3866      14.260297      1475.6994      12.241583      2642.7814      42.710358
             33      1790.7804      13.775779      1495.2244       11.82223      2677.3204      43.518305
             34      1825.0901      14.482436      1521.8715       12.49203      2768.2731      41.991505
             35      1798.0863      13.167186      1502.2889      11.246735      2712.7796      41.034864
             36      1761.3867      13.086373      1466.7092      11.036217      2744.8468      46.462752
             37      1724.8888      13.244185      1438.7212      11.378788      2619.7924      42.535799
