#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             38      1666.5565      12.654304      1388.7366      10.964435         2570.5      43.225841
             39      1583.4258      13.384596      1318.9231      11.204835      2393.5866      42.356457
             40      1489.6614      12.147652       1242.608      10.326698      2220.9637      36.014384
             41       1395.365      11.918517      1166.9135      10.147399      2038.0451      33.647622
             42      1262.3894      10.555505      1058.2514      9.0069919      1832.8592      33.342708
             43      1167.6336      10.860947        976.055      9.2725972      1729.0295      32.810404
             44      1082.9262      9.6745374      908.91891      8.3070562      1569.4511      30.934724
             45      972.36256      8.7698056      817.54934      7.5213214      1325.3156      24.089815
             46      905.68698      8.5135552      762.23532       7.359763      1246.1085      20.798833
             47      832.59168      8.4567115      700.82294      7.4805086      1149.1195      21.917717
             48      734.85429      7.2641033      616.55342      6.1902246      996.14912      20.769161
             49      676.52308      7.1362443       568.6524      6.0473467      906.93651      17.851976
             50      623.36792      6.9460046       525.5106      6.2301835      826.49187       15.00902
             51       577.5668      7.0461534      484.72906      5.9425914      792.54973      19.646225
             52      524.41442       6.416063      442.43604      5.6414735      684.91208      15.553489
             53      483.51971      6.4300299      408.62954      5.6841097      626.34845      12.376829
             54      451.24925       6.073598      381.48375      5.3937746      578.47727       13.53797
             55      412.74749      5.3029881      346.80046      4.5593465      548.11887      13.425907
             56      384.55668      5.0002859      324.17327      4.2950911      501.89547      11.726334
             57      356.66811      4.8520559      300.70249      4.3052009      451.98648      9.9741353
             58      322.47917       4.845634      272.07713      4.2507393      401.25994      8.1576885
             59      299.21016      4.2596737      251.82297      3.7167308      374.51571      9.6299621
             60      283.08897      4.0479174      238.25832      3.4903045      367.90468      10.122257
             61      267.31003      3.9522278      224.76093      3.4132329      338.55338      10.735647
             62      250.09969      3.8153682      209.17922      3.2644057      321.99686      7.3064717
             63      234.20745      3.5960724      197.37759      3.1184598      295.78819      6.8282332
             64      213.30924      3.4048809      179.75128      2.9850266      260.60212      5.6756334
             65      198.14059      3.4601164      166.70961      2.9590577      243.59504      5.6768759
             66      192.49428      3.4364746      161.33903      2.9643442      245.40152      7.3689798
             67      181.96344       4.002128      153.69356      3.5708794      219.99639      5.5382799
             68      171.56892      3.8886105       144.5983      3.4444295      217.43673      6.5832494
             69      162.58475       4.407196      136.09164      3.6725088      203.74116      6.6481646
             70       148.7844      2.6585334      124.30401      2.2675092      188.65245      4.6234582
             71      137.98303      2.8031491      115.93269      2.4244738      172.88366      4.7242575
             72      134.28397      2.6940047      113.24269      2.3840607       165.0471      3.9464211
             73      126.95007      2.6287708      106.53452      2.2758944      157.43161      5.2410434
             74      128.51233      3.1915074      108.10517      2.8187141      160.12518      6.1367491
             75      115.74142      2.4005516      97.199977       2.100379      143.32491      3.7958671
             76      105.78857      2.6064301      88.992513      2.2923768      133.31044      4.5422208
             77      101.60716      2.2867725      85.117105      1.9692738      125.96165      5.9281162
             78      95.769895      2.1909319      80.432457      1.9057929      117.91667      3.4048133
             79      90.740914       2.112133       76.29611      1.8346339      115.45616      4.7711084
             80      83.330582      2.0329164      70.299364      1.7830938      100.48481      2.7885294
             81      81.123976      1.9188236      67.710537      1.6618524       104.9214      4.7266872
             82      76.674147      1.9122187       64.69949       1.670118      91.971018      2.4593778
             83      72.329384      1.7470118      60.813654      1.5057107       87.44522      2.3945133
             84      71.526477       3.221035      60.370663      3.0152119       87.35054      3.6193812
             85      71.191866      2.0222545      59.936513      1.8430792      86.056622      2.3464718
             86      63.136608      1.8380278      53.249552      1.6241459        76.2233      2.3608046
             87      61.137542      1.6970752      51.489406      1.4817673       73.24045      2.7369803
             88      61.384358      1.9438241      51.613218       1.722884      74.906883      2.3844338
             89      55.200742      1.5820389      46.559762      1.4157571      66.817211      2.0036957
             90      50.543086       1.506966      42.123745      1.3124113      62.645323       2.216455
             91      51.010951      1.5546157       43.26036      1.4119218      60.408518      2.1841328
             92      48.036039      1.4944894      39.930094       1.293608      60.633856      2.1879122
             93      48.368367      1.4658492      40.812066      1.3039421      58.692137      1.9415149
             94        46.6758      1.9631573      39.204282       1.776058      56.612949      2.2752141
             95      43.149457      1.5938667      35.998527       1.387156      53.702208      2.1060332
             96      42.635138       1.364561      35.865967      1.1930853      51.939825      1.7622339
             97      38.487148      1.6101684       32.51318      1.4744297      46.155866      1.8235067
             98      37.085653      1.2347575      30.989182      1.0627932       45.17088      1.5179664
             99      37.290981      1.4890081      31.143275      1.3074452      45.790318      1.8869971
            100      37.290981      1.4890081      31.143275      1.3074452      45.790318      1.8869971
