# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj200
              0    0.021940781    0.021939684    0.016790503    0.016789664    0.029237988    0.029236526
              1    0.092878212    0.046619111    0.072911174    0.036806025     0.12022346    0.060815922
              2    0.083018434    0.049940838    0.059966481    0.035518349     0.11919497    0.074335523
              3     0.15360726    0.058055189     0.10598771    0.040440335      0.2323162     0.08873418
              4    0.043881004    0.031027004    0.032397765    0.023157937    0.062151394    0.044625769
              5     0.20465586    0.068495261     0.16873463      0.1372114     0.20933631    0.071915437
              6      0.2098838    0.070376986     0.14398101    0.048664515     0.31942849     0.10749577
              7     0.19786983     0.06595426     0.13653911    0.045672928      0.2990905     0.10008802
              8     0.25864581    0.098907406     0.19246089    0.077802588     0.36394581     0.13355054
              9     0.19947821    0.066516074     0.14078547    0.047434816     0.29587878    0.099544357
             10     0.32667262    0.098373014     0.23546816    0.069924729     0.47085308     0.14665228
             11     0.28771173    0.085627037     0.21372028    0.058642502     0.39952793     0.13678109
             12     0.26759943    0.077320654     0.19133911    0.055541103     0.39125196     0.11387997
             13     0.36927429    0.093159255     0.27037095    0.068151518     0.52045866     0.13268393
             14     0.24789217    0.081158311     0.20056424    0.062257611      0.3099419      0.1130878
             15     0.40138603    0.094710839     0.30884301    0.073402588     0.53496257     0.12712111
             16     0.48582569     0.11143615      0.3717905     0.08322445     0.64990894      0.1568656
             17     0.41881061    0.096088994     0.29228436    0.067457494     0.62670727     0.14466502
             18     0.42376647     0.09737307     0.31093073    0.071978235     0.60232514     0.13999347
             19     0.74654691     0.13449341     0.53097374    0.097544848      1.0953564     0.19688823
             20     0.45689945     0.18831578     0.33705754     0.12822981     0.63946928     0.29104282
             21     0.96864021     0.33873318     0.68321341     0.22552545      1.4311045      0.5323041
             22      0.7709525     0.13316418     0.55367989    0.095971583      1.1190994     0.19566931
             23     0.63146312      0.1198748     0.45818435    0.088340836     0.90621508     0.17510958
             24     0.62504524      0.1182151     0.44986033    0.085713731     0.90332625     0.17259926
             25     0.71895362     0.12737784     0.52134302    0.093126386      1.0310994     0.18495371
             26     0.63093965     0.12359694     0.44920391    0.087646068     0.92139665     0.18364558
             27     0.81519049     0.14584086     0.64851676     0.11832107      1.0333173     0.21718645
             28     0.74690167     0.13813088     0.54460335    0.098694537      1.0658715     0.20682137
             29     0.59881004     0.12029641     0.41964748    0.082291239     0.89260614     0.18664575
             30       0.736181      0.1319589     0.57744748    0.098321045     0.95597765     0.21393753
             31      1.1505084     0.16152086     0.84990893     0.12024071      1.6085665      0.2276935
             32       1.138691     0.16882771     0.80914413     0.11994792      1.6763045     0.25285349
             33     0.72819775      0.1305245     0.53343129    0.094892779      1.0317045     0.18936653
             34      1.0017871     0.16012903     0.78346927     0.13348559      1.3052665      0.2359857
             35     0.80890278     0.13506399     0.56780336    0.095749051      1.2048838     0.20296497
             36      1.0950944     0.16952595      0.7958095     0.12132906      1.5608961     0.24944686
             37     0.86386423      0.1521246     0.63881229     0.11579189      1.2112872     0.21245786
             38     0.90599216     0.15194775     0.64358771     0.10772968      1.3237045     0.22449921
             39      1.1538251      0.1947603     0.83283967     0.13745237      1.6593637     0.29087638
             40      1.4777039     0.36691521      1.0659983     0.24910623      2.1302654     0.56566092
             41     0.97420557     0.15269772     0.70594134     0.10999553      1.3932743     0.22319562
             42      1.1231966      0.1669474     0.83079888     0.12240616      1.5703408     0.24035453
             43     0.92656033      0.1455836     0.68171285     0.10797396      1.3047603     0.20831755
             44       1.060286     0.16481165     0.80830223     0.12285908      1.4364654     0.24004209
             45      0.7432296     0.13992038     0.56256648     0.10256434      1.0097749     0.20178096
             46      1.2593391     0.18439929     0.88957877     0.12867488      1.8543363     0.27885404
             47      1.1677748     0.17219969     0.86562737     0.12738741      1.6297133     0.24891039
             48      1.0349922     0.16150718     0.75504637     0.11653638       1.469976     0.23563787
             49      1.0197464     0.19919903     0.74282736     0.13939308       1.448305     0.29874247
             50      1.0197464     0.19919903     0.74282736     0.13939308       1.448305     0.29874247
