#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.2      9584.6456      98.154212      8021.2709      86.958901       13463.47        262.882
           -1.1      9730.1621      95.155945      8128.3646      82.683626      13128.199      227.43356
             -1      9882.2973      110.81742      8266.7602      98.474032       13407.91      243.25567
           -0.9      9975.4687      108.46714      8344.2234      95.273026      13572.391      227.84355
           -0.8      9928.7984      99.646418      8303.6358      88.740849      13618.741      243.57086
           -0.7      9978.1957      95.093861      8334.5566      83.582039      13779.923      264.36421
           -0.6      10221.584       104.1765      8558.7436      93.289086      13949.671      230.99734
           -0.5      10162.026      113.96403      8483.9923        101.334       13962.04      250.17163
           -0.4      10372.555      101.31804      8657.2694      87.491145      14322.218      265.73076
           -0.3      10306.544      101.80111      8605.3179       89.28654      14268.627      267.38883
           -0.2      10471.009      110.04245      8761.4957      98.292572      14095.129      228.07444
           -0.1      10323.402      96.112248      8605.9535       83.71718      14384.487      259.62029
              0      10399.375      96.345523      8667.0091      83.932904      14144.569      228.03051
            0.1      10371.534      105.30458      8652.1361      93.093574      14460.831      260.27885
            0.2      10398.178      112.47163      8679.5621      97.002059      14459.616      295.05473
            0.3       10267.64      94.490482      8565.1325      81.730246        14269.3      229.79856
            0.4      10406.684       106.2377      8699.4393      94.298635      14225.781      241.55637
            0.5      10193.872      104.34563      8496.0388      90.990449      14156.591       248.3552
            0.6      10034.562        90.7292       8368.202      77.917512      14138.195      252.14774
            0.7      10014.014      98.247334      8369.0415      86.156858      13985.762      250.63651
            0.8      9933.3012      102.73659       8285.466      91.189317      13887.957        262.197
            0.9        9757.06      92.345151      8147.7828      79.706982      13701.247      248.05153
              1      9450.7953      90.553007      7894.7719      78.124087       12912.45      225.22334
            1.1      9694.4013       115.1386      8124.1292       105.4083      13361.397      247.44795
            1.2      9446.6867      101.87846      7914.6168      89.281899      12856.677      253.78402
            1.3      9154.2111      98.761943       7651.128      88.104841      12689.589      243.75194
            1.4      8948.8361      90.817765      7493.7906      78.970499      12312.879      240.47841
            1.5      8710.1129      87.105544      7287.4797      75.231065      12251.343      236.40845
            1.6      8828.8539      104.79774      7398.7537      94.490095      12311.139      260.78573
            1.7       8548.987      97.702475      7150.8809      84.376455       11865.32      232.13085
            1.8       8458.498      110.82291      7097.1926      99.676215      12038.585      281.89744
            1.9       8109.857      87.674661      6793.8382      77.458917      11789.764      262.27608
              2      7817.6751      88.505139      6549.9171      76.102041      11286.172        274.547
            2.1      7531.5694      93.620074      6306.4188      79.962808      10696.812      231.82493
            2.2      7324.1732      91.119362      6146.3523       79.25724       10392.88      261.14848
            2.3      7243.7325      96.607167      6091.9722      84.728289      10030.511      207.41891
            2.4       6948.687      87.566292      5834.7513      77.408972      9990.0346      229.75319
            2.5      6841.6735      89.609404      5745.5979      79.043089       9769.751      229.59122
            2.6       6410.508       84.60186      5382.1273       75.56027      9492.3328      251.62198
            2.7      6084.3299      76.754441      5082.9115      65.772053      9000.3353      233.19701
            2.8      5661.6518      70.435717      4738.8794      60.219968      8321.3181      237.92299
            2.9      5657.7467      79.832474      4736.3484      67.439791      8150.0629      204.02326
              3      5329.4763      75.073327      4470.0049      64.655387      7735.5096        211.124
            3.1      4911.5481      67.414696      4129.7911      57.099884      7210.7015      207.66578
            3.2       4713.057      77.412348      3970.2499      67.368719      6816.6221      207.01338
            3.3       4336.281      71.507315       3633.965      61.124423       6219.122      173.62461
            3.4      4156.8547      72.670644      3479.0503      60.839752      6141.3391      215.23219
            3.5      3910.1527       71.73395      3288.7704      61.177072      5640.0348      183.81448
            3.6      3483.5547      57.332725      2922.8976      48.467504      5122.7108      178.77373
            3.7      3340.5039      62.850109      2802.6164      53.124264      4941.5374      180.55376
            3.8      2953.4614      56.626944      2466.1106      47.481167      4642.6563      189.46899
            3.9      2749.2689      67.533262      2296.3828      57.829008      4183.9877      163.58308
              4      2476.2736      51.602788      2060.0275      42.878407      3806.8393      151.31908
            4.1      2201.4496       47.06888      1832.7672      39.159516      3442.8291      159.51474
            4.2      1939.6833      43.583742      1611.4016      36.056709       3183.567      154.49901
            4.3       1685.453      43.941523      1401.7158      37.142556      2743.1193      158.78478
            4.4      1513.7961      40.925575      1253.6952      33.387027      2305.3772      136.40725
            4.5      1330.5785      53.059648      1102.4584      44.559013      2083.4866      122.44374
            4.6      1112.5577      38.063969      917.09524      32.239064      1644.4073      114.83445
            4.7       931.4512      50.988175      765.84091      42.083385      1503.7951      107.58081
            4.8      762.81872      28.116115      627.72834      23.297426      1276.8755      98.908767
            4.9      633.96958      30.289261      519.88834      24.407651      983.42043      88.999487
              5      633.96958      30.289261      519.88834      24.407651      983.42043      88.999487
