#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      703.08802      31.400462      575.49662      25.280111       1207.906      109.24168
           -4.9      757.69223      26.224359      621.82712      21.610843      1230.8929      76.442284
           -4.8       890.9136      31.251844      740.74597      26.365842      1320.1767      94.057021
           -4.7      1177.0988       49.31008      972.58581        43.8774       1933.202      132.07973
           -4.6      1222.7896      33.164639      1008.1703      26.656561      2089.6045      159.78966
           -4.5      1537.6645      43.130422       1277.435      35.298345      2416.5451       152.1382
           -4.4      1736.0151      44.686436      1442.7669      37.831838      2839.3233      150.87766
           -4.3      1953.8528      45.604036      1619.2394      37.577052      2957.0375      128.45365
           -4.2      2227.1782      49.209741      1855.8208      40.845719      3469.3671      144.73592
           -4.1      2424.8661      50.297038      2019.2146      41.051612      3931.2247      184.49511
             -4       2797.338      62.260959       2334.957      51.777961       4225.208      182.64506
           -3.9      3014.1883      55.560255      2505.8045      45.593428      5123.2253      222.73139
           -3.8      3284.4549      72.694005      2745.9025      61.876247      5071.4878      201.67632
           -3.7      3508.3926      74.698629      2950.1208      66.007359      5312.3937      186.37286
           -3.6      3896.5764      67.068865      3252.8059      56.710196      6030.9152      206.61798
           -3.5      4122.1567      69.304188      3443.7219      57.464669       6556.591      232.67983
           -3.4      4456.8207      69.449954      3746.4049      59.062522      6567.5275      212.60751
           -3.3         4753.1      70.696204      4001.2611      61.390046      7368.3102      233.12303
           -3.2      5044.8289      75.266307      4244.6457      65.094531      7343.3262      223.14052
           -3.1      5214.8802      71.035372      4380.7658      60.824424      7603.7059      217.90358
             -3      5636.5239      89.890587      4737.8743      79.010075      8654.1894       269.7488
           -2.9      5949.5072      84.528282      5006.8573      72.319568      8495.0982      232.86565
           -2.8      6258.6771      91.072245      5263.4942      77.746786      8959.3794       235.9667
           -2.7      6372.0893      81.139783      5342.8716      69.140793       9326.144      233.26244
           -2.6       6767.265      100.55037       5683.352      89.228759      9540.1628      243.68814
           -2.5      6859.5421      82.106435      5744.6616      70.629877      9952.5288      230.78093
           -2.4      7260.8713      83.839308      6105.4181       71.93064      10638.497      247.71847
           -2.3      7430.2759      91.963274      6240.0728      79.823309      10538.877      254.95676
           -2.2      7493.8518      86.417761      6291.7582      74.761994      10610.853       251.1331
           -2.1      7873.5243      92.354716      6587.0013      79.158696      11358.127      258.32967
             -2      8207.8069      110.17829      6896.5314      99.582494      11701.265      248.39368
           -1.9      8454.7416      103.62176      7088.7777      91.503958      11927.537      262.83504
           -1.8      8583.4027      96.814878      7194.8559      85.199813      12056.019      243.69934
           -1.7      8689.8792      95.817109      7265.4829      82.602531      11999.904      246.08375
           -1.6      8811.8725      89.051139      7367.8148      77.254772      12374.398        250.176
           -1.5      9027.5081      106.56384      7565.9489      96.625168      12476.169      241.74099
           -1.4      8946.6221      84.983572      7472.4622      73.098825      12336.049      207.04154
           -1.3      9325.0967      95.245362      7814.4705      83.751444       12852.19      247.99611
