# m_Zbb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            150      1.8070285    0.047561057       1.560304    0.042158917      2.2171861      0.0771921
            200      2.6040996    0.059103997      2.2566525    0.052930068      3.2067826     0.10652777
            250      1.9632261     0.04946698      1.6937914    0.044266867      2.3147414    0.061595167
            300      1.5096668    0.057460729      1.3180644    0.057524481      1.7423236    0.057746822
            350     0.99165022    0.034699635     0.84326028    0.031099716      1.1976995    0.040972635
            400     0.77812573    0.033320898     0.67019507    0.030995535     0.93217915    0.039186253
            450     0.54054712    0.025770675     0.45870622    0.022900965     0.65367359    0.030521615
            500     0.34376079    0.015417646     0.29028903     0.01359947     0.40681951    0.021891566
            600     0.34376079    0.015417646     0.29028903     0.01359947     0.40681951    0.021891566
