# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 20
             -8      6.3653798      1.7493707       4.892771      1.3801741       8.753324       2.369519
           -7.9      6.0520168       1.408139      4.5550503      1.1131766      8.4167374      1.8830734
           -7.8      11.368654      2.5615843      9.3587598      2.1308523      14.146972      3.2015592
           -7.7      10.948397      3.8666063      8.9435699      3.1356603      13.943425      4.9982156
           -7.6      13.273572      2.2936315      10.526715      1.8716222      17.416782      2.9635802
           -7.5      15.514184      2.9489891      12.591676      2.3903233      19.698664      3.8367392
           -7.4       22.26495      3.2808817      18.435961      2.7977491      27.658939      4.0386247
           -7.3      23.855816      3.4474074      19.065417      2.7410025      31.041776      4.6291138
           -7.2      31.812856      6.5048375      26.407149      5.7336018      46.030871      13.462701
           -7.1      23.966402      3.1006473      18.880607      2.5057087      31.930067      4.1228329
             -7      49.643426      11.350557      40.629871      9.9561224      62.517128      13.005525
           -6.9      44.524006      14.502092      35.071941      11.452929      58.201452      18.553951
           -6.8      34.129626      3.4416865      27.179603      2.8031064      44.632369      4.5577883
           -6.7      43.381302      4.5565084      35.095209      3.6832234      55.013257      6.0600607
           -6.6      50.715855      4.7300826      40.510146      3.8174569      65.713476      6.2268348
           -6.5      53.285227      4.7934392      42.584676      3.8488239      69.236978      6.3740853
           -6.4       71.31656      6.8063904      57.160807      6.0291859      92.131212      7.9768791
           -6.3      80.478383      6.5991099      64.098234      5.4169859      104.55785      8.4621035
           -6.2      82.504239      6.0038848       65.78153      4.8466906      106.52538       7.780839
           -6.1      99.127715      6.3843437       79.33574      5.1512741      127.57497      8.3396709
             -6      114.18663      15.011284      92.210424      12.805888      145.41177       18.07946
           -5.9      131.86953      7.6872488      105.26008      6.2218317      170.25323      9.9606467
           -5.8      160.20842      12.273782      129.05862       10.19512      203.94279      15.261794
           -5.7      154.08751       8.509904      121.81678      6.8428626      201.05702      11.092349
           -5.6      181.03061      10.177139      146.67347      8.5961913      229.14902      12.500707
           -5.5      214.22739       10.05555      170.36763      8.2578086      277.81883      12.821202
           -5.4      233.65139      14.838343       186.9304      12.301165      300.45601      18.315472
           -5.3      265.91593       18.07016      214.21688       14.68569      337.96503      22.690366
           -5.2      311.86632      15.588277      249.50423      13.039739       400.2019      19.277744
           -5.1      295.66081      11.392144      238.53402      9.3406708      374.89934      14.571789
             -5      335.86111      11.772873      269.98125      9.7334115      428.54377      14.971905
           -4.9      382.48232      12.604095      307.45005      10.365973      487.43712       16.09796
           -4.8      429.27624      14.447504      345.01909       12.15337      547.48257      17.916508
           -4.7      485.89673      15.350812      392.07837      12.842901      616.28548      19.269093
           -4.6      542.95111      17.129711      438.52317      14.433628      687.75344      21.133962
           -4.5      585.64695      16.699815      476.87832      14.126257      732.97596      20.636902
           -4.4      612.49126      16.047213      493.97087      13.355829      776.01637      20.160797
           -4.3      708.97602      18.295994      574.26605      15.398425       894.6483      22.711075
           -4.2      760.21562      17.892962      615.51347      15.089392      958.67046      22.354478
           -4.1      795.63212      20.250714      646.42808      17.194264      998.71439       24.80952
             -4      948.25576      45.114778      769.31119      38.865503      1192.5128      52.300269
           -3.9      971.33566      20.010957      788.13463      16.847544      1221.0435      25.645653
           -3.8      1097.0339      28.201754       889.6904      24.195796      1379.9596      33.506227
           -3.7      1138.5266      21.889419      922.59919      18.303777       1431.966      27.535088
           -3.6      1269.8749      28.161027      1036.5737      23.726466      1583.3391      34.762991
