# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ150
              0      496.49267      10.786648      375.86792       8.129824       2418.689      98.879945
              1      1959.1003      20.886315      1489.2972      15.715834      8265.6919      135.81987
              2      2242.1531      21.233901       1808.198       17.21757      4686.6469      66.149493
              3      2165.5215      20.264949      1796.4298      17.098573      3373.9168      39.328436
              4      1982.2122      18.706788      1669.7433      16.252522      2724.2474      28.058434
              5      1790.4201      18.409298      1526.5475       16.38436      2285.7475      23.645617
              6      1589.9503      14.023629      1359.6078      12.498898      1967.7201      17.935468
              7      1459.1303      14.921725      1255.3789      13.606853      1761.4806      16.988658
              8        1302.37        11.5542      1121.4298      10.383147      1553.8104      13.627916
              9      1207.4716      11.784122      1044.6317      10.906933      1420.9365      12.914437
             10      1116.9376      11.457812      967.25116      10.551413       1309.295      12.743224
             11      1024.4881      10.781973      888.15811      9.9638231       1192.289      11.645829
             12      948.30762      10.032714      823.63759      9.3821085      1097.4554      10.657866
             13      886.16592      10.564999      771.06839      10.003288      1021.8901      10.878901
             14      835.51292      9.9850665      725.82676      9.5227296      965.74091      10.480721
             15      788.09998      9.7476649      687.95452      9.4074131      900.75315       9.745484
             16      739.43523      8.3025056      644.20475      7.8114314      847.97586      8.7534748
             17      654.18263      6.6491454      567.11081      6.1038343      755.85422      7.3247013
             18      640.38117      7.4273067       556.6335      6.9942093      736.10866      7.7979475
             19      585.02126      6.4595737      507.26888      5.9155252      673.65512      7.0243244
             20      555.28718      6.5943004      481.08718      6.1739245      640.42352      6.9669255
             21      525.77626      6.0821751      454.74086      5.8485136      607.11922      6.3936642
             22      483.15132      6.7807085      415.36962      6.4090062      563.46398      7.1424518
             23      446.34948      5.2366672       383.0088      4.8383165      520.84543      5.6984804
             24      409.62015      4.5302728      348.60853      4.0604671      483.22757      5.1522641
             25      381.43592      4.4247188      323.59671       3.988231      452.31422      5.1330981
             26      361.10851      4.8402189      304.30702      4.4975809      431.69139      5.2262121
             27      336.84288      4.6139847      282.91907      4.3204881      403.81308      5.0074416
             28      315.48621      4.2099988      264.15947      3.8629784      379.48224      4.6823708
             29      291.13276      4.2722833      241.69484      3.8545442      353.83462      4.7598923
             30      272.86521      3.2272046      225.39433      2.7970258      333.64336      3.8649487
             31       254.0794      3.1622875      208.94869      2.7433438      312.31693      3.7959564
             32      240.27728      2.8971961      196.03335      2.4698322      298.13206      3.5484112
             33      226.49745      2.7056452      183.98843      2.2580072         282.63      3.3990021
             34      218.25503      2.7774236      177.25541      2.3819577      272.21813      3.4100451
             35      202.45458      2.7650774      164.11869      2.4152891      252.98058      3.3189005
             36      193.14524      2.4182411      155.56427      1.9940961      243.20365      3.0727427
             37      183.86047      2.4062843      148.52116      2.0518222      230.92965      3.0575778
             38      178.41756      2.6123827      143.67404      2.2654656      224.59111      3.1417239
             39      164.32121      2.1765465      132.45639      1.8200269      206.42171      2.9525217
             40      165.30659      2.1887241      132.33159      1.7751594      209.62861      2.8480096
             41      154.59742      2.0642171      123.66824      1.6675355      196.10929      2.6848085
             42      145.88427      1.9977342      116.63409      1.6106939      185.16641       2.610375
             43      138.59375      1.9979394      111.01203      1.6438424       175.4407      2.5675378
             44      135.26254      1.9631789      108.05536      1.5902541      171.90596      2.5750244
             45      125.86755      1.8152769      100.34427      1.4459295      160.21422      2.3955425
             46      126.02038       1.852409      100.66597      1.4993442      160.05127      2.4081671
             47      119.02378      2.0748569      95.055934      1.8278036      151.20045      2.4757188
             48      111.74596      1.7217902      89.083737      1.3704071      142.19374       2.289417
             49      110.03864       1.689105      87.896112      1.3504785      139.61439      2.2230987
             50      110.03864       1.689105      87.896112      1.3504785      139.61439      2.2230987
