#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
            435    0.063526219     0.01318578    0.051258442     0.00966177    0.080613361    0.019226345
            440    0.048145068   0.0050696932    0.040154645   0.0043020104    0.058026779   0.0063572495
            445    0.043645876   0.0073110388    0.036567612    0.006329248    0.052500527   0.0088418933
            450    0.040621399   0.0047315461    0.033514283   0.0038665836    0.049849062   0.0063838284
            455    0.045488814   0.0053060635    0.036533641   0.0042575605     0.05797769   0.0071185376
            460     0.04353083   0.0048408506    0.036437774   0.0041413703    0.052472835   0.0059418009
            465    0.053000458    0.012111629    0.042266041   0.0084674131    0.068335993    0.018474271
            470     0.03120117    0.003777666    0.025501021   0.0030176542    0.038292547     0.00508705
            475    0.028772623   0.0039305211    0.023218359   0.0032132118    0.036141972   0.0050959429
            480    0.035912394   0.0048953943    0.030955181   0.0043392528    0.041345024   0.0057620146
            485    0.031572496   0.0054675813    0.026682398   0.0047865747    0.037141824   0.0064886254
            490    0.024801037   0.0036149343    0.021030388   0.0029769249     0.02913247   0.0047273681
            495    0.036996337   0.0053460343    0.031482912   0.0046805592    0.043555587    0.006625774
            500    0.036996337   0.0053460343    0.031482912   0.0046805592    0.043555587    0.006625774
