#  n_light_jets        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      1084.8066      11.659124      888.13802      9.3023672      2577.9785        66.2142
            0.5      11247.493      36.956848      9386.9547      31.573162        18804.5      137.38274
            1.5      50787.458      62.733308      42526.178      55.932807      68467.016      150.76484
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
