#  n_b_jets-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      13840.987      34.252153      11565.416      29.316871      20055.951       104.9655
            0.5      3769.9152      15.407319      3221.4984      13.803489      4656.4462      29.647067
            1.5      598.28929      6.5202727      516.76558      5.9820707      714.63728      9.2522755
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
