# dphi_bbZ-j1-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj200
              0       99.32674      2.8387213      77.034391      2.1847396      130.61201      4.0367907
     0.31415927      107.35101      2.9821855      83.446642      2.3134247      140.88279      4.1346468
     0.62831853      107.78256      2.9317947      82.378436       2.225687      144.50798      4.0856179
      0.9424778      113.31629      3.1546855      86.897723      2.4570642      151.41815      4.3181346
      1.2566371      120.36482      3.1381346       93.18476      2.4578762      158.52277      4.7056396
      1.5707963      146.72207      3.6354239      112.46572      2.8520546      195.96425      5.0320599
      1.8849556      190.55269      3.9195264      145.23574      2.9725897      256.35933      5.4993359
      2.1991149      268.67659      5.5236478        205.007      4.0402522      361.11938      8.0943331
      2.5132741      412.74631      6.4440272      315.75604      4.9858977       552.3591      8.9047345
      2.8274334      644.65956      10.486878      501.42767      7.9479232      842.58422      14.165315
      3.1415927      644.65956      10.486878      501.42767      7.9479232      842.58422      14.165315
