# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
             30      106.10721     0.62759721      90.501926     0.56127098       134.1692       1.261949
             50      44.715796     0.36555348      38.280395     0.33007555      54.388361     0.66395786
             70      23.605284     0.27018402      20.259803      0.2482832      28.075196     0.41522765
             90      13.743956     0.19224323      11.822882     0.17211367      16.276943     0.26805104
            110      7.3808094    0.097116589      6.3338081    0.087884637      8.7842616     0.14997063
            150      3.0486315    0.053782672      2.5940133    0.046809922      3.6061897     0.07062171
            200      3.0486315    0.053782672      2.5940133    0.046809922      3.6061897     0.07062171
